author_id,created_at,text,score,bert
400419867,2018-11-01T17:23:22.000Z,"They should just check for safety cameras etc. it is necessary 
As long as his profile is clear.
Why it is necessary to implement&amp;scans
BUT they should not take his head wear.
Respect to.
is a must. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.949665904045105}]"
968981132816478208,2018-11-01T17:00:28.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9945843815803528}]"
13967482,2018-11-01T17:00:03.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5747557878494263}]"
967541386517020674,2018-11-01T16:37:19.000Z,I wish this kind of systems was used for detecting bad behaviors of the obsessed store employee who reported incorrect info about me &amp; told other employee that I wouldn't speak up for myself &amp; ok to harass me at their stores!,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996463060379028}]"
2814435995,2018-11-01T16:02:02.000Z,"Montevideo airport adds biometric solutions to be the 1st airport withat boarding gates in Latin America. Part of theinitiative.| PlanetNews
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958113431930542}]"
1018723811993112577,2018-11-01T15:30:01.000Z,@Delta is changing the way you travel this December. Will you opt-in to usetechnology to check-in drop off bags move through security and board your flight? ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9571858048439026}]"
990899576734453760,2018-11-01T14:33:26.000Z,"Advanced technology changes theway we work and the skills we need but it also boosts productivity andcreates new jobs.@AlainDehaze 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990886449813843}]"
884022229,2018-11-01T13:12:39.000Z,"China's powerful surveillance system



@MikeQuindazzi @evankirstel @MHiesboeck @rajat_shrimal @Paula_Piccard @SpirosMargaris @Droit_IA @diioannid @alvinfoo @jblefevre60 @helene_wpli @enricomolinari @Fede_Aguggini @RPK_Valerie @kuriharan ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7740094661712646}]"
1051222879348641792,2018-11-01T12:56:39.000Z,Experts predict that three out of every five smartphones will have AI capabilities by the year 2020 especially in the camera bringing new concerns about facial recognition bias and the power of suggestibility in advertising.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9306858777999878}]"
1047515824163049472,2018-11-01T09:44:12.000Z,"An interesting development from the @Apple team 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996349811553955}]"
92604357,2018-11-01T09:25:01.000Z, will help us live longer reports ! &gt;&gt;&gt;via @MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5483940243721008}]"
23412516,2018-11-01T09:02:03.000Z,"RT Dr. Kash Sirinanda: ""'s powerful surveillance system@MikeQuindazzi @evankirstel @MHiesboeck @rajat_shrimal @Paula_Piccard @SpirosMargaris @Droit_IA @diioannid @alvinfoo @jblefevre60 @helene_wpli… ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9810677766799927}]"
146383105,2018-11-01T08:35:02.000Z,"RT Dr. Kash Sirinanda: ""'s powerful surveillance system@MikeQuindazzi @evankirstel @MHiesboeck @rajat_shrimal @Paula_Piccard @SpirosMargaris @Droit_IA @diioannid @alvinfoo @jblefevre60 @helene_wpli… ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9810677766799927}]"
101067053,2018-11-01T07:59:42.000Z,"Will ""hoodies"" &amp; ""baseball caps"" with @metpoliceuk logos be used asmarkers ?Already too many private security guards dress up in near police uniforms -Met Police to sell branded clothing and merchandise ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9994463324546814}]"
14615761,2018-11-01T07:22:45.000Z,"China’s Social Credit System is the best illustration of the future of western democracies in the Anglosphere especially the UK US and Australia in that order.

Every step in commercial or governmentetc is a step in that direction. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993739724159241}]"
4374719908,2018-11-01T07:15:31.000Z," will help us live longer reports ! &gt;&gt;&gt; 

 via @MikeQuindazzi &gt;&gt;&gt; 

&gt;&gt;&gt;",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5483940243721008}]"
34355039,2018-11-01T04:44:54.000Z,@Amazon &amp; ⁦@JeffBezos⁩ continue to sell faulty facial recognition software,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999754011631012}]"
967541386517020674,2018-11-01T01:38:16.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp It seemssecurity sys doesn't give me or other victims any due process to prove I'm innocent w/o any criminal histories instead of companies believe employees who obsessed w/me &amp; harassed me at their stores when I was physically sick f/surgeries &amp; illnesses.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988890290260315}]"
832479909532405761,2018-11-01T01:08:37.000Z,Great investment by the QLD Government to up-skill and promote jobs in AI.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999624490737915}]"
2491309992,2018-11-02T19:23:06.000Z,RealNetworks Promotes Free Use of Facial Recognition in Schools,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.829728364944458}]"
65667613,2018-11-02T18:46:42.000Z,"Have you ever wondered how you look like in other people's google photos? 

@Google@googlephotos",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8190346956253052}]"
83588783,2018-11-02T18:20:12.000Z,Now withtechnology you can have your @burgerfi order saved with a quick scan of your face at their new self-serving kiosks. Read more from @orlandoweekly here: ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9965237975120544}]"
1735172144,2018-11-02T17:00:29.000Z,Huawei’s Honor Magic2 makes a big bet on artificial intelligence.@Huawei @HuaweiMobile,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.923272967338562}]"
44800690,2018-11-02T15:52:17.000Z,Detecting fake face images created by both humans and machines,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986674785614014}]"
900300126312333312,2018-11-02T15:30:40.000Z,The globalmarket will grow at an annual rate of 21.8 percent between 2018 and 2025 when it will be worth $86 billion according to a new forecast from @marketresearcht,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9794412851333618}]"
831485797,2018-11-02T14:54:15.000Z,. @GMCcampaign that ran in @SantaMonicaPlc! A great example of technology integration withmedia! @Posterscope @Carat_USA @quividi @LeoBurnett. To Read More:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9930192828178406}]"
19341334,2018-11-02T14:50:10.000Z,Why personalised UX requires a new marketing mindset @martechnews[spoiler alert - we're talking facial recognition!],POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9993863105773926}]"
261891136,2018-11-02T14:41:07.000Z,Get the edge in staff retention and operational efficiency with AI technology. Ximble advances workforce management with,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984620809555054}]"
805741436465512448,2018-11-02T14:27:02.000Z,Feds Force Suspect To Unlock An AppleX With Their Face,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9413838982582092}]"
968008274003005440,2018-11-02T13:16:11.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi@TamaraMcCleary,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.961566150188446}]"
16228337,2018-11-02T13:03:00.000Z,"“The serious lack of familiarity with cybersecurity ...speaks volumes about the district’s lack of preparation to safely store and collect biometric data on the students parents and teachers who pass through its schools every day:"" 

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981728792190552}]"
61253865,2018-11-02T12:58:52.000Z,Committee onsciences has approved a new guide that will help with facial image comparison.@ForSciWeek,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9303978085517883}]"
2916609675,2018-11-02T12:41:25.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.921712338924408}]"
1337085834,2018-11-02T12:18:12.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi @TamaraMcCleary ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.961566150188446}]"
256965214,2018-11-02T12:17:21.000Z,"What?!at Champions League Final in South Wales Generated a ""92% False Positive Rate""? What Does that Even Mean? - -@Inspectorslloyd",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9962645173072815}]"
16228337,2018-11-02T12:02:00.000Z,"""But systems dependent on machine learning especially ones involvingare still flawed &amp; biased. At a time when crossing borders is already ...unfairly biased throwing a partial imperfect 'agent' into mix raises justified concerns:""

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9974314570426941}]"
23580853,2018-11-02T11:49:03.000Z,Ever consideredfor your Security System? You can use facial recognition for much more than security: it can help with customer demographic analysis behaviors analysis key customer recognition access control... Read more here @Axis,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9910290241241455}]"
884022229,2018-11-02T11:12:01.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.921712338924408}]"
2875152886,2018-11-02T10:58:27.000Z,Interesting article on gender and skin-type bias in,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9961076378822327}]"
2249121151,2018-11-02T09:03:00.000Z,Facial recognition may soon be coming to an airport security line near you @nytimes,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9969691634178162}]"
747040693,2018-11-02T07:17:25.000Z,RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9906257390975952}]"
205117304,2018-11-02T07:07:21.000Z,RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi…,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9884415864944458}]"
1573612315,2018-11-02T06:06:26.000Z,MikeQuindazzi: RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi …,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9688742160797119}]"
3311168160,2018-11-02T06:01:32.000Z,@WesternAU_AU101's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999549925327301}]"
2307675307,2018-11-02T05:57:00.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.921712338924408}]"
817722610754658304,2018-11-02T04:50:39.000Z,My must-read-pick of the week. Even though GDPR is quite restrictive there are exceptions within it that allow the collection and use of sensitive data. A good overview of compliancies.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996377229690552}]"
177781178,2018-11-02T02:33:12.000Z,"Aw snap did we forget to mention that we are on the New Sarawak Tribune. Well we were! Read to find out more.
@MyCEB @New_ST @SarawakTravel @sarawakcb ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8049152493476868}]"
19507168,2018-11-02T01:22:20.000Z,It's notable that over 111 new faces that came to my door towere identified by my @Nestlast night for . I do have signage up to alert visitors but while I've purged thedata this raises&amp;concerns.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9491413235664368}]"
17393008,2018-11-03T23:31:42.000Z,via @evankirstel:will help us live longervia @MikeQuindazzi,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6997066140174866}]"
35203319,2018-11-03T23:30:11.000Z, will help us live longervia @MikeQuindazzi,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9165443778038025}]"
1036115508,2018-11-03T21:10:04.000Z,"Good morning Australia. Welcome to your brave new world.


",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998641014099121}]"
44800690,2018-11-03T19:13:21.000Z,Detecting fake face images created by both humans and machines,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986674785614014}]"
2336470682,2018-11-03T18:59:14.000Z,"""Using a combination ofpattern recognition... TrapWire created a system that is able to identify patterns indicative of planned criminal behavior ... @edmontonpolice @rcmpgrcpolice

",NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.6683299541473389}]"
291831562,2018-11-03T18:01:11.000Z,"You can now pay for your fried chicken with a smile because credit cards are so 2016


@MikeQuindazzi @SpirosMargaris @jblefevre60 @JimMarous @psb_dc @Xbond49 @guzmand @helene_wpli @andi_staub @leimer @antgrasso @FrRonconi ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.937823474407196}]"
2934239943,2018-11-03T17:46:06.000Z,@joshspero @britishmuseumand a growing digital surveillance state are not far off for metropolitan convenience 🤔,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9617164134979248}]"
297397741,2018-11-03T16:48:01.000Z,"Windows Edition of Free Facial Recognition Launched

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.876564621925354}]"
1536562052,2018-11-03T16:06:07.000Z,"RT Ronald_vanLoon ""Ancan create amodel of a person
by sciencemagazine |



Cc: drfeifei … ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8731513619422913}]"
555031989,2018-11-03T16:05:00.000Z,"Ancan create amodel of a person
by @sciencemagazine |



Cc: @drfeifei",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9018780589103699}]"
516034301,2018-11-03T15:55:16.000Z, Tech Ready for Its Post-Phone Future (hopefully a really small one if you ask me),POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9659156203269958}]"
120296379,2018-11-03T15:35:39.000Z," will help us live longer reports ! 

@SwissCognitive ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6194812655448914}]"
26793528,2018-11-03T15:23:49.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5747557878494263}]"
386538440,2018-11-03T15:14:28.000Z," of @tamaramccleary 
 
 will help us live longer reports !..

@SwissCognitive - Join our weekly",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6331382393836975}]"
4620416841,2018-11-03T14:44:31.000Z,It's interesting to note that these companies will barely discuss their software and when pressed clam up. Do you trust them?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8725727200508118}]"
836272957,2018-11-03T14:19:04.000Z,Why Amazon’s facial recognition system should worry you:,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989880919456482}]"
1784151,2018-11-03T14:15:15.000Z,is playing an increasingly prominent role in many areas of our lives from security and law enforcement to retail marketing banking and healthcare.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987159967422485}]"
489795482,2018-11-03T14:03:51.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5747557878494263}]"
50636347,2018-11-03T13:10:09.000Z,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9988495111465454}]"
214149678,2018-11-03T12:50:05.000Z,For users smartphone applications likecan increase usability and add enjoyment to the . For marketersfunctions open up new levels of information exchange interpretation and communication...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987553358078003}]"
1688187541,2018-11-03T09:56:43.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.921712338924408}]"
76004287,2018-11-03T09:30:00.000Z,"Nothing to hide nothing to fear? 

Even if you're innocentsurveillance can put you on a police database. 

For more info listen to our podcast with @BBCTechTent: 

Help us stop this:
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9972328543663025}]"
262413057,2018-11-03T07:45:03.000Z,Does ease of use and simplicity outweigh privacy and consent?&gt;&gt; Facial Recognition and its Applications ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9935441017150879}]"
800129647891529728,2018-11-03T03:38:23.000Z,Get ready for a lot moreat the airport -,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9880155920982361}]"
241185642,2018-11-03T03:15:05.000Z,"😑 Consumer Attitudes Toward Facial Recognition [CHART]

Some 46.1% of respondents said they were not likely to purchase a device withto help protect their privacy while 46.1% said they were at least somewhat likely to buy one. 👇
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9944806098937988}]"
31407412,2018-11-03T02:58:37.000Z, is more useful and can ask the user for authorization by sending a message when entering the . - @loracmustaine ;)@FBI ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9884170889854431}]"
2245925204,2018-11-03T02:15:46.000Z,@mashable A Smile is Worth a Thousand Words plus Fried Chicken!😃🐔,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935194849967957}]"
21902180,2018-11-03T01:29:57.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5747557878494263}]"
967541386517020674,2018-11-04T23:22:51.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us @Petco To companies inusing customer blacklist especially connected w/security sys . I heard f/those innocent victims of wrongly blacklisted in Japan many stores showed more aggressive behaviors toward wrongly blacklisted customers closed their stores...,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997267484664917}]"
826801576308244480,2018-11-04T20:17:01.000Z,The Problems With Using Artificial Intelligence And Facial Recognition In Policing,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9990504384040833}]"
967541386517020674,2018-11-04T19:53:24.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us @Petco As I mentioned toI never had issues w/your company till other company wrongly blacklisted. Unless you are usingsys. or judged me f/my race etc. your employees shouldn’t behave as they did. No I have never done any shoplifting in my life.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985711574554443}]"
967541386517020674,2018-11-04T19:13:48.000Z,"@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us By the way since I have never done any shoplifting in my life if @dsw_us knows which company is still insisting me as shoplifter please let me know. I would love to talk with the company.#顔認証システム
#誤登録 #冤罪",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9725989699363708}]"
11000062,2018-11-04T18:57:59.000Z,Not the-based system I was hoping to see emerge from//tech but certainly theimplementation I expected.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9894771575927734}]"
967541386517020674,2018-11-04T18:43:45.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us I never had issues w/your store till I was wrongly blacklisted by other company. If you need to watch me at your store I have to assume you are usingsys. or judging me f/my race etc. You may want to read my previous tweets before you judge customers.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9976636171340942}]"
17392332,2018-11-04T18:05:26.000Z,"Based on initial testing theoption not only saves up to nine minutes per flight but provides employees an opportunity to have more meaningful interactions with customers throughout the journey.

 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997780978679657}]"
205117304,2018-11-04T17:03:21.000Z,"RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7554670572280884}]"
1573612315,2018-11-04T17:00:39.000Z,"MikeQuindazzi: RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;freshsalis",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8478378653526306}]"
747040693,2018-11-04T16:59:38.000Z,"RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7554670572280884}]"
893073028460023808,2018-11-04T15:40:56.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5747557878494263}]"
50636347,2018-11-04T15:23:06.000Z,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.765110433101654}]"
20264808,2018-11-04T15:08:03.000Z, might be a nice added feature to your smartphone but could it lead to problems with accuracy?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994726777076721}]"
25471555,2018-11-04T14:35:00.000Z,"""Privacy by Design: Best Practices for Usingto Support Safer K-12 Campuses"" 

I do not really know what I think about this... ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9982616305351257}]"
107369661,2018-11-04T14:10:04.000Z,Security with Chinese characteristics. Took me 10 minutes to pass this facial recognition test at hotel check-in. Guess haircut + new pair of glasses was too much to handle,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9995436072349548}]"
161088962,2018-11-04T14:01:53.000Z,Thanks @microsoft for guessingmy age to be younger😄 ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9955039620399475}]"
72665057,2018-11-04T13:58:56.000Z,I'm using thelogon on my newto see how well it functions &amp; ideas related to facial ID's in general. I usually wear glasses got caught in a rain shower this morning - phone wouldn't recognize me with rain-splattered glasses. Surprising. Good or bad?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9916638135910034}]"
20748873,2018-11-04T12:30:02.000Z,The Problems With UsingAndIn Policing @nixmalik ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998984158039093}]"
365877674,2018-11-04T12:30:01.000Z,Cool article discusses current state offacial recognition and explores several potential use cases.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999137282371521}]"
205117304,2018-11-04T11:17:08.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt;…,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9863733053207397}]"
1573612315,2018-11-04T11:05:42.000Z,MikeQuindazzi: Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt;…,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9837514758110046}]"
747040693,2018-11-04T11:04:21.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; … ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9863733053207397}]"
17393008,2018-11-04T11:03:06.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9871009588241577}]"
2344530218,2018-11-04T11:03:02.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9871009588241577}]"
816273673162289152,2018-11-04T10:40:19.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7277595400810242}]"
816273673162289152,2018-11-04T09:49:26.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7277595400810242}]"
747040693,2018-11-04T07:09:14.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7277595400810242}]"
1573612315,2018-11-04T06:05:12.000Z,"MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;freshsalis",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.592252254486084}]"
