author_id,tweet,nltk_outcome,bert_outcome
1735172144,Smart car “Columbia” comes fully loaded withtechnology from @IdemiaGroup,1,1
442068154,Some of the biggest start-ups are in countries like China and Singapore panellists atpointed out. Especially in highly innovative tech areas likeandwhich has applications in healthcare and other sectors ,1,1
169480559,Fromto- there is no doubt thatis making a remarkable impact on . These are just a few incredible AI innovations launched in the beauty industry right now. Stay tuned of what's coming next at ! ,1,1
957934430693273600,Ready to learn how you can leverage facial and biometric technologies to bring increased effectiveness targeting and measurement to your marketing programs? Join me tomorrow at 3:30 in M100-J to learn and see great examples!,1,1
17960941,'Instead of classical fears of big brother's mass surveillance there might be technology ready for peer-to-peer mass surveillance' – @innarliiv discusses autonomy in the age of ubiquitousover on @OxPolBlog:,0,1
75673231,@DrJDrooghaag @Forbes @HaroldSinnott @Paula_Piccard @nickhtang @KaiGrunwitz @Nanoappsm @akwyz @vfiorese_ @avrohomg Great share and contribution! I thinkthat the most important practical example and added value will be onand&amp; ,1,1
16228337,"""A child abuse investigation unearthed by @Forbes includes the first known case in which law enforcement used Apple Face IDtechnology to open a suspect's iPhone. That's by any police agency anywhere in the world not just in America:""

",0,0
1008681429423837185,"Making Facial Recognition Smarter With Artificial Intelligence @Forbes rt @TSchlaich 
",1,1
25374498,"Journalist @KattyKayBBC just said on @Morning_Joe thatis ahead of US on Artificial Intelligence and

Ahead of Silicon Valley 

We have some work to do 

Let’s get goingandlike @LapetusSolution 

Time for

",1,1
91914869,We all have bad hair days—but what do you do when your hair locks you out of your phone? Will our devices become our harshest critics?,0,0
990899576734453760,"Even if today you need a double portion of coffee use all your energy and imagination to make it a great one! Good morning.
",1,1
15224038," forces suspect to unlock hiswith his FACE - the first case in the world where investigators use theto obtain information

",0,1
551772127,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
997775905127895041,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
922470140352057344,“Facial Recognition and Computer Vision to New Markets.”,1,1
15664534,Basinet went on strikes for rights andtook over! ... ,0,0
245813158,Making facial recognition smarter with artificial intelligence,1,1
1024270916723896321,This was bound to happen. Facial recognition is a gift to the authorities ... Maybe this guy deserved it but what happens when someone's innocent or when the government of the day isn't interested in the rule of law ...?,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian dee… ",1,0
1341338724,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
958425442725240832,"Making Facial Recognition Smarter With Artificial Intelligence

 ",1,1
304602737,"It's scary to think what sophisticatedsoftware like Kairos would do to erode our ever dissipatingin the hands of our governments or ""security"" companies...not to mention marketers (esp retail) who are waiting in earnest to abuse that .",0,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
741271117,"ht @mikequindazzi

Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;",1,0
143142203,". Warns : Give Us Your PhoneOr Face $5000 Fine

",1,0
15221598,Security companies want to use facial recognition to stop school shootings.(Futurism),1,0
21111067,Morebeing used in the world to make decisions and take actions about the people involved. Games may not be too harmful...? But imagine the possible uses where taking actions could have impact. And what if the AI is faulty or has inherent bias built in?,0,0
69288359,BBC News - Honour of Kings usesto check ages@apf_oz @PrivacyProf @profwernimont @AnnCavoukian @apf_oz @privacyint @ASULawCLSI @ASU_SFIS all fun and games right? @2020science,1,1
38535240,".
 andto understand human behavior unlocks the passage to real-time situation awareness of public safety and asset protection.



 ",1,1
758575239101952000,"We often hear of how some games are not suitable for young children. @tencentgames has found a potential way to resolve this using facial recognition. The power of AI
",1,0
2201987285,"Making Facial Recognition Smarter With Artificial Intelligence 
",1,1
1102075028,With the increasing use of real-timetechnology the routine gathering ofinformation and an enthusiasm for trying to useto predict potential criminal activity this poses obvious and severe risks for our civil liberties.”,0,0
876820009342861313,"Pretty impressive demo ofandembedded incar
 ",1,1
95287913,Did some touring and learned that the athletes training with national programs here have to pass some advanced security.,1,0
897031697878978561,One of China's most popular video games is testing the use of facial recognition to check users' ages,1,1
2711310459,"@congressdotgov 
 wants and is recordingusingon mobile phones computer search.
Enough Enough!
Can't rely trust these companies to keep us secure!
Banking Speach Everything!
Already bank facial recognition hacked!",0,0
15785718,Heather Daily-DonofrioChief Communications &amp; TourOfficer explains how @NEC is helping the LPGA elevate its fan and player experiences and create a safer environment usingtechnology.,1,1
1018723811993112577, is improving the health and well-being of patients in Australia,1,1
1573612315,"MikeQuindazzi: RT sbmeunier:moves to give ""social scores"" to reward or punish citizens MikeQuindazzifreshsalis",1,0
747040693,"RT sbmeunier:moves to give ""social scores"" to reward or punish citizens MikeQuindazzi",1,0
2332939052,Facial recognition software has been touted as the next era of security but is it really? Let’s take a look at the potential opportunities and the roadblocks that are still in the way.,1,0
4482754095,Great video explaining howworks in detail - take a look!,1,1
25138103,"Ready or not here it comes!

 - National Soccer Hall of Fame deploys NEC facial recognition tech via @BiometricUpdate",1,0
913128578081947649,"""Facial recognition is going mainstream. It sounds good for business but only if customers agree to smile for the camera.""",1,0
905083291778371584,World's Largest AI Company Recommends Common Standards for Facial Recognition Technology,1,1
15221598,Security companies want to use facial recognition to stop school shootings.(Futurism),1,0
757444920,"National Soccer Hall of Fame deploys NECtech! 
Contact Interest@frtinc.com for more information on 
",1,0
900300126312333312,"One of China's most popularis testing the use ofto check users' ages. Honour of Kings' publisher Tencent said the trial would initially be limited to ""thousands"" of new players based in Beijing and Shenzhen",1,0
256965214,"Big Business=new .
If Gov did what business does there would be riots.
Strange to sellto those who want to monetise individuals but not tofor&amp; to protect individuals.
@LoveKairos @BrianBrackeen@MelissaDoval ",0,0
2425836948,"...we are entering a critical time
...when politics becomes fundamentalism
...when freedom is trumped by wealth
...when artificial intelligence becomes a tool track and control populations

",1,1
1735172144, quickly becoming a driving force in theindustry with companies like @Visteon at the wheel.,1,1
1045332820409942016,Facial recognition tech gets better and better@TalentSpotter we will be suing this tech to empower all our users... We will provide updates nearer launch date...,1,0
224411573,It's like Gotham City🏙in these streets. Some1️⃣gotta do tha dirty💩work🤷‍♂️. STAY TUNED📺.... ,0,0
224411573,It's like Gotham City🏙in these streets. Some1️⃣gotta do tha dirty💩work🤷‍♂️. STAY TUNED📺.,0,0
15135567,"🐮 Did you know there'stech for cows? Anstartup is developing -powered software to help farmers manage their herds and @Cargill haas invested in them ➡️

",1,0
870225891212705792,"via @sbmeunier

 moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi
",1,0
2975134426," moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi",1,0
990899576734453760,"Feel good vibes today and let them guide you. Have a nice Day.
",1,1
256965214,Helping to Counter theThreat using- ,1,1
15891455,"Honour of Kings uses facial recognition to check ages - BBC

",1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian dee… ",1,0
343847239,"2018 Good Design Award 100 
Bio-IDiom is NEC's biometric authentication solution for safe secureand fair society.... Read More 
",1,1
1358942294,Cool article discusses current state offacial recognition and explores several potential use cases.,1,1
469919231,"For the first time the FBI has compelled a suspect to unlock his iPhone using facial recognition.


 
",0,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
75836430,"Making Facial Recognition Smarter With Artificial Intelligence 
",1,1
256217735,Usingto improve workplace safety - monitors whether staff is wearing mandatory safety devices in designated areas.,1,0
282316299,Six Technologies That Could Shake the: Printed meals edible bar codes andtechnology forare among the innovations transforming the food industry,0,1
816273673162289152,"IAM Platform Curated Retweet:

Via: 

 moves to give ""social scores"" to reward or punish citizens MikeQuindazzi



 ",1,0
15664534, Is it real or is it ?!is ruining the independent spirit of women and…,0,0
1072508497,"""One of China's most popular video games is testing the use ofto check users' ages"";cc @EvanSelinger",1,1
65451099,With stadiumthe fan experience is,1,1
3317217437,Exhibiting at Retail Risk 2018 today with our partners @kingsltd and @AxisIPVideo. Our CleverPod is also showcasing itscapabilities at the RR Fraud Awards this evening,0,1
83588783,Withnot only can people shop at Funan DigitaLife Mall inbut they can also useto get custom shopping recommendations as well as find their car with a license plate scanner. More from @STcom here: ,1,0
1040837862357229568,"“Women are typically organized &amp; empathetic. You must care for people to be able to anticipate their needs - hence women are ideal for selecting the right tools &amp; thinking ahead about what the next bestwill be.”
- Yi Shi @Zenusinc 
",1,1
57935380,"Tiny Dancer (freestyle sketchbook funk)

",1,1
15116869,"I spent 53 minutes in Amazon Go and saw the future ofautomation will require dual roles for all sensors: Brand VIP;@amazon @FaceFirstInc
@CNN",1,0
2908449628,"We discuss @alibreland's story about racist facial recognition technologyon Episode 242 of the @BSMediaShow: 




",0,0
77312459,"2018 EAB Awards recognized researchers working on a detailedsystemapplications forimaging andsignals and ""soft biometrics"" and . @EAB @FingerprintCard @IdemiaGroup ",1,1
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
109679814," IT Expert Luke Beneke ""is NOT more secure than a PIN"" ",0,0
103012986,INSIGHTFUL VIDEO: Facial recognition technology will change the way we liveA great November 2017 @EconBizFin video correctly predicting the adoption ofin 2018.,1,1
1018723811993112577,Asbecomes more mainstream what will happen with the data that is tied to our face print?You can't change your face butcan help youof being recognized.,1,0
1577718830,Although Homeland Security is making “considerable progress” in launching airport scanningtechnology biometric matching still has some challenges to overcome.,1,1
878581678121172992, is more accurate than ever - until it needs to take a second look. Learn what's keeping object detection from success. |,1,1
1735172144,". @jumio wins “Best Product Biometrics” and as the “Next Gen InfoSec Startup of the Year"" at Cyber Defense 2018 Global Awards.@cyberdefensemag",1,1
15664534," offered to style and coachrightis
 — feeling hungry",1,0
932538546497380352,"Just smile to board domestic flights at sixby next April. Your smile will be yourpass for domestic flights at airports as part of thebased access system.


",1,1
1006953374242111489,"Just smile to board domestic flights at sixby next April. Your smile will be yourpass for domestic flights at airports as part of thebased access system.


",1,1
325430154,"Justto board domestic flights at sixby next April. Your smile will be yourpass for domestic flights at airports as part of thebased access system.



",1,1
60818261, technology that thehopes to install in allby 2021 is plagued with technical and operational challenges according to a new report ,1,0
15169751, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …,0,1
4147812394,: British Airways useswhen boarding passengers on domestic UK flights as well as for some international flights out of the US. Article:,1,0
2655198175,Testing out Animoji’s on my new iPhone it is so cool with the face mapping. I feel texting is a thing of the past this is how we should message each other in the future.,1,1
990899576734453760,"Thanks to Todd G. Holcombe Former Sr. Faculty at @MESTAfrica &amp; Bank of America Executive.
At @bacehq we are helping financial institutions attract more customers...
",1,1
2826740377,Multicoloredcan also act as a powerful tool for disruptingespecially if they conceal the top half of the face.,1,1
2826740377,In terms of stylized obstructions apply makeup that contrasts with your natural skin tone anywhere on the region where the nose eyes and forehead intersect as well as using it to modify the dark and light areas of the face.,1,0
860108034152034305," to be launched soon atsays Suresh Prabhu
",1,1
884022229," moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi",1,0
47848447,Facial Recognition is getting smarter,1,1
816273673162289152,"IAM Platform Curated Retweet:

Via: 

 moves to give ""social scores"" to reward or punish citizens MikeQuindazzi



 ",1,0
3185191153, to unveil a final policy forcheck in system in allacross the country to clear check-in process through@AAI_Official will create a JV with private airports for storing biometric information of the flyer ,1,0
241185642,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",1,0
984111846843174913,One drawback ofsoftware: it gets more confused than we do when you get a haircut. via @wsj ,0,0
83588783, made it on @forbes list of tasks that are supported by deep learning . Check out the article to see what other tasks were included here: ,1,1
14615761,"""This school camera maps kids' faces. How do you feel about that?""

@carolynadolph Found it interesting that you mentioned the school in New York but not the school in your home town of Seattle. Doesn't the public have a right to know?",1,1
1014872729965776899,"Welcome to the world of Facial Recognition!
Tired of bringing keys?
Your face now becomes your real key!
Sign up to win a Free Facial Recognition Lock/Safe today!

",1,1
2425836948,"Photos show huge expansion of Chinese facility where Muslim minority say they are persecuted and forced to sing hymns to Xi Jinping


",0,1
294326301,"Another good example of how facial recognition has become part of almost every aspect of life:Dulles Airport Surprises Passengers with Facial-Recognition Boarding @defenseone
",1,0
2356982959,Tencent trialsto combat video game addiction in minors ,0,0
518238327,Tencent trialsto combat video game addiction in minors ,0,0
2270712410,Now's the time to get serious about the use ofandwithin . While this tech is still emerging it has the power to change public perceptions of security for the better. Read more:@forbes,1,1
463129666,/Optimising API's User Journey TrackingTools &amp;- Ticked all the boxes!  Fantastic effort!! ,1,1
913128578081947649,"""The USTA is ""[e]xploring opportunities to utilize facial recognition software to identify known courtsiders at the U.S. Open"" wrote the USTA in an April report about tennis integrity and gambling corruption.""",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
47991955,Crowdfunder launched to help fund @GreenJennyJones campaign onthe right to protest and all her work in the House of Lords. Check it out ,1,1
18460854,Here are the current opportunities companies are seeing and what roadblocks we must overcome to get us to the ubiquity ofsoftware.,1,1
1247949932,"05/10/2018: Elon Musk is Asking for Trouble Again &amp; Google Goes Hands-Free
 for 
By: Gajendra2895 
UberelonmuskGoogle",0,0
76726886,"05/10/2018: Elon Musk is Asking for Trouble Again &amp; Google Goes Hands-Free
 for 
By: @Gajendra2895 
@Uber@elonmusk@Google",0,0
709378253010501633,Facial recognition software has been touted as the next era of security but is it really? Here are the potential opportunities and the roadblocks that are still in the way.,1,0
77312459,South Africa’s @CapitecBankSAtakes advantage of @DaonInc'splatform .,1,0
841964200729681920,"Artificial Intelligence-driven machines can be fooled warn IISc researchers 

 ",0,0
990899576734453760,"Life is beautiful especially on Friday! Happy day
",1,1
719466262737350656,"German authorities have been triallingtechnology in .

Read here @JKrueckeberg from @bbw1984 on why such technologies instead of keeping us safe often feed inequality &amp; threaten civil liberties. ➡️",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
784485264857108482,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
50636347,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,1,1
2776077571,Marta de las Casas is speaking about🔝🔝 at,1,0
1546259989,"If you like money but hate cash think
@Payit from Mexico mobile phone payment withand . Big competitor still isitself.
@SeedStars
",0,0
152348706,Facewatch facial recognition can be used for VIP listing as well as controlled access...,1,0
918389937426321410,"How will User Experience be affected by Facial Recognition? Keen to hear your thoughts on the situation



",1,1
418195419,My submission to Parliamentary Joint Committee on Intelligence and Security on the Identity-matching Services Bill 2018:@MonashLawSchool,1,0
39072720,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
2253116190,"""Will I lose my privacy through facial recognition? Can I trick the system? Does it really work accurately and quickly?""

Do you have any burning questions abouttechnologies?

Follow &amp; watch this space for morein the coming weeks!",0,0
967541386517020674,I decide to keep tweeting my store experiences in USA to protect myself &amp; since I found so many similar victims like me that they were falsely accused &amp; put indatabase but never confronted by retailers in Japan where 1st facial recognition system was created.,1,0
518815347,@jc_mittelstadt I can see this catching on in this country as well ,1,1
4690045993,Indeed this conscious moveensures something that no product company can afford - a 2000 member testing team!!!And the best part was no one at @RamcoSystems was given an option to bypass such testings be it theor ...Great push @Virender_VA ,1,0
888808440583172096,@FacialMatch @PMOIndia @Praveen_Dalal @_CEPHRC @PTLB @rajnathsingh @HMOIndia @OfficeOfRSP @PrivacyKillers @MoCA_GoI @sureshpprabhu @AAI_Official @narendramodi @PTLBProjects @RahulGandhi Govt Forced @_Orwellian And UnconstitutionalIt Would Force Illegal .Cannot Force All Indians To Give Their @_Biometric Even If Some Have Consented To Give Opines @Praveen_Dalal.@_AFPOH @_CEDILRI @AadhaarLaw @_PrivacyRight ,0,0
889506511004721153,Use OfAt Airports And Public Places Cannot Be Implemented Lightly AsAndMust RespectAndOf Indians. @PMOIndia Must Analyse It Legally Before Implementing Opines @Praveen_Dalal. @_CEPHRC @PTLB ,1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
15664534,rightIfversion was so great she wouldn’t steal if off the backs ofBasinettactics@iTunes ,1,1
966364019828248576,I believe that 90 percent ofcan be solved quickly by simply Scanning everyone within the area of a murder scene or missing person.@ColdCaseTips@ColdCaseSquad @MissingALERTLiv @MissingNetwork,0,0
2271580094,"Need to focus not sure exactly what's""inevitable""",0,0
328318014,"Increasingly we are looking for easy and convenient experiences in our daily lives.

Benefits oftechnology apply to other situations that require secure access and easy transactions too..



 ",1,1
33796452,"Jaywalkers beware. According to Kasich '""Your kids are going to be safer you're going to be safer"" he said.'",1,0
967541386517020674,@BiometricUpdate @Forbes In Japan NHK(@nhk_kurogen) also mentioned possibleinrelated towho were falsely accused by store employees in their show 1+ yrs ago &amp; Japan revised some privacy laws but not working well to protect consumers yet. ,1,0
967541386517020674,@BiometricUpdate @Forbes I have found many individuals who have beenput inconnected tosystem infor yrs where the 1st facial recognition system was created &amp; some victims in . Here is article of possible victims in watchlist.,0,0
328318014,"What’s More Personal Than Your Face? 

Personalizing the Customer Experience with a Unified Biometric Key

Via @NEC_Australia",1,1
718804592973053952,"PSA
The definition for palm vein technology in this article is incorrect. Deleting the word 'fingers' and replacing it with 'palms' as shown here would make a better definition.
via @forbes",1,0
718804592973053952,As California Bans The Traditional Password What Else Can Fintechs Do To Fight The Hackers? via @forbes,0,0
3239819917,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
3239819917,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
902189464151138304,"No more queues for entering the Airport!
Digi Yatra service will allow travelers to enter the airport through Facial Recognition. The service will roll out in Feb 2019 starting with Bengaluru &amp; Hyd. airports.
 _gram",0,0
763357147321274368," for&amp;- The Vision Kit 

 
",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
2961873436, are you kidding?...,1,0
