author_id,created_at,text
1032363507700756480,2018-12-02T17:04:33.000Z,DZone:CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the dangers. What do you think?
14782935,2018-12-02T17:01:40.000Z, CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the dangers. What do you think?
132232120,2018-12-02T16:46:00.000Z,Lawmakers say ’ssoftware may be racially biased and harm free expression 
1032363507700756480,2018-12-02T16:04:04.000Z,DZone:CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the benefits. What do you think?
365877674,2018-12-02T15:30:00.000Z,Cool article discusses current state offacial recognition and explores several potential use cases.
72665057,2018-12-02T13:57:36.000Z,The dangers inherent in this plan scream out to anyone looking at it &amp; with any comprehension of the dangers inherent in what at this point is a totally unregulated &amp; sorely under-managed technology w/nothing other than profit as the guiding force.
836272957,2018-12-02T13:12:03.000Z,Why Amazon’s facial recognition system should worry you:
26478168,2018-12-02T11:33:47.000Z,A great example showing howtechnology helpsidentify bad actors every single day!Vigilant Solutions. 
2175536274,2018-12-02T11:16:57.000Z,Facial Recognition: Breaking down the 10 buzzwords used in the field -
17392332,2018-12-02T10:54:37.000Z,MakingSmarter With .@MMinevich @SteveAtLogikk @existor @STUDIOKUMORFOS @HFSResearch @mattreaney_
51276630,2018-12-02T10:02:27.000Z,How biased is facial recognition software?
3044533167,2018-12-02T09:29:52.000Z,"_Fifth_Industrial_Revolution is almost here: the brain activity is recorded and the images are digitally recreated using machine learning algorithms! Fascinating right? 
"
1434650790,2018-12-02T08:48:52.000Z,‘ will soon be marking your ’ - @Virender_VA
205117304,2018-12-02T08:03:35.000Z,"AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai…"
205117304,2018-12-02T08:03:33.000Z,"Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi"
62952341,2018-12-02T08:02:27.000Z,"Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai … "
62952341,2018-12-02T08:02:24.000Z,"Ronald_vanLoon: Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi"
17542209,2018-12-02T07:46:36.000Z, @JimmyGomezCA calls onto clarify the policies governing the use of itsby . 
1536562052,2018-12-02T07:09:11.000Z,"RT Ronald_vanLoon ""AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai … "
555031989,2018-12-02T07:01:00.000Z,"AIY Projects: DIYfor Makers - The Vision Kit
by @googledevs |



Cc: @goodfellow_ian @deepmindai"
15221598,2018-12-02T06:00:02.000Z,Eight lawmakers demand answers from @Amazon ontech.(NBC News)
1536562052,2018-12-02T04:34:12.000Z,"RT Ronald_vanLoon ""Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi"
555031989,2018-12-02T04:04:00.000Z,"Brain waves can help reconstruct mental images using EEG data
by @UTSC |



Cc: @Vilynx @UTSC @DigitalTrends @MikeQuindazzi"
51276630,2018-12-03T22:36:19.000Z,Is facial recognition biased?
56033822,2018-12-03T22:32:02.000Z,Here is what I am dealing with! Need
16228337,2018-12-03T21:30:51.000Z,"""Atlanta's @ATLairport &amp; @Delta Air Lines have opened the nation's first curb-to-gate biometric terminal... It's a camera-based system that compares scans of travelers' faces to a database of verified ID photos curated by @CBP:"" 

"
2356982959,2018-12-03T21:29:19.000Z,Amazonapplication for residentialnetwork published 
518238327,2018-12-03T21:24:37.000Z,Amazonapplication for residentialnetwork published 
273578096,2018-12-03T21:01:01.000Z,’s Growing Adoption SpursConcerns 
72665057,2018-12-03T20:29:37.000Z,All security arguments aside we are too far down the slippery slope ofapps being put in place by unknown agencies with little or no regulatory restraints on how information is stored or with whom it is shared. Wide-open barn door for misuse.
2356982959,2018-12-03T20:29:08.000Z,Grubbrr raises funds to complete integration ofandtech 
518238327,2018-12-03T20:27:33.000Z,Grubbrr raises funds to complete integration ofandtech 
1072508497,2018-12-03T20:24:04.000Z,"CBP ""says it does not retain photos of U.S. citizens once their identities have been verified though it retains photos of non-citizens for up to 14 days and retains records for non-U.S. citizen visitors for 75 years"":"
710776230405087232,2018-12-03T20:12:49.000Z,"Hoobox's Wheelie allows people with movement-limiting conditions to control their motorized wheelchairs with facial expressions.

"
1060851254,2018-12-03T19:13:03.000Z,"The UK's Information Commissioner @ICOnews Elizabeth Denham is looking intouse ofper @Telegraph. There are plenty ofconcerns here andis needed about how images are collected and stored 
 "
28335326,2018-12-03T19:06:32.000Z,.@CyLab &amp; @CMU_ECE’s Marios Savvides says not to be afraid of biometrics they may be coming to airports soon
711968514303729665,2018-12-03T18:49:42.000Z,"Who is behind that beard? 

Historians are using facial recognition software to identify people in Civil War photographs! Take a read &gt;

"
108286674,2018-12-03T18:45:03.000Z,"Who is behind that beard? 

Historians are using facial recognition software to identify people in Civil War photographs! Take a read &gt;

"
50636347,2018-12-03T18:05:17.000Z,As Shutdown Looms House Votes to Empower Federal CIO Improve Agency Services. And lawmakers have some questions about @Amazon’ssoftwarevia @Nextgov
22959490,2018-12-03T17:49:17.000Z,"Facial-recognition technology has made it's way to Atlanta! Excited to see how this changes the boarding experience.

"
109120275,2018-12-03T17:45:17.000Z,Eight lawmakers demand answers from Amazon on facial recognition techvia @Amazon @nbcnews
2858812331,2018-12-03T17:24:38.000Z,Most of our -powered gadgets can predict what we want to do next but they don‘t understand why we‘re going to do it. Ain the field ofdevelops software enablingto read human . 
304572237,2018-12-03T17:20:19.000Z,ICO has reportedly confirmed it will look into police use of automated()| @BekiHill |
968642814786465792,2018-12-03T17:08:10.000Z, is the firstin the :
244216791,2018-12-03T17:05:03.000Z,Amazon's cloud chief defends use of facial recognition software
2250335215,2018-12-03T16:50:21.000Z,"Designed to add more visibility to visitors on-site Facial Recognition has been deployed by a diverse range of industry clients enhancing workplace safety and security. 

Read More:

 Management"
808715,2018-12-03T16:48:33.000Z,"Coolproject. 
Also a warning: Death will not rescue from . "
739446938769207296,2018-12-03T16:37:20.000Z,"
We agree with Mr Younger (MI6) in relation to the need for ""fourth-generation espionage"" fusing human skills with technical innovation"
328923580,2018-12-03T16:10:15.000Z,Facial recognition software is expected to impact restaurants allowing them to remember guests and create more personalised experiences
26478168,2018-12-03T15:54:03.000Z, algorithms are much better than they were a few years ago thanks to dedicated developers and regular participation intesting!Vigilant Solutions. 
32332637,2018-12-03T15:37:38.000Z, council is using people'stotheir
1027897068864643072,2018-12-03T15:30:13.000Z,"may be racially biased



"
913128578081947649,2018-12-03T15:19:48.000Z,"""The 1st facial-recognition airport terminal in America is about to open in Atlanta"""
373452675,2018-12-03T15:18:59.000Z,@ICOnews has launched an official investigation into the use ofby the UKforce.
13492362,2018-12-03T15:18:52.000Z,Britain's data commissioner launches investigation into UK use ofvia @telegraphtech
2676480805,2018-12-03T15:16:44.000Z,In her latest article for The @ConversationEDU @lizjcampbell from @MonashLawSchool discusses why regulating facial recognition technology is so problematic - and necessary at the same time.
3959010562,2018-12-03T15:06:13.000Z,Facial surveillance other school security upgrades raise eyebrows in New York
516642056,2018-12-03T13:43:32.000Z,"""It’s time for Facebook’s workers to speak out. Past time really. But now would be better than never."""
867752372885483520,2018-12-03T13:09:41.000Z,New NIST report has been published! We are happy to let you know that Ultinous has the 2nd fastest template creation algorithm (transforming pictures into feature vectors) and the 6th highest accuracy in non-cooperative face recognition!
2150111760,2018-12-03T12:36:21.000Z,"I don't seepolicy on how thiswill be used / shared.You?
Delta pilotingsince 2017See future plans fingerprint &amp; iris scans. Flight attendants giveattention based on ur status:"
718804592973053952,2018-12-03T12:33:53.000Z,"Consider Emirates airlines. What would happen to your biometric data that Delta collected if Emirates or any other airline decided to purchase Delta?
via @CNBC"
485604363,2018-12-03T12:23:31.000Z,"Welcome to the airport of the future where your face is your passport
 
 recognition isn't just for the iPhone X -- it's revolutionising airportand making long queues and passports a thing of the past. 

"
790896666828234752,2018-12-03T12:15:07.000Z,"Elizabeth Denham opened the inquiry after expressing “significant concern” over the legality and effectiveness of the technology.

Via @Telegraph

"
17463660,2018-12-03T12:05:04.000Z,"This beautiful $300 security camera can recognize faces and keep track of your kids — and it's backed by some of the biggest names in tech

"
917347735,2018-12-03T12:01:00.000Z,"An Amazon patent application sheds light on a way to monitor neighborhoods with a doorbell camera that could flag suspicious activities and people.
"
131820370,2018-12-03T11:35:04.000Z, to teston lampposts stoking privacy fears 
205117304,2018-12-03T11:08:17.000Z,"RT Ronald_vanLoon: Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi"
280491898,2018-12-03T10:01:05.000Z,The use ofraises three fundamental questions: Does it work is it ethical and is it legal? | @TashaBernal @Telegraph
2887859206,2018-12-03T08:38:09.000Z,.@ICOnews launches investigation into the use ofin the UK. “Significant concern” is expressed over the legality and effectiveness of thiswhich was used at last year’s Notting Hill Carnival and Remembrance Sunday.
747040693,2018-12-03T08:09:29.000Z, is here and here to stay &gt;&gt;&gt; VICE via MikeQuindazzi &gt;&gt;&gt;
205117304,2018-12-03T08:03:34.000Z, is here and here to stay &gt;&gt;&gt; VICE via MikeQuindazzi &gt;&gt;&gt;
860108034152034305,2018-12-03T07:55:03.000Z,"How automatedaidsby boosting its capability
"
355761546,2018-12-03T07:32:10.000Z,When AI and GDPR collides: ICO launches inquiry into facial recognition technology
64102674,2018-12-03T07:00:00.000Z,"The US Secret Service is testingto determine if the technology can be used to identify ""known subjects of interest"" around the White House."
884022229,2018-12-03T06:42:16.000Z, is here and here to stay &gt;&gt;&gt; @VICE via @MikeQuindazzi &gt;&gt;&gt;
1008259824247713792,2018-12-03T06:11:47.000Z,"Your most trusted partner for camera module solutions



 "
950624350427783168,2018-12-03T05:48:10.000Z,"Learn how NJIT library is keeping students safe using high-tech Panasonicsystem

"
4338452835,2018-12-03T05:30:05.000Z,Artificial Intelligence is pervading the Business. Howcan be used in the enterprise. @SASitaly @SASsoftware via @antgrasso
967541386517020674,2018-12-03T04:38:36.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us @Petco @Costco @AskTarget At this point I'm not exactly sure which company is still insisting not to delete me f/blacklist connected to. But nothing will intimate me as I told President of @Safeway what kinds of professional/family backgrounds I have. It's in my DNA that's all.
921609360,2018-12-03T01:30:04.000Z, tech catching on atnationwidevia @SecInfoWatch
974140999118319616,2018-12-04T23:42:22.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi Cc @MikeQuindazzi
326229600,2018-12-04T23:42:06.000Z,Thechallenge for Public Policy makers &gt; @BrookfieldIIE via @MikeQuindazzi &gt;
16228337,2018-12-04T23:04:01.000Z,"""Like the [] technology’s incipient deployment by @CBP at airport gates and its planned rollout by the @TSA in airports more broadly its use by the @SecretService would be a milestone:""

"
26478168,2018-12-04T22:30:03.000Z, use oftechnology must include proper training and the need for human analysis! .org@VigilantSol. 
1052678462786363398,2018-12-04T22:03:10.000Z,"Adverto is excited to bring our patented Facial Recognition software to the forecourt - allowing pump automation order &amp; pay via touchscreen ultimately streamlining the consumers experience and increasing C-store profit.
"
30985855,2018-12-04T21:58:08.000Z, algorithms are much better than they were a few years ago thanks to dedicated developers and regular participation intesting!Vigilant Solutions. 
2356982959,2018-12-04T21:25:49.000Z,UK Commissioner opens investigation intouse of
518238327,2018-12-04T21:24:22.000Z,UK Commissioner opens investigation intouse of
72665057,2018-12-04T21:09:49.000Z,Yet another slide down the slippery slope ofintrusion throughtools being used in uncontrolled/unregulated manner. Where to begin on questions regarding handling of data collected? This is total open intrusion on privacy. 
747040693,2018-12-04T21:04:29.000Z,Thechallenge for Public Policy makers &gt;&gt;&gt; BrookfieldIIE via MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;
1573612315,2018-12-04T21:03:14.000Z,MikeQuindazzi: Thechallenge for Public Policy makers &gt;&gt;&gt; BrookfieldIIE via MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;fresh…
17393008,2018-12-04T21:01:11.000Z,Thechallenge for Public Policy makers &gt;&gt;&gt; @BrookfieldIIE via @MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;
2344530218,2018-12-04T21:01:02.000Z,Thechallenge for Public Policy makers &gt;&gt;&gt; @BrookfieldIIE via @MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;
83588783,2018-12-04T20:25:09.000Z, is making it easier for people to operate their wheelchairs with simple facial expressions. More from @bpaynter via @fastcompany here: 
291951344,2018-12-04T20:15:12.000Z, Not Pleased WithAnswers:| (image via: ACLU) 
16228337,2018-12-04T20:03:00.000Z,"NEW @usnistgov STUDY: ""[] technology has undergone an 'industrial revolution' that’s made certain algorithms about 20 times better at searching databases and finding matches:""

"
151106990,2018-12-04T19:59:01.000Z,"Facial recognition: Coming to a street corner near you? On Thursday at 3:30 pm ET Microsoft President @BradSmi will join @DarrWest to discuss the challenges of .

Don't miss the live webcast: "
38679288,2018-12-04T19:20:06.000Z,.@CyLab &amp; @CMU_ECE’s Marios Savvides says not to be afraid of biometrics they may be coming to airports soon
30985855,2018-12-04T18:58:08.000Z, use oftechnology must include proper training and the need for human analysis! .org@VigilantSol. 
60705407,2018-12-04T18:43:43.000Z,I may have purchased my lastI value FREE SPEECH AND PRIVACY. Already disabledon my
430107976,2018-12-04T18:10:45.000Z,"Another step toward the normalization of mass suspicionless . @ACLU
"
847110935324086272,2018-12-04T17:55:05.000Z,Your smartphone’scould tell if you are depressed
297602297,2018-12-04T17:24:35.000Z,How long until DHS tries to ban the general public from wearing hats hoodies makeup using umbrellas and looking down at the ground?
314613338,2018-12-04T17:00:30.000Z,"""Intel's AI wheelchair can be controlled by facial expressions"""
968981132816478208,2018-12-04T17:00:14.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|
2356982959,2018-12-04T16:59:31.000Z,Howtechnology is being used across North Texasvia DallasBizNews NEC
518238327,2018-12-04T16:58:30.000Z,Howtechnology is being used across North Texasvia @DallasBizNews @NEC
93400523,2018-12-04T16:38:56.000Z,is the first airport terminal in the United States to usetechnology to go throughscanning to complete steps ranging from checking in to flights and dropping off baggage:
205117304,2018-12-04T16:06:10.000Z,"This is Yape self-driving deliverythat usesto unlock
via futurism |
 
…"
1065982720860450816,2018-12-04T16:05:12.000Z,"Ronald_vanLoon: This is Yape self-driving deliverythat usesto unlock
via @futurism |
 
… "
1536562052,2018-12-04T16:05:11.000Z,"RT Ronald_vanLoon ""This is Yape self-driving deliverythat usesto unlock
via futurism |
 
… "
555031989,2018-12-04T16:05:00.000Z,"This is Yape self-driving deliverythat usesto unlock
via @futurism |
 
"
77312459,2018-12-04T16:00:27.000Z,New report from @cardiffuni brings light totechnology currently being used by South Wales Police.
3959010562,2018-12-04T16:00:04.000Z,Facial surveillance other school security upgrades raise eyebrows in New York
98725677,2018-12-04T15:50:11.000Z," andare here for the good of people. With a smile or a kiss this wheelchair moves forward or backward which instantly boosts up people's mood. 😊

Check outthe AI system that helps people live more fulfilling lives 👉"
2238413617,2018-12-04T15:34:24.000Z,Wheelie uses Intel’s RealSense camera to enable people in wheelchairs to control their chair using facial expressions:by @KHARIJOHNSON via @VentureBeat
291785111,2018-12-04T15:23:01.000Z,Your smartphone’s AI algorithms could tell if you are depressed
262628094,2018-12-04T15:07:47.000Z,"Want to know more about facial recognition and how it can be used for problem solving?

"
1018723811993112577,2018-12-04T15:02:00.000Z," is in full swing! But before you go running to your favorite store consider whether they might be tracking your shopping habits by identifying you with . Try ourapp to opt-out ( 

"
922466987917262848,2018-12-04T15:00:48.000Z,Lawmakers Call on Amazon to Release Information About Bias inSoftware
25471555,2018-12-04T14:59:07.000Z,Privacy advocates that focus on the accuracy issues ofare deploying a losing strategy: 
2496394374,2018-12-04T14:17:11.000Z,This Thursday! Event on 12/6 about implications and regulations of Facial recognition: Coming to a street corner near you via @BrookingsInst ft. @Microsoft President Brad Smith
43352507,2018-12-04T14:00:25.000Z,"Britain’scommissioner has launched a formal investigation into police use of . Regulation is important to ensure its responsible use.
@TashaBernal reports on @Telegraph "
241913350,2018-12-04T13:50:02.000Z,"Some interesting numbers about facial recognition technologies 👉

"
858029725398298624,2018-12-04T13:30:45.000Z,The first biometric terminal the in U.S. is here and it's using facial recognition technology to make the check-in process faster.via @CNNTravel
15169751,2018-12-04T12:42:00.000Z, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …
803698899085127680,2018-12-04T12:30:43.000Z,"Chinese police are usingsunglasses to track citizens



"
991664922378424320,2018-12-04T12:26:36.000Z,"This is Yape self-driving deliverythat usesto unlock
via @futurism |

"
801202946272804864,2018-12-04T11:45:10.000Z," Embedded And Unregulated: The Dark Side OfAnd 


"
2786163363,2018-12-04T11:22:46.000Z, is getting better.
16575239,2018-12-04T11:06:54.000Z,Major study on– man versus machine. The results came as a surprise:@HudUniPress @HuddersfieldUni 
205117304,2018-12-04T10:56:32.000Z,"RT Ronald_vanLoon: This is Yape self-driving deliverythat usesto unlock
via futurism |

…"
21899812,2018-12-04T10:51:14.000Z,"@Experian'sprediction for 2019: Attackers will zero in onand expose vulnerabilities in touch ID sensorsand passcodes 

"
1536562052,2018-12-04T10:50:29.000Z,"RT Ronald_vanLoon ""RT Ronald_vanLoon: This is Yape self-driving deliverythat usesto unlock
via futurism |

… "
53701716,2018-12-04T10:48:32.000Z," Basedusing 
"
884022229,2018-12-04T10:09:54.000Z,Conceptis an office restaurant and place to sleep &gt;&gt; @MikeQuindazzi &gt;&gt;
467821536,2018-12-04T09:32:28.000Z,History repeats ⁦@scornford⁩ ” software has problems recognizing black faces because itsare usually written by white engineers who dominate the technology sector” 
62952341,2018-12-04T08:09:14.000Z,"Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_ols… "
205117304,2018-12-04T08:06:07.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson…"
50636347,2018-12-04T07:39:01.000Z,"ICO to probeamid concerns UK cops can't shake their love for unregulated creepy tech. Plus: Boffins find kit struggles in low light crowds
- @ICOnews via @TheRegister"
2748383843,2018-12-04T07:00:21.000Z,"Carrefour will open in March 2019 a new'Amazon Go like' shopwith an automatic payment system based in

 
 

 "
91915771,2018-12-04T05:15:23.000Z,At the Australia-China Trade Summit today and it’s Interesting to seeis booming in China as the next big wave toyourto customers. Optic Insights an Australian owned company has the best in glo… 
15938579,2018-12-04T02:45:03.000Z, snares Chinese CEP for jaywalking but it’s not what it seems
91915771,2018-12-04T01:23:40.000Z,At the Australia-China Trade Summit today and it’s Interesting to seeis booming in China as the next big wave toyourto customers. Optic Insights an Australian owned company has the best in glo… 
1065982720860450816,2018-12-04T01:12:28.000Z,"Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_… "
1536562052,2018-12-04T01:10:24.000Z,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_… "
555031989,2018-12-04T01:07:42.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson"
820845151,2018-12-05T23:44:30.000Z,"
Lawmakers Want Better Answers from Amazon About Facial Matching Program "
3378391209,2018-12-05T22:47:00.000Z,".developscheck-out
"
15664534,2018-12-05T22:35:52.000Z,All thein the world doesn't change aand now you know why anotheris defending her.sellingoff my crapain't talent! 
130933506,2018-12-05T22:00:40.000Z,Christopher Burgessshared: Facial recognition capabilities are becoming ubiquitious both in law enforcement scenarios to event security and in social network engagement.
1041051766568177670,2018-12-05T21:42:52.000Z,Looming privacy threat: unmasking the realities of ; the ’s Next Generation ID system maintains a facial recognition database with photos of more than 117 million Americans
13607282,2018-12-05T21:12:43.000Z,Using biometrics to clock time is hardly new at this point but I’m positive that 2019 can be the year when facial recognition software finally becomes the norm for workforce time-tracking.
17662020,2018-12-05T20:48:08.000Z, testing the idea of usingon the sidewalks and public spaces around thefrom @ACLU
284636751,2018-12-05T20:33:50.000Z,@amazon may want to identifywithtech @CNNI@mattmcfarland
83588783,2018-12-05T20:30:58.000Z, is catching cheaters at the Kunming marathon in Yunnan after 200 people were caught cheating at a half-marathon in Shenzhen. More from @caixinlive here: 
541829003,2018-12-05T19:55:13.000Z,"threatpost: Privacy advocates are up in arms after the Department of Homeland Security (DHS_News) unveiled a facial recognition pilot program for surveilling public areas surrounding the White House.



"
2290453579,2018-12-05T19:53:32.000Z,"""Privacy advocates are up in arms after the Department of Homeland Security (DHS_News) unveiled a facial recognition pilot program for surveilling public areas surrounding the White House.



"""
18789893,2018-12-05T19:50:53.000Z,"Privacy advocates are up in arms after the Department of Homeland Security (@DHS_News) unveiled a facial recognition pilot program for surveilling public areas surrounding the White House.



"
