author_id,created_at,text,YM,nltk_sentiment,bert_sentiment,sklearn,sklearn_gov
518238327,2018-01-19T19:52:55.000Z,Chinese government usesto alert authorities to individual’s movements ,01/2018,1,0,0.125,0.25
235153539,2018-01-19T14:36:38.000Z,Good grief!Out of control surveillance camera,01/2018,1,0,0.5,0.16666666666666666
2356982959,2018-01-22T23:37:18.000Z,Ecuador tackles crime with Chinesetechnology ,01/2018,0,1,0.2,0.2
518238327,2018-01-22T23:33:22.000Z,Ecuador tackles crime with Chinesetechnology ,01/2018,0,1,0.2,0.2
3689830636,2018-01-22T21:59:09.000Z,"Congrats to D-ID ""Thefor your ""
de-identification has 2 aims
Protect data that already being used for authentication
Never let that data get “read” in the first place
@Pitango @FoundationCap @FenoxVC
",01/2018,1,1,0.1290322580645161,0.03225806451612903
563827127,2018-01-22T18:34:01.000Z,"UK Judge rules Home Office's Facial Image database is illegal.
HO ignores judges order for 6 years while pushing local police to use it
&amp; suffers no consequences


",01/2018,0,0,0.1071428571428571,0.03571428571428571
2836222387,2018-01-23T21:00:02.000Z,Japan Could Be Using Facial Recognition For Security During The 2020 Winter Olympics - Learn more:by @SorenJeff,01/2018,1,0,0.1764705882352941,0.058823529411764705
4166755647,2018-01-24T17:51:24.000Z,"""De-identification has two aims: one is to protect data that already being used for authentication; and the other is to never let that data get “read” in the first place.""",01/2018,1,1,0.1,0.03333333333333333
15707661,2018-01-25T11:21:11.000Z, is fighting crime usingsurveillance=&gt;,01/2018,0,0,0.25,0.25
297397741,2018-01-25T06:40:07.000Z,"A new bill would ban the US government from using Huawei and ZTE phones

",01/2018,0,0,0.1428571428571428,0.07142857142857142
902400205797990400,2018-01-29T19:53:11.000Z,Captis Intelligence is leading the way with its new I-4 Crime Solving Platform,01/2018,1,1,0.1538461538461538,0.07692307692307693
857517844917088257,2018-01-29T02:00:20.000Z,"Tokyo Olympics Will Use Face Recognition to Enhance Security

by",01/2018,1,1,0.2,0.1
537454220,2018-02-04T07:56:30.000Z,This is already happening!andis advancing Communist Party control in China! ,02/2018,1,1,0.1,0.1
1510056972,2018-02-05T15:31:07.000Z,"@swpolice deployed facial recognition technology in Cardiff this weekend for the Six Nations making multiple arrests. Is this the future of UK city policing?@IHS4Tech 
",02/2018,0,1,0.125,0.125
59303321,2018-02-07T21:31:35.000Z,Thisarea really works to fight crime!,02/2018,0,1,0.1666666666666666,0.16666666666666666
2423700076,2018-02-07T21:07:59.000Z,‘Minority Report’ : Railwayuseglasses to fight crime.,02/2018,0,0,0.1428571428571428,0.14285714285714285
20940870,2018-02-07T17:08:25.000Z,"Chinese Police use real-timeglasses for public security
 (by @PDChina)(v/@tonton_phil) ",02/2018,1,0,0.3333333333333333,0.1111111111111111
10335072,2018-02-07T15:47:30.000Z,Chinese police don high-tech glasses to nab suspects &amp;org,02/2018,0,0,0.2222222222222222,0.2222222222222222
128494703,2018-02-07T15:31:41.000Z,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,02/2018,0,0,0.3333333333333333,0.2222222222222222
102966683,2018-02-07T15:31:40.000Z,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,02/2018,0,0,0.3333333333333333,0.2222222222222222
151381533,2018-02-07T13:06:38.000Z,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,02/2018,0,0,0.3333333333333333,0.2222222222222222
731915574880677888,2018-02-07T12:25:45.000Z,Facial recognition glasses are helping railway police in China get one step closer to fully securing public transportation from fugitives and fake IDs,02/2018,1,1,0.1739130434782608,0.08695652173913043
948394560,2018-02-08T23:00:33.000Z,Police in China are usingsmart glasses to crack down on crime,02/2018,0,0,0.1818181818181818,0.18181818181818182
250543278,2018-02-08T17:08:08.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
413585596,2018-02-08T16:53:51.000Z,"""Chinese railway station police are now wearing face recognition glasses to catch criminals"". 
",02/2018,0,0,0.1538461538461538,0.15384615384615385
79177260,2018-02-08T13:56:47.000Z,Chinese police spot suspects withsunglasses --,02/2018,0,0,0.1666666666666666,0.3333333333333333
297653310,2018-02-08T13:56:47.000Z,Chinese police spot suspects withsunglasses --,02/2018,0,0,0.1666666666666666,0.3333333333333333
274391930,2018-02-08T12:19:24.000Z,Police personnel at ain 's Henan province have been equipped withhi-tech glasses that can spot suspects in a crowd. ,02/2018,0,0,0.1052631578947368,0.15789473684210525
884374051,2018-02-08T11:45:10.000Z,Chinese police use sunglasses with facial recognition to identify suspect criminals@BBCTech,02/2018,0,0,0.2727272727272727,0.2727272727272727
129457357,2018-02-08T10:36:07.000Z,You can run but you can’t hide. Chinese police unveil camera sunglasses.,02/2018,0,0,0.1666666666666666,0.08333333333333333
87775422,2018-02-08T10:00:31.000Z,Railway police use real-timeglasses to fight crime duringin Zhengzhou Central China's Henan province. (Photo: VCG),02/2018,0,0,0.2,0.13333333333333333
1849613586,2018-02-08T09:59:20.000Z,‘Black Mirror’ technology:police donglasses to nab suspects newest use oftechnology drawingconcerns,02/2018,0,0,0.1818181818181818,0.18181818181818182
3676660281,2018-02-08T09:59:14.000Z,Wow. Police in China are scanning travelers withglassesvia @engadget,02/2018,1,1,0.1111111111111111,0.1111111111111111
61541177,2018-02-08T09:40:37.000Z,"Chinese Police are usingandto catch criminals. The future?
",02/2018,0,0,0.125,0.25
38872768,2018-02-08T09:39:19.000Z,You decide if good or bad:withby police officers in,02/2018,1,0,0.1111111111111111,0.1111111111111111
763203213801639936,2018-02-08T09:28:02.000Z,You can run but you can’t hide. Chinese police unveil camera sunglasses.,02/2018,0,0,0.1666666666666666,0.08333333333333333
958640975496273922,2018-02-08T08:23:31.000Z,Hello Minority Report: Chinese police is using AI and smart glasses to recognize individuals in busy crowds,02/2018,1,1,0.1176470588235294,0.058823529411764705
123662382,2018-02-08T08:22:24.000Z, police don high-techglasses to nab suspects ,02/2018,0,0,0.1666666666666666,0.3333333333333333
3599428343,2018-02-08T07:49:14.000Z,"The police in China now have high-tech facial recognition glasses as part of their accessories. How cool is that! But probably not for the criminally inclined
",02/2018,1,1,0.1538461538461538,0.038461538461538464
15327418,2018-02-08T06:08:26.000Z,"BBC News - Chinese police spot suspects with surveillance 

sunglasses",02/2018,0,0,0.2,0.3
30218099,2018-02-08T05:58:31.000Z,Fave Value: more than half of US adults are recorded in police facial recognition databases,02/2018,1,1,0.2,0.06666666666666667
1229675046,2018-02-08T05:28:16.000Z,Chinese police spot suspects with surveillance sunglasses “Police in China have begun using sunglasses equipped with facial recognition technology to identify suspected criminals.”,02/2018,0,0,0.217391304347826,0.21739130434782608
1934406164,2018-02-08T04:06:13.000Z,"A Chinese policewoman wearing a camera ""connected"" to face recognition system to detect suspects.

 for",02/2018,0,0,0.2666666666666666,0.06666666666666667
915367373380624384,2018-02-09T21:54:22.000Z,"China Cop’s Shady Shades. Police in China are starting to wear sunglasses with facial recognition to identify suspects and/or wanted individuals. Read our newsletter for more!
",02/2018,0,1,0.1153846153846153,0.07692307692307693
347191988,2018-02-09T21:44:09.000Z,South Wales Police usedsoftware to identify and arrest three people:,02/2018,0,0,0.1,0.2
906158079628029952,2018-02-09T19:01:57.000Z,On Your Face: Facial Recognition Sunglasses to ID Criminals in China,02/2018,0,0,0.2727272727272727,0.09090909090909091
1001929386,2018-02-09T18:04:10.000Z,"Chinese police increase use of smart tech in arrests

",02/2018,1,1,0.2222222222222222,0.2222222222222222
68506521,2018-02-09T17:49:02.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
707307657271574528,2018-02-09T17:45:53.000Z,Edmonton police hope public will fund new intelligence centre that has raised privacy concerns,02/2018,1,1,0.2857142857142857,0.07142857142857142
707307657271574528,2018-02-09T17:00:07.000Z,Chinese police using facial recognition glasses to identify suspects,02/2018,0,0,0.3333333333333333,0.2222222222222222
289616919,2018-02-09T16:23:05.000Z,"Chinese police using facial recognition glasses to identify suspects

",02/2018,0,0,0.3333333333333333,0.2222222222222222
2677071486,2018-02-09T14:34:25.000Z,What tech will be used to maintain security at the 2018 Winter Olympics?,02/2018,1,0,0.1538461538461538,0.07692307692307693
721590650563461120,2018-02-09T14:01:43.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,02/2018,1,1,0.2631578947368421,0.05263157894736842
85761871,2018-02-09T14:01:03.000Z,"Chinese police officers were spotted wearing surveillance sunglasses equipped with facial recognition software that helps them identify potential criminals

",02/2018,0,0,0.2631578947368421,0.15789473684210525
110790373,2018-02-09T12:51:31.000Z,Chinese police spot suspects with surveillance sunglasses,02/2018,0,1,0.2857142857142857,0.42857142857142855
304572237,2018-02-09T08:35:13.000Z,Police : millions of citizens' faces are now digitised and searchable – but the tech is poor| @MartinPaulEviso |,02/2018,0,0,0.1052631578947368,0.05263157894736842
927524249635397632,2018-02-09T07:15:00.000Z,"technology identifying criminals
",02/2018,0,1,0.3333333333333333,0.3333333333333333
756371753039953921,2018-02-09T07:15:00.000Z,"technology identifying criminals
",02/2018,0,1,0.3333333333333333,0.3333333333333333
338849585,2018-02-09T06:55:04.000Z,Chinese police are usingglasses to catch suspects. ,02/2018,0,0,0.1428571428571428,0.2857142857142857
23684807,2018-02-10T20:36:19.000Z,Check your fancy new government issued ID. It's already here. That digital picture? They use it to find and fine you for infractions caught on surveillance and traffic cameras.,02/2018,1,0,0.1379310344827586,0.06896551724137931
2582922301,2018-02-10T19:38:22.000Z,Chinese police get face-recognition sunglasses in crackdown on crime dissent !,02/2018,0,0,0.2727272727272727,0.18181818181818182
4159048754,2018-02-10T16:35:03.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
2870008455,2018-02-10T05:21:04.000Z,""" Police Begin Usingto Find Suspects"": ",02/2018,0,0,0.1666666666666666,0.3333333333333333
68506521,2018-02-11T19:12:08.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
2827421829,2018-02-11T09:23:02.000Z,"Chinese police are usingto identify potential suspects

 ",02/2018,0,0,0.1428571428571428,0.2857142857142857
4159048754,2018-02-12T18:05:03.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
292715926,2018-02-12T13:56:19.000Z,"Role of Facial Recognition Technology in Fighting Crime


",02/2018,0,1,0.5,0.125
962962160354766848,2018-02-12T09:39:41.000Z,"6 arrested using Facial Recognition technology by UK Police within an hour of the software being activated. 

 


",02/2018,0,0,0.2941176470588235,0.058823529411764705
962962160354766848,2018-02-12T08:51:58.000Z,"Chinese police add facial-recognition glasses to surveillance arsenal. China is already a global leader in deploying cutting-edge surveillance technologies based on artificial intelligence.

 

",02/2018,1,0,0.2608695652173913,0.08695652173913043
19237940,2018-02-12T07:25:04.000Z,Chinese police spot suspects with surveillance sunglasses - BBC News,02/2018,0,0,0.2,0.3
884996146271277057,2018-02-12T02:25:14.000Z,In China The Police Wear Smart Glasses With Facial Recognitionvia @gizmochina... see who's owns patentedtechnologies,02/2018,1,0,0.1333333333333333,0.06666666666666667
68506521,2018-02-13T21:14:01.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
25262504,2018-02-13T21:10:09.000Z,Chinese Police UsingGlasses To Identify Criminals:,02/2018,0,0,0.1666666666666666,0.3333333333333333
136975435,2018-02-13T13:31:00.000Z,Thebeing used to fight crime now.,02/2018,0,0,0.1666666666666666,0.16666666666666666
315981752,2018-02-13T03:58:10.000Z,Brilliant use of facial recognition through AI should help in time reduced to catch criminals evading cops!!,02/2018,1,1,0.1764705882352941,0.058823529411764705
1559954252,2018-02-13T01:17:45.000Z,"China Police: Just started using Real ""Facial Recognition"" Technology. This will change the way security is provided to citizens. Offenders cannot hide anywhere. Welcome To The New World Of Artificial Intelligence!

",02/2018,1,1,0.2258064516129032,0.03225806451612903
250543278,2018-02-14T22:29:02.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
2153053644,2018-02-14T22:03:01.000Z,"Would you feel safer if police force hadglasses?


",02/2018,1,0,0.125,0.125
4159048754,2018-02-15T18:23:07.000Z,Chinese police are using smart glasses to identify potential suspects,02/2018,1,0,0.1,0.2
845184834,2018-02-15T10:46:59.000Z,"Image recognition is helping Chinese police to track criminals. 
",02/2018,0,1,0.2222222222222222,0.2222222222222222
57214790,2018-02-16T20:55:07.000Z,Facial-recognition sunglasses helping police catch suspects... in China.,02/2018,0,1,0.375,0.25
4159048754,2018-02-16T18:05:11.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
4159048754,2018-02-17T22:45:08.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
2402548327,2018-02-17T05:18:04.000Z,if tech can predict crime it can prevent crime.i'm a fan.,02/2018,0,1,0.1818181818181818,0.09090909090909091
48616766,2018-02-19T23:00:39.000Z,In China smart glasses are working a new beat: Chinese police are using camera-equipped glasses andtechnology to nab criminals. @PopSci explains how the tech works: ,02/2018,0,1,0.12,0.08
4159048754,2018-02-19T22:23:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
250543278,2018-02-20T19:30:18.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
3320737312,2018-02-20T11:01:18.000Z, Chinese Police Using Facial Recognition Glasses To Identify Criminals,02/2018,0,0,0.3333333333333333,0.2222222222222222
68506521,2018-02-21T22:09:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
2354796667,2018-02-21T09:30:23.000Z,"AI surveillance cameras could soon identify faces in a crowd with 99 percent accuracy.Is this a true reflection of the speed in which tech is going?
",02/2018,1,0,0.1153846153846153,0.07692307692307693
4159048754,2018-02-22T18:50:04.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,02/2018,1,1,0.1538461538461538,0.07692307692307693
36312734,2018-02-22T14:16:48.000Z,"Would you feel safer if police force hadglasses?

",02/2018,1,0,0.125,0.125
2153053644,2018-02-22T12:03:01.000Z,"Would you feel safer if police force hadglasses?


",02/2018,1,0,0.125,0.125
297397741,2018-02-22T07:10:04.000Z,"US intelligence chief worries more about cybersecurity than terrorism

 
",02/2018,0,0,0.2222222222222222,0.1111111111111111
546313843,2018-02-23T08:07:00.000Z,"🙍🏼🙍🏻‍♂️GROUNDBREAKING ""Your face to be your&amp; boarding pass"" Sydney Airport international terminal to trial facial-recognition tech in May @2morrowknight

@BiometricsInsti ",02/2018,0,0,0.15,0.05
1132795518,2018-02-25T06:20:12.000Z,Smile you're on camera: A bank of security cameras greets Sydney derby fans as part of an anti-terrorism exercise@smh,02/2018,1,1,0.1578947368421052,0.10526315789473684
25769038,2018-02-28T15:36:15.000Z,"I greatly oppose facial recognition. No thank you to government tracking. It’s a major invasion of privacy. The only benefit is if they track my inspiring words of healing hope &amp; faith in which they turn their lives around. 
",02/2018,1,0,0.1025641025641025,0.02564102564102564
607865770,2018-03-01T18:28:00.000Z,"Even thoughallows China to fight crime and thus contributes to public safety it comes with a long list of limitations. 
Link - 
",03/2018,0,0,0.1363636363636363,0.045454545454545456
390288192,2018-03-01T17:04:06.000Z,If you're interested in surveillance technology and rights read our thread on today's House of Lords debate onin security and policing: ,03/2018,1,0,0.1428571428571428,0.09523809523809523
348974190,2018-03-01T13:09:11.000Z, debates use oftechnology in security and policing. Watch live ,03/2018,1,1,0.1111111111111111,0.1111111111111111
76004287,2018-03-01T13:08:00.000Z,"A debate on facial recognition starting NOW in the @UKHouseofLords - @GreenJennyJones asks about the Government's use of facial recognition in the use of policing and security:

",03/2018,1,0,0.1481481481481481,0.07407407407407407
26478168,2018-03-02T12:01:58.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,03/2018,0,0,0.2,0.1
297397741,2018-03-03T18:02:12.000Z,"US intelligence chief worries more aboutthan terrorism


",03/2018,0,0,0.2857142857142857,0.14285714285714285
30985855,2018-03-03T18:00:00.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doandcontribute?,03/2018,0,0,0.2,0.1
721590650563461120,2018-03-03T11:00:18.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,03/2018,1,1,0.2631578947368421,0.05263157894736842
948943461323067392,2018-03-06T16:02:13.000Z,Nvidia Making Facial Recognition AI for Smart City Surveillance,03/2018,1,0,0.4444444444444444,0.2222222222222222
3094109274,2018-03-06T11:00:00.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,03/2018,0,0,0.2,0.1
967723211952705536,2018-03-06T09:50:39.000Z,"@surcamcom The Gov Should useinstalled into public areas so after ""committing a crime"" law enforcement should use thedetectors to search into all public areas like buses undergrounds etc. so they will locate them quicker!",03/2018,0,0,0.1176470588235294,0.029411764705882353
2826536509,2018-03-06T09:13:26.000Z,Police use ofcomes under fire from peers - @GreenJennyJones calls for immediate ban ,03/2018,0,0,0.1538461538461538,0.07692307692307693
2356982959,2018-03-08T23:22:08.000Z,YITU featurestechnology at Security &amp; Counter Terror Expo ,03/2018,0,1,0.125,0.125
518238327,2018-03-08T23:17:41.000Z,YITU featurestechnology at Security &amp; Counter Terror Expo ,03/2018,0,1,0.125,0.125
70814947,2018-03-11T17:21:27.000Z,"BBC News - Chinese police spot suspects with surveillance sunglasses 
",03/2018,0,0,0.2,0.3
2193128997,2018-03-11T08:05:59.000Z, andbets onin a big drive for total surveillance. Surveillanceare giving the government a sense that it can finally achieve the level of control over people's lives that it aspires to,03/2018,1,1,0.1,0.06666666666666667
718804592973053952,2018-03-12T18:53:15.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number platesvia @businessinsider,03/2018,1,0,0.2142857142857142,0.07142857142857142
836272957,2018-03-12T16:59:08.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number plates:via @businessinsider,03/2018,1,0,0.2142857142857142,0.07142857142857142
23076276,2018-03-12T14:42:24.000Z,There's no legislation in any state regulating or calling for the audit of facial recognition databases yet over 50% of us are in facial databases already.,03/2018,0,0,0.1153846153846153,0.038461538461538464
2153053644,2018-03-12T12:03:02.000Z,"Would you feel safer if police force hadglasses?


",03/2018,1,0,0.125,0.125
19672966,2018-03-12T07:05:17.000Z,1984: Beijing police are using facial-recognition glasses to identify car passengers and number plates @businessinsider,03/2018,1,0,0.2,0.06666666666666667
17662020,2018-03-13T19:04:44.000Z,China isinnovation central. New thing. Police smart sunloaded withsoftware and.,03/2018,1,0,0.1,0.1
862702317912686592,2018-03-13T16:12:09.000Z,"We're big fans of facial recognition technology here at Credas. China’s police have even been testing sunglasses with built-into catch suspects and those travelling under false identities!

",03/2018,0,1,0.1481481481481481,0.07407407407407407
17405435,2018-03-13T14:45:01.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,03/2018,1,0,0.1481481481481481,0.07407407407407407
17405435,2018-03-13T12:40:52.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,03/2018,1,0,0.1481481481481481,0.07407407407407407
374570827,2018-03-13T08:20:58.000Z,"used by the police to catch criminals.

",03/2018,0,0,0.1428571428571428,0.2857142857142857
721590650563461120,2018-03-13T04:01:06.000Z,"How access controlled revolving doors can protect businesses from crime?
Read more: 
",03/2018,0,0,0.25,0.08333333333333333
795913618604728320,2018-03-13T04:00:02.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number plates,03/2018,1,0,0.2307692307692307,0.07692307692307693
17405435,2018-03-14T19:35:06.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,03/2018,1,0,0.1481481481481481,0.07407407407407407
17405435,2018-03-14T12:25:08.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,03/2018,1,0,0.1481481481481481,0.07407407407407407
297397741,2018-03-15T22:30:24.000Z," and Biometrics Could Produce Paperless Global Travel Boost Border Security


",03/2018,1,0,0.2,0.1
17405435,2018-03-15T13:50:04.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,03/2018,1,0,0.1481481481481481,0.07407407407407407
256965214,2018-03-16T11:26:14.000Z,UK House of Lords: Security and Policing:Technology ,03/2018,1,1,0.2857142857142857,0.14285714285714285
1001929386,2018-03-17T21:35:00.000Z,"35 False Matches and 1 Erroneous Arrest As Police Secretly Test Facial Recognition Technology

 ",03/2018,0,0,0.2857142857142857,0.14285714285714285
889506511004721153,2018-03-18T06:53:51.000Z, Technology Must Balance TheAnd Security Aspects But It Is Being Abused For Surveillance Purposes These Days Opines @Praveen_Dalal.@AdvocateGeeta @ScrapAadhaar @_Orwellian @_Biometric @CEPHRC ,03/2018,0,0,0.1363636363636363,0.045454545454545456
294060192,2018-03-19T21:18:18.000Z,Interesting how police in Delhi India usewithcapabilities for identification ,03/2018,1,1,0.2222222222222222,0.1111111111111111
987600932,2018-03-19T20:47:26.000Z,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,03/2018,0,0,0.1153846153846153,0.038461538461538464
987600932,2018-03-19T18:36:06.000Z,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,03/2018,0,0,0.1153846153846153,0.038461538461538464
4830114910,2018-03-19T18:01:03.000Z,"‘The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology and that could change how people shop’
3 Ways Retailers Can UseTo Create Better Experiences 
 ",03/2018,1,1,0.1515151515151515,0.030303030303030304
1446376116,2018-03-20T20:26:25.000Z,"""Quietly and very rapidly facial recognition has enabled China to become the world’s most advanced surveillance state."" Rene Chun via @TheAtlantic",03/2018,1,1,0.1428571428571428,0.09523809523809523
24945451,2018-03-20T13:51:45.000Z,The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology: find out how you can useto improve customer experience by reading this Forbes article: ,03/2018,1,1,0.15625,0.03125
297397741,2018-03-20T01:15:00.000Z,"Mark Warner: The country is 'woefully unprepared' for cyber threats

",03/2018,0,0,0.1,0.1
68506521,2018-03-21T17:25:14.000Z,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,03/2018,1,1,0.1764705882352941,0.11764705882352941
297397741,2018-03-21T07:30:05.000Z,"Cybersecurity: Battling Crime in Cyberspace


",03/2018,0,1,0.4,0.2
250543278,2018-03-22T18:26:02.000Z,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,03/2018,1,1,0.1764705882352941,0.11764705882352941
4159048754,2018-03-23T16:20:02.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,03/2018,1,1,0.1875,0.125
68506521,2018-03-24T20:58:03.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,03/2018,1,1,0.1875,0.125
250543278,2018-03-25T17:30:20.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,03/2018,1,1,0.1875,0.125
841278179276857344,2018-03-26T17:35:04.000Z,"Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.


Readmore: ",03/2018,1,0,0.2105263157894736,0.05263157894736842
920122256365199360,2018-03-26T04:03:11.000Z,Growth of facial recognition software in China..in 2017 over 530 video surveillance patents and more than 900 facialrecognition patents were published in China including private market activity &amp; government monitoring schemes.,03/2018,1,1,0.1935483870967742,0.0967741935483871
