author_id,text,model,YM,gov_sentiment
298669227,Facial recognition ordering: Pa. restaurant embraces new technology to help the rushed lunch crowd,SAME,04/2018,1
250543278,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes',SAME,04/2018,0
4159048754,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes'Yeah AI is getting pretty good.,SAME,04/2018,1
1371984979,Police locate suspect from a crowd of 50000 using Facial Recognitionvia @hackread,SAME,04/2018,0
14794069,not the first time Chinese police have used facial recognition systems to catch suspects,SAME,04/2018,0
749858030733365248,What's more important privacy or identifying criminals? The debate continues,SAME,04/2018,0
816253996507820033,Police locate suspect from a crowd of 50000 using .@HackRead ,SAME,04/2018,0
718804592973053952,"Facial recognition tech catches fugitive in huge crowd at Jacky Cheung Cantopop concert in China
 via @SCMP_News",SAME,04/2018,1
3304694299,The government has defended controversial legislation creating a newsystem amid widespread criticisms of its scope andimplications,SAME,04/2018,0
250543278,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes'AI is getting pretty good.,SAME,04/2018,1
516642056,"""Army researchers have developed an artificial intelligence and machine learning technique that produces a visible face image from a thermal image of a person's face captured in low-light or nighttime conditions.""",SAME,04/2018,1
68506521,Facial Recognition Is Hard With Lots of Light; US Army Is Learning How To Do It in the Dark,SAME,04/2018,0
16155166,'s face recognition tech sparks 'mass ' warning,SAME,04/2018,0
823868404142604290,"Malaysian police wear Chinese start-up’s AI camera to identify suspected criminals.

",SAME,04/2018,0
2329680300,Police in China locate suspect from a crowd of 60000 using Facial Recognition,SAME,04/2018,0
582710959,"
Malaysian police wear Chinese ’scamera to identify suspected criminals
The body-mounted cameras usesoftware developed by Chinese start-up Yitu Technology.",SAME,04/2018,0
2249121151,"World's Most Valuable AI Startup Also Happens To Be Part of ""the World's Biggest System of Surveillance"" @Futurism",SAME,04/2018,1
820845151,"3000 missing children traced in four days by Delhi police withsystem software
",SAME,04/2018,0
3417651219,3000 missing children traced in four days by Delhi police with facial recognition system software,SAME,04/2018,0
987600932,A man in Arizona was arrested after the state's facial recognition system spotted fraud@ArizonaDOT,SAME,04/2018,0
987600932,An Arizona man has been arrested after the transportation department's facial recognition system spotted a fraudulent license application@ArizonaDOT,SAME,04/2018,0
1880392662,"Indian Police trace 3000 missing children in just four days using facial recognition technology

As a test run thetechnology was used on around 45000 children throughout New Dehli. 2930 were recognised as missing.

 via @Independent ",SAME,04/2018,0
987600932,Arizona's Department of Transportation used facial recognition to spot and arrest a man who tried to defraud the state@ArizonaDOT,SAME,04/2018,0
4883286513,"With facial recognition technologies ranging from jay-walking cameras to KFC's automated orders based on facial scans China has become one of the most advanced surveillance countries in the world. 

 ",SAME,04/2018,1
113410319, to pilot smart city facial recognition projectvia @BiometricUpdate,SAME,04/2018,1
831794788487798784, to pilot smart city facial recognition projectvia @BiometricUpdate,SAME,04/2018,1
1132795518,Police trace 3000 missing children in just four days using facial recognition technology@Independent,SAME,04/2018,0
1301260087,Facial Recognition System Helps Trace 3000 Missing Children in 4 Days,SAME,04/2018,1
61837547,3000 missing children have been found in India in just 4 days due to a facial recognition system piloted as part of the Track Child operation -via @IFLScience,SAME,04/2018,0
51029501,missing children: Delhi: Facial recognition system helps trace 3000 missing children in 4 days -Times of India ,SAME,04/2018,0
818477228833079297,An animal shelter is using facial recognition to reunite owners with their lost pets:,SAME,04/2018,0
16228337,"""@axon_us... has voiced interest in pursuing face recognition for its body-worn cameras... A growing number of surveillance firms and tech start-ups are racing to integrateand othercapabilities into real-time video:""

 ",SAME,04/2018,1
2730508364,"This is quite funny except for the bit about police scanning facial recognition technology ...
",SAME,04/2018,1
377867202,Delhi police used facial recognition to track down 3000 missing childrenby @Biometric_Man,SAME,04/2018,0
30308662,The makers of police worn body cameras are taking steps to add facial recognition technology to scan the public for fugitives. An ethics committee convened warns that the technology isn't perfect and could lead to false IDs...,SAME,04/2018,0
940722956971286529,How Delhi Police tracked 3000 missing children in only four days with Facial Recognition SystemLink:,SAME,05/2018,0
1257642469,Facial Recognition Helps Singapore Airport Find Missing Passengers,SAME,05/2018,1
297397741,"Biometrics and the law: Police try to unlock phone with dead man's fingerprint

",SAME,05/2018,0
353344587,Government's facial recognition scheme could be abused lawyers warn,SAME,05/2018,0
889506511004721153, Technology Must Balance TheAnd Security Aspects But It Is Being Abused For Surveillance Purposes These Days. @_OrwellianIs The Classical Example Opines @Praveen_Dalal.@AdvocateGeeta @_Biometric @PrivacyKillers ,SAME,05/2018,0
721590650563461120,"Facial recognition helps police identify criminals at football matches-

Read more: ",SAME,05/2018,0
47361215,"Facial recognition tech used by police is making a ton of mistakes
and a lack of legal oversight exists around the technology.. 😟 |",SAME,05/2018,0
122317608,"Brilliant: Singapore airport may use facial recognition systems to find late passengers 

",SAME,05/2018,1
724611831785000960, tech used by UK police is making a ton of mistakes.,SAME,05/2018,0
58418015,Facial recognition tech used by UK police is making a ton of mistakes,SAME,05/2018,0
132232120, tech used by UK police is making a ton of mistakes ,SAME,05/2018,0
398876214,Welsh police wrongly identify thousands as potential criminals,SAME,05/2018,0
1118765467,"""tech used byis making a ton of mistakes""
(@WiredUK)

""South Wales Police London's Met and Leicestershire have all been trialling automated facial recognition in public places""

Read more via: 

",SAME,05/2018,0
823868404142604290,Police defend facial recognition technology that wrongly identified 2000 people as potential criminals.,SAME,05/2018,0
4824319914,Up until now no one would have kept records of our fingerprints except of course the police if we were suspected of a crime.Why are we now so blasé about facial recognition?Facebook scans &amp; saves every photo with . &amp; now other companies like TicketMaster.,SAME,05/2018,0
93394802,"This should be presented as a near total fail not “South Wales police admitted that “no facial recognition system is 100% accurate””



",SAME,05/2018,0
14440053,Live Nation the parent company ofto roll out facial recognition at events and we’re not cheering...,SAME,05/2018,0
9192272,"Welsh police wrongly identify thousands as potential criminals
",SAME,05/2018,0
457342694,"People wrongly identified as « potential criminals » by facial recognition technology used by South WalesForce.

 

",SAME,05/2018,0
3608217915,Chinese police are now using facial recognition sunglasses to scan peoplevia @Dazed,SAME,05/2018,0
28170108,How Do Facial Recognition Sunglasses Help Chinese Law Enforcement Catch Criminals?,SAME,05/2018,0
50636347, Used by Wales Police Has 90 Percent False Positive Rate. 1000s mistakenly identified as potential criminals by facial recognition technology used by local law enforcement,SAME,05/2018,0
15785718,Learn how criminal investigations can be expedited usingtechnology by @NEC.NeoFace® WideNet is designed to assist law enforcement agencies in quickly identifying suspects based on photo or video evidence.,SAME,05/2018,0
490532138,How DoSunglasses HelpLaw Enforcement Catch Criminals?,SAME,05/2018,0
2901498314,"👀 What happens when surveillance systems get it wrong? 👀



",SAME,05/2018,0
2320243159,The police force will soon have access to facial recognition data in order to solve crimes. Should new technologies be used to catch criminals or is this starting to intrude into people's rights to privacy?,SAME,05/2018,0
68506521,Singapore Airport To Use Facial Recognition To Track Lost and Late Travelers,SAME,05/2018,0
729500744085180416,"Facial Recognition &amp; Capture - Facial recognition and capture analytics are an effective tool providing safety and security with passive recognition of subjects (the subject need not know of surveillance).

",SAME,05/2018,1
250543278,Singapore Airport Uses Facial Recognition To Track Lost and Late Travelers,SAME,05/2018,0
28170108,Metropolitan Police's facial recognition technology wrong in 98% of cases,SAME,05/2018,0
718804592973053952,SelfID Brings Facial Recognition To Easy Solutions’ Mobile Authentication Offerings,SAME,05/2018,1
2959202735,@Matthijs85 There was this from Wired on 04 May aswell. 'Facial recognition tech used by UK police is making a ton of mistakes',SAME,05/2018,0
1337434650,Met Police's facial recognition tech is worse than using a magnifying glass yourselfvia @inq Those who give up privacy for security deserve neither!,SAME,05/2018,0
1001929386,"New Data Shows Police State Facial Recognition Is WRONG Over 90% Of The Time

",SAME,05/2018,0
718804592973053952,BBC News - Chinese police spot suspects with surveillance sunglasses,SAME,05/2018,0
28170108,Facial recognition fail UK as police struggle: Is the tech ready yet?,SAME,05/2018,0
718804592973053952,BBC News - Chinese police spot suspects with surveillance sunglasses,SAME,05/2018,0
15785718,As seen on TV the first 48 hours after a crime has been committed are crucial for law enforcement to gather evidence.@NEC's NeoFace® WideNet isas a service that can rapidly process facial evidence to generate a list of suspects.,SAME,05/2018,0
296728882,We can't comment on the technology you selected for yourreport @bbw1984 but real-worldfrom @DigitalBarriers is exceptionally accurate and has been widely and successfully deployed for counter terrorism policing and public safety. (Video: @BBCNews) ,SAME,05/2018,1
593741888,"Face recognition police tools 'staggeringly inaccurate' - BBC News
If it's anything like theon my new computer it's utterly hopeless",SAME,05/2018,0
561313698,"According to a report from the @bbw1984 police attempts to use facial recognition technology are failing with the wrong person picked out 90% of the time. 
",SAME,05/2018,0
2478688363,Zero arrests 2 correct matches no criminals:cops'$tech slammedvia @theregister,SAME,05/2018,0
864120276396773376,"Police face recognition tools 'staggeringly inaccurate'.The police are at risk of legal action if they don't address concerns

 ",SAME,05/2018,0
2848442307,"New Data shows Police StateIs WRONG Over 90% Of The Time 
",SAME,05/2018,0
2362635278, Day 94 - UK police use of facial recognition technology is a failure but why?:,SAME,05/2018,0
749858030733365248,@BigBroWatch says face recognition technology is 'dangerous and inaccurate' and 'false positives' are kept by police for weeks - should we worry?,SAME,05/2018,0
102966683,Police facial recognition system used to help catch criminals 'risks damaging public trust' | Daily Mail Online,SAME,05/2018,0
931241843114815488,Face recognition UK police tools 'staggeringly inaccurate'- unlike China who useto identify and block individuals from travelling,SAME,05/2018,0
2168607036,91 per cent of so-called 'matches' found by South Wales Police's technology were wrong.,SAME,05/2018,0
14925279,There is an increasing pattern of British police “trialling” new tools and tech that suddenly become the norm. With no legislation guidance policy or oversighttechnology should have no place on our streets. ,SAME,05/2018,0
796025414456082433,for London police fails at producing criminals ,SAME,05/2018,0
267279706,This technology heralds a grave risk of injustice by misidentification and puts each and every one of us in a perpetual police lineup. With no legislation guidance policy or oversightshould have no place on our streets. ,SAME,05/2018,0
310805588,Police facial recognition matches ‘almost entirely inaccurate’ privacy group warns @EandTmagazine,SAME,05/2018,0
839682871916797953,"Yeh I'm not sure why anyone thought anything different...


Face recognition police tools 'staggeringly inaccurate' - ",SAME,05/2018,0
900300126312333312,Nearly 3000 missing children have been located inafter the city police department adopted an experimentalsystem. Millions of children go missing every year could facial recognition be the solution?,SAME,05/2018,0
1852306891,Accuracy is again a major concern for data protection when technologies likeare used by the police. Important work is being done @libertyhq ,SAME,05/2018,1
900300126312333312,Nearly 3000 missing children have been located inafter the city police department adopted an experimentalsystem. Millions of children go missing every year could facial recognition be the solution?,SAME,05/2018,0
1852306891,Accuracy is again a major concern for data protection when technologies likeare used by the police. Important work is being done @libertyhq ,SAME,05/2018,1
102966683,Facial recognitionbuilt into police body cameras could lead to FALSE ARRESTS experts warn | Daily Mail Online,SAME,05/2018,0
258093200,3/ Singapore's Changi Airport wants to use facial recognition; the traveling public will have no option to refuse.,SAME,05/2018,0
28170108,Police start using Amazon’s face-recognition service. @dangoodin001 reports its just beginning &amp; I'm worried,SAME,05/2018,0
2908107542,"Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk. 


@nytimes 

 ",SAME,05/2018,0
217702746,"The(@ACLU) love protecting criminals rights and privacy but don't mind taking rights away from law abiding citizens FOH! 

I support /@JeffBezos doing business with theirtechnology with law enforcement! 🇺🇸 ",SAME,05/2018,1
20821758,"Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk. 



@Amazon",SAME,05/2018,0
158594198,While not new tech nor new applications of it it certainly is a big player in usingfor police surveillance,SAME,05/2018,1
4784640996, Pushesto Police Prompting Outcry Over Surveillance,SAME,05/2018,0
282716700,"""Police are using Amazon's facial recognition tool and the ACLU says it could pose a 'grave threat' to communities""",SAME,05/2018,0
