author_id,created_at,text
2435404556,2019-03-11T07:37:00.000Z,"The Internet loves buzz words: AI machine learning biotechnology natural language processing neural networks gene editing robotic process automation and collective intelligence...
 
"
1362513498,2019-03-11T06:14:54.000Z,"""Get up and get ready to parade kid!""
"
2711212681,2019-03-11T05:21:47.000Z,"Schools and surveillance: 

the

@pixevety @CSO_Australia "
3237789618,2019-03-11T04:41:07.000Z," You Should Have in Your Next 

- 
- AI-powered Personalization
- 
- 
- 
- 
- 
- "
303590108,2019-03-11T03:14:42.000Z,@ShaneB19 @mrbenjaminlaw @okramesh Victims oftechnology
2906419549,2019-03-11T02:23:00.000Z,Podcast |in
832479909532405761,2019-03-11T02:20:28.000Z,Surveillance systems powered bycontinue to be adopted in Australia helping to improve security and customer experience.
15221598,2019-03-11T01:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism)
721520876051542017,2019-03-11T01:40:03.000Z," Joins 's Call for Rules on 

"
294932830,2019-03-11T01:20:35.000Z,"Hmm. They got sued for a 93% failure rate. Where would that leave UK police'swith its 98% failure rate I wonder...
 "
22721641,2019-03-11T01:10:26.000Z,Things you see in Netflix person of interest serious may not be too far from reality!
1072686515455750145,2019-03-12T23:57:19.000Z,"Schools in China now useto identify students

"
1014429078026219520,2019-03-12T23:54:00.000Z,"You will soon be able to pay your subway fare with your face in China
"
3562941,2019-03-12T23:20:38.000Z,IBM didn’t inform people when it used their Flickr photos for facial recognition training\\ The Verge \\
111050337,2019-03-12T23:16:31.000Z,"Is Facial Recognition A Friend Or Foe For Your Business?

"
31020455,2019-03-12T22:25:04.000Z,The US government will usein top airports.
16974619,2019-03-12T22:19:02.000Z," report by @daveyalba on US law enforcement usingsurveillance on international travelers to the US:

Why is this a bad idea? Our Task Force breaks it down in this new report:"
15664534,2019-03-12T22:07:20.000Z,@rebel19 Don't ya know by now onlywork in ? Stay strong and talented!et Al @nytimes
55373985,2019-03-12T21:10:00.000Z,[BLOG] Whiletechnology has come a long way many argue it still has a way to go before it can be used widely in areas as critical as criminal justice and security. &gt;&gt;
300414922,2019-03-12T21:00:36.000Z,"Thread(with your photo).
👇 "
19831976,2019-03-12T20:57:58.000Z,US Government is setting up facial recognition at major airports without...via @YouTube
241835536,2019-03-12T20:17:00.000Z," search gianthas launched a production modelwith car manufacturer Chery Automotive featuring anoperating system that supportspayments

"
165113012,2019-03-12T20:10:03.000Z,Ever wonder howtechnology could be used to engage consumers? @AccentureACTIVE and @Disneyare doing just that identifying the emotion of a subject then expressing it within movie posters for their remake ofduring
521543921,2019-03-12T19:50:05.000Z,"People’s faces are being used without their permission in order to power technology that could eventually be used to surveil them legal experts say. 



"
15664534,2019-03-12T19:19:56.000Z,@wsbtvtacticsdivertingand
15664534,2019-03-12T19:19:32.000Z,@CNNnewsroomtacticsdivertingand
15664534,2019-03-12T19:19:05.000Z,@latimesenttacticsdivertingand
15664534,2019-03-12T19:18:13.000Z,@davidtanklefsky @7Newstacticsdivertingand
15664534,2019-03-12T19:17:29.000Z,@FBIBostontacticsdivertingandmarkle
15664534,2019-03-12T19:16:47.000Z,@ABC30tacticsdivertingand
15664534,2019-03-12T19:16:11.000Z,Look familiar? Now add !tacticsdivertingand... 
15664534,2019-03-12T19:14:01.000Z,@BoKnowsNewstacticsdivertingandmarkle
15664534,2019-03-12T19:13:24.000Z,@davidtanklefsky @7Newstacticsdivertingandmarkle
15664534,2019-03-12T19:13:02.000Z,@eriqgardnertacticsdivertingandmarkle
15664534,2019-03-12T19:11:18.000Z,@MLevineReportstacticsdivertingto
15664534,2019-03-12T19:10:05.000Z,@JoshWTSPtactics
15664534,2019-03-12T19:09:03.000Z,@anblanxtactics
15664534,2019-03-12T19:07:03.000Z,@Tom_Winterutilizingto divertandto the .01%
139593662,2019-03-12T19:03:56.000Z,Federal gov't is plowing ahead with usingdespite many accuracy issues at 20 of our nation's biggest airports. My bill would stopstate agencies from using it until we have more safeguards in place! @ACLU_Mass @EPICprivacy
38283093,2019-03-12T19:01:39.000Z,"'s 'dirty little secret':photos used without consent

"
77312459,2019-03-12T19:00:28.000Z,". @HyreCar launches newonboarding app for# iOS anddevices built using @miteksystemsidentity verification technology. 

"
185893940,2019-03-12T18:59:44.000Z,@CBP accelerating efforts to implementtech at major US airports
1090816146188554241,2019-03-12T18:54:49.000Z, ’s ‘dirty little secret’: Millions of online photos scraped without consent
2889115336,2019-03-12T18:46:11.000Z,⁦@IBM⁩ 's 'dirty little secret': Millions of online photos scraped without consent 
3115353514,2019-03-12T18:45:40.000Z, tech will be rolled out at 20 USby 2021via @MailOnline
1536562052,2019-03-12T18:40:46.000Z,"RT Ronald_vanLoon ""Arecognition system could soon become the preferred way for using the subway
by mashable |



Cc: mvollmer1 paula_… "
2356982959,2019-03-12T18:34:40.000Z,Brexit drama blocking public and political debate onsurveillance bypolice 
205117304,2019-03-12T18:33:07.000Z,"Arecognition system could soon become the preferred way for using the subway
by mashable |



Cc: mvollmer1 paula_piccard haroldsinnott#…"
555031989,2019-03-12T18:33:00.000Z,"Arecognition system could soon become the preferred way for using the subway
by @mashable |



Cc: @mvollmer1 @paula_piccard @haroldsinnott "
518238327,2019-03-12T18:31:35.000Z,Brexit drama blocking public and political debate onsurveillance bypolice 
18950544,2019-03-12T18:31:16.000Z,'s 'dirty little secret': Social media photos used without consent - NBC News
220087854,2019-03-12T18:25:57.000Z,These Documents Reveal The Government’s Detailed Plan For Using Facial Recognition On All International Passengers In Top 20 US Airportsvia @daveyalba
3115353514,2019-03-12T18:24:26.000Z, issue:used to trainwithout users' consentvia @MailOnline
304572237,2019-03-12T18:22:12.000Z,'s 'dirty little secret': Millions of online photos scraped without consent| @oliviasolon on IBM's use ofimages fortraining |
466154849,2019-03-12T18:21:58.000Z,China’ssoftware has fewer errors than in the US and is probably because the Chinese collect more data at more points on individuals because privacy laws far weaker.
46900180,2019-03-12T18:19:49.000Z, setting upat majorwithout 'proper vetting'
8176352,2019-03-12T18:07:00.000Z,"US setting up 😁 facial recognition at 20 top major ✈️ airports

@cnet"
1072508497,2019-03-12T18:04:56.000Z,"""People’s faces are being used without their permission in order to powerthat could eventually be used to surveil them"":by @oliviasolon"
77312459,2019-03-12T18:00:24.000Z,"Industry leader @FaceTecInclays out the importance of getting certifieddetection technology right in today’s current digital landscape in latest white paper. 

"
296728882,2019-03-12T17:56:10.000Z, security tech used at the| IQ Magazine 
839338759330152453,2019-03-12T17:48:38.000Z,Ever wonder if your Flickr photos are part of thedataset? Here is how to protect your .@SpirosMargaris @dinisguarda @helene_wpli @Paula_Piccard @FrRonconi @MHcommunicate @alvinfoo @TamaraMcCleary @avrohomg @gvalan
291831562,2019-03-12T17:46:57.000Z,"Doeswork with twins?



via @pascal_bornet 

"
156568938,2019-03-12T17:35:04.000Z,"'s 'dirty little secret': Millions ofscraped without consent.



 "
830184831803731969,2019-03-12T17:30:37.000Z,A new @IBM paper and dataset seek new solutions for mitigating racial and gender biases inAI technologies:
20961296,2019-03-12T17:30:18.000Z,Great start by my home state to pass legislation to protect privacy and regulate facial recognition.
144367359,2019-03-12T17:24:56.000Z,The United States Government Will Be Installing Full Facial Recognition Scanning Machines In America's Top 20 Airports @DHSgov
43352507,2019-03-12T17:00:01.000Z,Shenzhen Metro is looking to transform its station by combiningandto allow passengers to pay for their tickets withwhile also usingto patrol platforms and strengthen(@dailymailuk) 
483096073,2019-03-12T16:54:01.000Z,"People’s faces are being used without their permission in order to power technology that could eventually be used to surveil them legal experts say. 
"
26603208,2019-03-12T16:45:25.000Z,WhenIs Used to Identify Defendants They Have ato Obtain Information About theUsed on Them @EFF Tells Court 
2356982959,2019-03-12T16:44:35.000Z,BrainChip in dispute with licensee over school districtdeployment 
518238327,2019-03-12T16:42:34.000Z,BrainChip in dispute with licensee over school districtdeployment 
131074139,2019-03-12T16:41:04.000Z,"Samsung Galaxy S10 Face Unlock Fooled by Photos

"
198027308,2019-03-12T16:21:46.000Z,I’ve never felt more like Clark Kent than when I put on my glasses and my iPhone’s facial recognition software doesn’t recognize me.
826829632385196035,2019-03-12T16:08:31.000Z,"""We have a high volume of[...] @newsbridge_io doesand . We can easily find all the images where appears Emmanuel Macron or the controversial outputs of Donald Trump"" @GuillaumeEsmiol cc @GroupeTF1

 🤖 "
1611641905,2019-03-12T16:03:53.000Z,More on the scraping of photographs for training AI...
396914008,2019-03-12T16:02:26.000Z,“Facial recognition can be incredibly harmful when it’s inaccurate and incredibly oppressive the more accurate it gets.”
4876948522,2019-03-12T16:00:14.000Z,The Insidious Side Effect of Using Facial Recognition Technology on Pigs
4876948522,2019-03-12T16:00:06.000Z,Amazon Filed A Patent Application That Could Link You To Your Identity And Your Job
4876948522,2019-03-12T16:00:01.000Z,The US Government Will Be Scanning Your Face At 20 Top Airports Documents Show
91109381,2019-03-12T15:55:10.000Z,CyberExtruder in partnership with Hanwha Techwin a global leader insolutions announces the integration of IP video cameras with the most advanced 3Dsoftware in the world: Aureus 3D.@HanwhaAmerica
70473616,2019-03-12T15:49:00.000Z,"What are the 7 Functions of a Virtual Concierge System? 



"
2224401,2019-03-12T15:43:31.000Z,Is Facial Recognition A Friend Or Foe For Your Business?.
21227794,2019-03-12T15:30:00.000Z,"The Star Casino in Sydney Australia will deploy facial recognition tech as part of an ongoing A$10 million security upgrade
"
13254222,2019-03-12T15:17:05.000Z,Thread.
1022610664785932288,2019-03-12T15:13:51.000Z, Who watches the watchers?
3244504141,2019-03-12T15:04:49.000Z,"

VIA @NBCNews

Millions of online photos scraped without consent

More 👉 

@hessiejones @AllaKos_Dev @baxterkb @EthicalBAU @jovialjoy @AlaricAloor @MiaD @BillMew @WSWMUC @privacyguru @fogle_shane @gvalan @DrJDrooghaag @JBarbosaPR"
900300126312333312,2019-03-12T15:00:27.000Z,The Japanese government has formally announced a plan this week to fight gamblingby usingtechnology. Operators of gambling facilities useto automatically identify gambling addicts and restrict entry
291831562,2019-03-12T14:50:48.000Z,"Thisis an office restaurant and hotel

via @MikeQuindazzi 



"
34517905,2019-03-12T14:46:16.000Z,Washington Senate approvesbill to place restrictions onvia @seattletimes
2937718101,2019-03-12T14:30:32.000Z,"New @YouTube video from @Apple shared on

""iPhone — Use your face as your password — Apple"" - 

"
2990402052,2019-03-12T14:12:38.000Z,Facial recognition is “the dirty little secret of AI training sets”: People’s faces are being used without their consent to power technology that could eventually be used to surveil them @Lawgeek via @oliviasolon @NBCNews |
1205258652,2019-03-12T14:09:24.000Z,"Facial recognition at US airports within two years reports @KateOflaherty for @Forbes. There will be barcodes on our heads before we know it. 
"
2370187478,2019-03-12T14:08:42.000Z,Stop by the Deloitte booth for an interestingonthrough a .
145593224,2019-03-12T14:04:53.000Z,"“None of the people I photographed had any idea their images were being used in this way” says an executive 
 "
16703345,2019-03-12T14:04:52.000Z,Facial recognition's 'dirty secret': Millions of photos used without consent
30985855,2019-03-12T14:00:07.000Z,The Vigilant Solutions' West Coast team Greg Mills and Kris Robinson was atto talk to attendees about howagencies can utilizeandto help them in their investigation processes. Thank you to everyone who stopped by! 
563827127,2019-03-12T13:55:42.000Z,"Facial Recognition Software database pre-loaded w/ users' images from Flickr

"
1430824584,2019-03-12T13:55:21.000Z,"The 🇺🇸 Government Will Use Facial Recognition In Top🛫 - “This is opening the door to an extraordinarily more intrusive and granular level of government ”

"
105082810,2019-03-12T13:34:10.000Z,"US setting up facial recognition at major airports with.... no limits. 


Via @BuzzFeed @BuzzFeedNews
@daveyalba
cc @nt_wendy @randizuckerberg
@ethicistforhire @techUK 

"
4374719908,2019-03-12T13:34:00.000Z,"Airportsoftware !


@IrmaRaste @ipfconline1 @SpirosMargaris @HaroldSinnott @RichSimmondsZA @diioannid @labordeolivier @sebbourguignon @jerome_joffre @kalydeoo @Ym78200 @mclynd @helene_wpli @ahier @LouisSerge @HITpol @3itcom @JacBurns_Comext "
2645915318,2019-03-12T13:17:29.000Z,By all estimations over half of the adults in the US are in facial recognition databases.
807880205331300352,2019-03-12T13:02:46.000Z,See BrendaKLeong speak at the Facial Recognition and Privacy Workshop in Cleveland on March 29! CMLAWSchool
541136693,2019-03-12T13:02:41.000Z,See @BrendaKLeong speak at the Facial Recognition and Privacy Workshop in Cleveland on March 29! @CMLAWSchool
231785268,2019-03-12T12:52:16.000Z,Number 2 in the visual computing engine range! The DEV7610 is a computing device suitable formulti-screen applications and many more. Watch the video on ourChannel and see how it can enrich your business. 
91109381,2019-03-12T12:50:06.000Z,"As a facial recognition company CyberExtruder continues to evolve. 
Visit our website to view a company timeline:
"
15169751,2019-03-12T12:48:00.000Z, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …
910554444617707521,2019-03-12T12:38:39.000Z,"Gives consumer's the right to know what data is being collected!
 
"
800685318739349508,2019-03-12T12:36:47.000Z,"Ismissing out on thephenomenon?

"
266601281,2019-03-12T12:33:17.000Z,YOU are being filmed. US implementingscanning at busiest 20 .
2904481677,2019-03-12T12:30:10.000Z,Introducing:with Facial Recognition! This will further improve and strengthen security at schools healthcare facilities and businesses. We’re 😁 about the technology!
86073112,2019-03-12T12:23:26.000Z,"""When a company puts new technologies into the world it has a responsibility to think about the consequences...""



"
864855702896082945,2019-03-12T11:44:28.000Z,Until we find better ways to beatwe need this in our wardrobe
24571345,2019-03-12T11:41:51.000Z,Thoughts?
38561345,2019-03-12T11:32:47.000Z,More on the foolish Lockport adventure withcameras in schools. 
14778540,2019-03-12T11:17:02.000Z,"How ""big data"" gives insurers a giant edge over consumers: ""how much an insurer needs to know about you and when that knowledge becomes intrusive?"""
42628597,2019-03-12T11:16:37.000Z,"How ""big data"" gives insurers a giant edge over consumers: ""how much an insurer needs to know about you and when that knowledge becomes intrusive?"""
1065127402467205121,2019-03-12T11:15:19.000Z,At the latestsummit we presented ourandsolutions. Read all about main challenges in the industry and how ourcan ensure safety and help streamline production processes:
2259106711,2019-03-12T11:03:23.000Z,Facial recognition's 'dirty little secret': Millions of online photos scraped without consent⁦@BKCHarvard⁩ ⁦@yaleisp⁩
30985855,2019-03-12T11:00:01.000Z,Join Vigilant Solutions at the Ouachita Parish Sheriff's Office Lunch and Learn on March 20th. Learn more about how you can useandsolutions to help you generate more leads and close more cases fast. Sign up now as... 
890495882,2019-03-12T10:19:06.000Z,'s 'dirty little secret':photos used without consentvia @nbcnews 
15664534,2019-03-12T10:03:16.000Z,@damianlassetter It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T10:01:06.000Z,@SelenaPicsOnlyIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:59:50.000Z,@GenBoners It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:59:17.000Z,@NoumanVictoria @VictoriaJusticeIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:58:53.000Z,@NoumanVictoria @VictoriaJustice It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:58:23.000Z,@BralessCelebsIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:57:46.000Z,@SexyCelebs8___It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:57:06.000Z,@jennamcdounutIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:56:38.000Z,@SexyCelebs8___It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:56:15.000Z,@astronaeutIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:55:42.000Z,@jcas5320_AKIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:55:10.000Z,@SexyCelebs8___It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:54:31.000Z,@leg_40It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:53:37.000Z,@cattsayshello It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:53:11.000Z,@XalexandarXIt’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:52:41.000Z,It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:52:19.000Z,@JusticeSourceHQ @VictoriaJustice It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet@VictoriaJustice .
15664534,2019-03-12T09:51:18.000Z,@beautifulcelebz It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:50:43.000Z,It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:50:07.000Z,It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
15664534,2019-03-12T09:49:35.000Z,@zenslaya It’s calledtactics! For decadeshas been utilizingto steal from the real!Basinet.
261997975,2019-03-12T09:47:15.000Z,"
 
The US Government Will Use Facial Recognition In Top Airports -"
4089757523,2019-03-12T09:29:22.000Z,The US government plans to expandto 20 major US airports. 
949257814077267968,2019-03-12T09:12:14.000Z,"@RTA_Dubai is usinginstalled at its service centres to assess customer's . The smart cameras useand analysis to read a customer's face and gauge their happiness.

"
949257814077267968,2019-03-12T09:07:54.000Z,"@RTA_Dubai is usinginstalled at its service centres to assess customer's .
The smart cameras useand analysis to read a customer's face and gauge their happiness.

"
841901016320737281,2019-03-12T09:07:04.000Z,.@AlibabaGroup introduces smart tech powered FlyZoo Hotel
168708565,2019-03-12T09:05:20.000Z,"As🇯🇵 opens its doors to operatingin the country the govt. plans to usein racetracksparlors to counter:
"
2517129042,2019-03-12T08:52:17.000Z,Big advances for
36119223,2019-03-12T08:51:54.000Z,"In case you missed it yesterday: The US is deployingtech at its major airports. Rollout is due to be completed within two years which many argue doesn’t give enough time for proper checks. 

"
890495882,2019-03-12T08:40:03.000Z,These Documents Reveal The Government’s Detailed Plan For UsingOn All International Passengers In Top 20 USvia @daveyalba 
884022229,2019-03-12T08:08:34.000Z,Emergingin arestaurant concept &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;
1008259824247713792,2019-03-12T07:44:13.000Z,"13MP HDR Fixed Focus Camera Module with SONY IMX214 sensor
"
774707355359391745,2019-03-12T07:30:00.000Z, Coming to anear you
1103916204,2019-03-12T07:07:23.000Z,"!! By 2021 the GOVERNMENT WILL Be havingSystems in 20 of the US biggest Airports!!!
"
1198944612,2019-03-12T06:33:01.000Z, software is already being used in many situations.
2711212681,2019-03-12T06:30:10.000Z,"Good read

Whylooks the other way on

@cgledhill @jblefevre60 @pierrepinna @antgrasso @YuHelenYu @Xbond49 @UrsBolt "
808967640496611329,2019-03-12T05:54:01.000Z,Teaming up to test @visionboxrecognition technology @Schiphol and @cathaypacific are stepping towards an ultimate goal of paperless travel@BiometricUpdate 
1105076086348701696,2019-03-12T05:52:29.000Z," is thattech is good forbut it's simply great fortoo! Fromtotools help businesses recognize friend and foe alike :)
"
436763738,2019-03-12T05:11:43.000Z,Prison visitors get face recognition scans in drug crackdown
2723312622,2019-03-12T05:08:52.000Z,Our tech mastery &amp; hands-on experience inspan&amp; more:Contact sales@thinkpalm.com for more details.
376109302,2019-03-12T04:48:45.000Z,Seems like the times where a poker face was useful are slowly coming to an end...
326229600,2019-03-12T04:26:34.000Z,"Top 20You Should Know In AI and Machine Learning.

By @TDataScience

 

"
820845151,2019-03-12T04:18:31.000Z,These Documents Reveal The Government’s Detailed Plan For UsingOn All International Passengers In Top 20 US Airportsvia @daveyalba
2253116190,2019-03-12T04:00:00.000Z,"Aviation and travel retail are on the cusp of exploding into a billion dollar opportunity with the application ofand data science. Find out more below!

"
954962813415542784,2019-03-12T03:50:00.000Z," &amp; othertechnologies have gained massive adoption from a wide range of companies in the past few years.

Discover how companies are using it and how secure it is in keeping yoursafe here: 

"
15940845,2019-03-12T03:44:57.000Z,"Facial recognition technology which is designed to scan faces up to 50 to 100 feet away has established a foothold in the retail industry. 
 is lost when going to store and concerts with 

Do we need better data protection laws?
"
35203319,2019-03-12T03:20:00.000Z, Is Already Being Used At 17 Of The Top 20 International Airports Across The Country 
2447641092,2019-03-12T02:46:04.000Z,I am preparing for anpanel on bias inin April and I just stumbled upon theJustice League!
832479909532405761,2019-03-12T01:37:38.000Z,As the political crisis of Brexit distracts the UK and the EU trials oftechnology continue. With so much to be gained from the tech a renewed focus on regulation to protect privacy should be a priority 
326229600,2019-03-12T01:35:52.000Z,"Emergingin arestaurant concept.

By @MikeQuindazzi 





Cc: @WorldTrendsInfo @Hal_Good @ArkangelScrap @gvalan @JeffreyBuskey @HaroldSinnott @alvinfoo @mvollmer1 @Ronald_vanLoon"
26478168,2019-03-12T01:26:56.000Z,Join Vigilant Solutions Greg Skelly and Bill Geraghty CAPP at the Ouachita Parish Sheriff's Office Lunch and Learn on March 20th. Learn more about how you can useandsolutions to help you generate more leads and c... 
2393238258,2019-03-12T01:13:59.000Z,"😱😱😱 
Kind of like the website “This person does not exist”...but with . 

Istechnology good enough to spot the ?"
3903744505,2019-03-12T01:04:40.000Z,"Some fine tuning of the UI and the first iteration should be on Google Play within weeks! Exciting times indeed. 
"
23484619,2019-03-12T01:03:38.000Z,"💥Privacy Advocates Sound Alarm as CBP 'Scrambling' to Deployat Major US Airports
💥Mounting concerns among privacy advocates about sweeping secretive governmentas well as ..the pitfalls of facial recognition technology. "
1441523666,2019-03-13T23:52:48.000Z," usedforproject
"
1079699153448517632,2019-03-13T23:45:03.000Z," in real lifecameras
by @WorldTrendsInfo
"
21227794,2019-03-13T23:30:00.000Z,"The Flaws and Danger of Facial Recognition: The best way to prevent your facial identity from being stolen is to limit it to airport and border security use cases (via @AerendirMobile)
"
517198867,2019-03-13T23:00:14.000Z,People's faces are being used to help AI identify different ages genders and skin tones without their permission.
887422567346126848,2019-03-13T22:36:53.000Z," : Protect your&amp;Losses 👮😃
 ----- Smart Management Systems - Video- Swipe Cards and More!

Check it now:"
752908399805890560,2019-03-13T22:18:58.000Z,'s 'dirty little secret': Social media photos used without consent.
95412081,2019-03-13T21:56:00.000Z,Blind users can now explore photos by touch with Microsoft's Seeing AI.
946698641602961409,2019-03-13T21:54:01.000Z,A Chinese subway is experimenting with facial recognition to pay for fares
304572237,2019-03-13T21:53:15.000Z,"Use and : Statement on shared images in| @ryanmerkley via @creativecommons re IBM's use of CC images from|

(It's probably fine.)"
733108825,2019-03-13T21:35:03.000Z,Facial recognition's 'dirty little secret'
1098770059315548161,2019-03-13T20:48:11.000Z,"Did IBM infringe ©️ while misappropriating CC licences ofusers?

The ProposedArticle 3a(2*) would uphold that they did. B/C ©️Exemptions (to data mine) are valid unless expressly prohibited. 

@oliviasolon "
16974619,2019-03-13T20:48:00.000Z,"Our @JakeLaperruque takes a closer look at the major risks to privacy rights &amp; civil liberties that result from the expanded use ofsurveillance by law enforcement agencies nationwide—and what can be done in response.

More via @axios: "
140902204,2019-03-13T20:46:06.000Z,Ex-spycatcher doesn’t allow his kids to use social media
945791736944537600,2019-03-13T20:19:33.000Z,"and Some Other Companies Did Not Inform People When Using Their Photos FromTo TrainSystems

"
999372377036292097,2019-03-13T20:00:38.000Z,"""Blending traditional retail with digital e-commerce elements creates omnichannel pathways that actually engage the right customer with how they best respond.""



"
436851822,2019-03-13T19:52:16.000Z,: @FaceFirstInc CEO Peter Trepp talks to Gus about how face recognition is transforming retail security and customer experience | WATCH:
1084641339893964800,2019-03-13T19:46:09.000Z,IBM used Flickr photos for facial-recognition project. “ ⁦@IBM⁩ has been accused of using ⁦@Flickr⁩ photos for a facial-recognition project without the full consent of people in the images.”
717421569031602176,2019-03-13T19:31:27.000Z,"""Joy Buolamwini's @jovialjoy research foundprograms used forcan be biased against darker skin tones and against women. @SRuhle explores why it matters and what can be done about it."" "
21227794,2019-03-13T19:30:01.000Z,"The Future Looks a Lot Like You and Me: The rise of facial recognition is making us safer (via @IDscan_net)
 
 "
50151799,2019-03-13T19:27:17.000Z,"Biometrics Institute March 26 in Washington DC
"
1536103471,2019-03-13T19:24:57.000Z,"„Smile to Pay“

Arestaurant in Hangzhouis testing a newsystem
launched in partnership with- theof Alibaba Group 

🔗 


"
726823336114835456,2019-03-13T19:22:20.000Z, Problems: The LatestOffered ByIs Said To Possess A MajorFlaw! Courtesy Of @Forbes. Click Here -. . . . . . . .
1536103471,2019-03-13T19:20:48.000Z,"The @RTA_Dubai usesto measure customer’sat four Customers Happiness Centres using smart cameras.


CC @alvinfoo @mvollmer1 @drjdrooghaag @akwyz "
516642056,2019-03-13T19:20:28.000Z,"""People entering the station can scan their faces on the screen where they would normally have tapped their phones or subway cards. Their fare then gets automatically deducted from their linked accounts."""
22243973,2019-03-13T19:18:25.000Z,"DHS should “pause” theirprogram.

Permanently.

Nothing else works in line with theto the . "
15785718,2019-03-13T19:07:30.000Z,".@NEC to providesystem for new ""One ID"" check-in to boarding process at Narita Airport this Spring."
285289780,2019-03-13T19:07:14.000Z, is now a powerfultool. But how does it work?
118788479,2019-03-13T19:06:23.000Z,'s 'dirty little secret': Social media photos used without consentvia @nbcnews 
2608531789,2019-03-13T19:06:09.000Z,Ignoring the hugely worrying ethical issues. I'd love to know how this works in real time and have a low enough false acceptance rate.A Chinese subway is experimenting with facial recognition to pay for fares 
16228337,2019-03-13T19:02:00.000Z,"""'This is the dirty little secret of AI training sets. Researchers often just grab whatever images are available in the wild' said NYU School of Law professor @Lawgeek:"" 

"
1064351487877414915,2019-03-13T18:55:38.000Z,"Is Facial Recognition A Friend Or Foe For Your Business?
 "
1072508497,2019-03-13T18:42:02.000Z,Re-upping this great piece from 2013--in light of the current conversations about theof scraping mugshots and more:
22243973,2019-03-13T18:11:28.000Z,"is being ramped up at airports byandas a “convenience”

@michaelboldin says that searching your face and seizing a digital copy of it is aviolation. 



"
1002873649567678464,2019-03-13T18:06:26.000Z,My sister's OnePlus6 unlocked with my face.. and they say face recognition is a solved task! @oneplus
199390759,2019-03-13T18:05:19.000Z,'s 'dirty little secret':photos used without consent
252817699,2019-03-13T18:03:36.000Z,Yourcould be training facial recognitionwithout your consent
77312459,2019-03-13T18:00:30.000Z,"Ocean's 11 inspiration for real-world casino security featuring . 

"
1323630708,2019-03-13T17:53:16.000Z," 'dirty little secret': Millions of online photos scraped without consent 
"
997131179160518657,2019-03-13T17:49:55.000Z,"IBM and other companies are using pictures from photo hosting sites like Flickr to trainsoftware

"
4820165968,2019-03-13T17:41:57.000Z,It would be near-impossible to design reliablesoftware without machine learning techniques. Stay “toon’d” for @Sci_Toons’ next video on machine learning!
24777840,2019-03-13T17:38:27.000Z," must be fed a diverse set of faces. Photos are coming from thewithout the knowledge of the people who posted them



"
4784640996,2019-03-13T17:33:02.000Z, tech in the UK – @politico
59870281,2019-03-13T17:32:37.000Z, photos andvia @nbcnews
20860526,2019-03-13T17:29:29.000Z,IBM could be using you face for facial recognition without your permission.
73345921,2019-03-13T17:24:09.000Z,RT MikeQuindazzi: Delta launches first USterminal withTechnology will be rolled out at 20 majorairports by 2021 &gt;&gt;&gt; MailOnline via MikeQuindazzi &gt;&gt;&gt;&gt;&gt;&gt;…
205117304,2019-03-13T17:24:04.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson…"
2341748924,2019-03-13T17:21:48.000Z,"🔥🔥 Easy access and enriched data: facial recognition binds together technology and convenience and promises to reach a U$ 23 billion investment mark in 2019. 

Get to know Zoox Smart Pass:"
1536562052,2019-03-13T17:11:48.000Z,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal… "
