author_id,tweet,nltk_outcome,bert_outcome
2438685120,Ban forIs Important but Not Enough. ,0,0
31020455,What istechnology and why is it so controversial?,0,0
1067222170429005824,What is facial recognition technology and why is it so controversial?,0,0
3301041548,In honor of our client @Cognixion who just releasedandto theirapp for people with communication challenges. It’s amazing watching such passionate innovators change the world by taking a single step. Congratulations friends. ❤️🤘🏼 ,1,1
1055020896992280576,Man Takes Police to Court for Scanning His Face Without Consent.,0,0
802246546607644672,"What isand why is it so ? 

🔹
🔹
🔹

 via @YahooFinance",1,0
719472337,What istechnology and why is it so controversial?,0,0
3065105775,"@realDonaldTrump issued an executive order that Facial Recognition be used in the top 20 U.S. airports for ""100% of all international passengers by 2021.
Universal Power (UPIN) the exclusive North American distributor for .

$UPIN
 ",1,0
4374719908,"Inyou can pay your metro tickets with!
via @jblefevre60

@evankirstel @ipfconline1 @SpirosMargaris @HaroldSinnott @mclynd @Paula_Piccard @helene_wpli @sallyeaves @diioannid @RichSimmondsZA@jerome_joffre @kalydeoo @labordeolivier @3itcom ",0,0
1129769750,Addressing false positives as one of the key issues w/&amp;application on(for )'M.I.T. Media Lab and the A.C.L.U. have both conducted studies that show flaws with how facial recognition identifies..' ,1,0
2586135432,Schools across the United States are considering adoptingfor- but will it be effective? @BrendaKLeong weighs in:,1,0
64386354,Isrightfully controversial or just misunderstood? What istechnology and why is its use highly debated? ,0,0
2367320131,"State Attempts to Nix Public School’s Facial Recognition Plans
But it might not have the authority to actually stop an upcoming trial.
",0,0
121537658,"With new technologies comes change that people aren’t always ready for. So tell us how do you feel about facial recognition technologies in the workplace?

 

 ",1,0
15221598, has to be regulated to protect the public saysreport.(MIT Technology Review),1,0
805741436465512448, advocates sound warning on Toronto police use oftechnology ,0,0
18843840,"“critics said that rather than focusing on bans the city should find ways to craftthat acknowledge the usefulness of face recognition.”

&amp; 
 &amp; 

",1,0
18843840,-savvybans a crime- fighting tool:,0,1
50636347, advocates sound warning on Toronto police use oftechnology -,0,1
2201869524,"Alexandria Ocasio-Cortez Exposes Dangers of Facial Recognition | NowThisvia @YouTube
",0,0
31167189,"Now this 
 &amp;
Thank you @AOC ",1,1
3635837595,"@VoxBec Horribleuse case but good harm prevention case study on&amp;+at play: 

Dearask IF the tools you want to build should even exist",1,0
776354778410614784,still has a few bugs - my son the 28 year old female 😂😉 here enjoying@UniversumBremen,1,1
2761592377,"4:00 Alexandria Ocasio-Cortez Exposes Dangers of Facial Recognition | NowThis
",0,0
725619806481858560,"Facial AI to recognise human emotions! 😳
Fascinating developments in the field. Thanks for sharing at ISDH19 @findsolutionhk",1,1
60705407,The New American - NYSfirst in nation to usewill work out problems as they arise catch that?,0,0
1052678462786363398,"Pushing the boundaries of.if Gen3 toppers well underway!! Check out our custom touch screen panels 1080p 1500nits retrofitted to any pump style.
",1,1
18676458,.@FT op ed arguing for predictive policing and facial recognition oversight and regulation. AI in Law Enforcement Needs Clear Oversight by The Financial Times,0,0
724611831785000960,'Sign-in with Apple' seeks to make Google and Facebook logins obsolete.,0,0
384953378,@OversightDems @RepCummingsdoes not work as well withpeople of color namely darker. This software can't even recognize a black face.,0,0
384953378,@OversightDems @RepCummings More evidence ofin. It doesn't work as well withpeople of color namely darker ,0,0
384953378,@OversightDems @RepCummingsdoes not work very well with people of color . See this video ,0,0
2693251128,"Vice's article featured Hartford CT's sophisticated camera surveillance system. While I've discussed thein harms fromit's important to highlight the same tech's success: breaking news of Fotis Dulos caught by these cameras.
",1,0
14630443,SIGNATURES NEEDED: @JetBlue is paving the way for ubiquitoustechnology – and we must do everything we can to stop it in its tracks. Sign now and tell JetBlue to end theirboarding program:,0,0
1244726216,@DeloitteDIGI_UK- the connectedexperience shaping and driving growth improving customer experience and loyalty using&amp;,1,1
15634664,@insistondoubt @mattzook We didn't discuss it yet but given the horrible ways / violent surveillance / truly evil imprisonment of thepeople this makes complete sense. So much more to discuss.,0,1
1006917054652436480,State Education officials want schools to delaytesting| State Education officials want Lockport Schools to delay facial recognition testing,0,0
4877150212,Japanese researchers useto predict whenpatients are at risk |,0,0
67632567,Innovative use ofsoftware shows promise for improving the safety of sedated patients in. ,1,1
2575461,NEW POST | SAFR will do more than work well in a 5G environment; it will thrive. @RezaCTO tells us why —&gt; 5 Ways SAFR Is Optimized for 5G,1,1
711278232742596608,"I just got an appeal from @CREDOMobile wanting me to sign a petition to demand @JetBlue not usefor flight boarding security.

I can't think of a more logical use of this technology where positive ID is needed anyway.

Who comes up with such silly campaigns? ",1,0
22833285,@kateo Please just wear a wide brimmed hat large sunglasses and a scarf everywhere you go. ,1,1
855111428403023872,"By usingtechnology an automated system has been developed that can predict unsafe behaviour of patients in the intensive care unit (ICU) such as accidentally removing their breathing tube:

",1,0
77601304,"Take The Time to listen to this podcast ontechnology w @dhowell + @b_haddy.
yes even if u think “but i have nothing to hide” ",1,0
3239316578,Scary,0,1
276209711,Join me in speaking out againsttechnology. Tell @JetBlue to end its biometric boarding program.,1,0
276209711,Ubiquitoustechnology invades our privacy without making us safer. Sign the petition to tell @JetBlue to end its biometric boarding program.via @CREDOMobile,0,0
249299626,Come join us atnext week and get a hands on look at @FaceFirstIncand its manyuse cases.,1,1
30276724,"Facial Recognition Fears and Rihanna + LVMH
 ",0,0
4040534960,"China’s ability to monitor its citizens online activities and use oftechnology has conjured up a nightmare of anstate. Are private companies enablng theto do same?
Beijing Berlin and the two 1989svia @financialtimes",1,0
73363692,"Data biases will play a major role in thisproject. How will the ai decide who is a civilian and who is an aggressor? Mergingprofiles?

@kenarchy97 ideas?

",1,0
131820370,"The guy who made a tool to track women in porn videos is sorry
 ",0,0
847797493358358528,"A report published by UK watchdog LPEP could be the death knell for facial recognition technology: “Police have used [it] lawlessly misidentifying people over 90 per cent of the time""
",0,0
24777840,"the inexactness of sometools contains undertones of- a complaint that a system proves more likely to misclassify people of color than white people



",0,0
3307044333,Using facial recognition technology to continuously monitor patient safety in the ICU,1,1
1072492901815476225,Be sure to read our guest article on @BiometricUpdate written by @bscottswann and Jim Loudermilk. We discuss the latest developments inand .,1,1
602946165,Oh HECK no ✋🏻 🛑 There is ZERO reason that schools should be installingsoftware. I do believe that this is the scary side of🎥,0,0
14858889,Nice to see @ZDNet covering this topic,1,1
19895837,Ok so this 👇👇 &amp; Lockport NY School District barreling forward within @NYSEDNewsAre among most concerningissues in my recent feed. @Livingstone_S @ameliaivance @leoniehaimson@AnnCavoukian ,1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1897397294, Helps Predict WhenPatients Are At Risk |,1,1
1078894943232352257,"Your most trusted partner for camera module solutions


",1,1
4877150212, Helps Predict WhenPatients Are At Risk |,1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
718804592973053952,"GAO: Verify the accuracy of yoursystem that holds 30 million images.
DOJ: Our internal testing is sufficient.
GAO: Your testing does not include false positive rates; your tests analyses are incomplete.
 @BiometricUpdate ",0,0
2570652956,@gmhales Absolutely - this is why the current @CDEIUK work is so critical as a catalyst for exactly such a new framework.,0,0
4180001339,"Meet Vidyaroha anbased platform incubated at @DigitalImpactSq a TCS Foundation initiative. Their-based smart presence managementwill help you becomewhile remaining light on . 
 
",1,1
781436153228566528,"“An abundance of data is overwhelming intelligence analysts and law enforcement officials across the globe. Without immediate action to get ahead of this challenge our national security will fall behind.”
 
",1,0
2653249400,Useful thread on last week's review oftrials being conducted by @metpoliceuk ,1,1
1874798778,"Facial recognition technology used to monitor patient safety in ICU 

",1,0
15157971,. on the . Three leading Irish banks test @Deloitte blockchain solution. Introducingthe -powered social network. @Kik to fight the US . Tokenization explained. ,0,0
884022229,"Inyou can pay your metro tickets with!
via @jblefevre60

@evankirstel @ipfconline1 @SpirosMargaris @HaroldSinnott @mclynd @Paula_Piccard @helene_wpli @sallyeaves @diioannid @RichSimmondsZA@jerome_joffre @kalydeoo @labordeolivier @3itcom ",0,0
4628776753,"Your most trusted partner for camera module solutions in China

Contact: Amy Lv
Website:",1,1
1074210385937485825,Will the next genbe equipped with advanced camera-based capabilities such as automatic target recognition target tracking and ? ,1,0
568128477,"Last weekand(NAA) held a joint press conference at NEC HQ on NAA's newcheck-in to boarding process using .NEC contribute to smoother travel by providing efficient and secure aviation solution.
 ",1,1
1065618049649254402,The abortion bans are nothing more than an effort to overturn thethat preventfrom usingsoftware against citizens. Nobody is going to mobilize againstif you say “We want to usesoftware!”.... ,1,0
2586135432,What are the privacy harms offor schools? @futureofprivacy's @BrendaKLeong weighs in:,0,0
50636347,New York school district'ssystem sparksfears. Plan for cameras to track students in Lockport’s schools called ‘unprecedented invasion of privacy’ and ‘colossal waste of money’ - The @Guardian,0,0
567614234,"Which begs the question ifalready uses pixels between points 4 mapping will it need 2 have an adapted algorithm that can cope with wrinkles/inch 🤔
Given most younger people have a misinformed view ofhabituation/acceptance will only increase with age ",0,0
394203110,"Ok they makeuse cases clear and simples but...
How do they manage data &amp; privacy ?
Hard to shift in Europe I guess... ",1,1
3338829779,Usingtechnology to continuously monitor patient safety in the,1,1
205109688,Dubious claims of aprogram for detecting faces in&amp; cross-referencing againstw/ 100k identified so far,0,0
2284237477,11 Powerful AI Tools You Can Use To Upgrade Yourby Mariya Yao @thinkmariya,1,1
416646214,This advert for China Mobile'sis worth watching. It provides a glimpse into one possible future that awaits us,1,1
1105076086348701696,Yet another reason not to feartech - it's already around us helping every law-abiding citizen feel secure. ,1,1
1025216446731837442,"Retail payments getting easier !!
",1,0
1116386471454183425,"Because in this year i feeldont belive my self 🙄
Ok


 H-2 

 ",1,0
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
2253116190,"As the aviation industry prepares for air traffic to double by 2035 many airports have taken to One ID to make travel more efficient for passengers. But is it deployed fast enough? @IATA to propose resolution at AGM. 

",1,0
1646295140, facial fraud is all the more reason to&amp;mandates.Companies can't even keep data safe! Remember @DavidSchwimmer ... 🤔 He😓 ,0,0
38804101,"""...advocates are concerned about the widespread use ofparticularly when the limits and regulations for theare unclear.""

",0,1
19895837,@tmj_NY_EDU I hope you plan to start letting teachers know if they’re applying to a NY school using or planning to use.@leoniehaimson ,1,1
1086710263624146944,@jblefevre60 @evankirstel @ipfconline1 @SpirosMargaris @HaroldSinnott @mclynd @Paula_Piccard @helene_wpli @sallyeaves @diioannid @RichSimmondsZA @jerome_joffre @kalydeoo Its a shame you are promoting this tested in the field on the Oeighur muslim population that are living under strict surveilance no one dares to enter a mosque anymore becauseare installed at the gates and inside the mosque,0,0
66144100,.@Tamce_contra winning best picture at @oxygenforensic @technosecurity MB this year!,1,1
312149882,Do You Feel Safer Knowing the FBI Has Access To 640 Million (!) Headshots?via @reason ,1,0
345043235,Replace 'trustworthy' with 'politically correct' and you're there...... only True Party Believers will prosper..,1,1
839338759330152453,ThisTechnology Could Help ICU Patients.@thomaspower @andi_staub @alvinfoo @MHcommunicate @HeinzVHoenen @vivek_gkrishnan ,1,1
77312459,". @CheckpointMF teams up with @IDscan_net forprevention services for property managers security guards and other people monitoring multi-unit apartment buildings. 



",1,0
15664534,@yashririfenty @PopCrave @Forbes @rihanna Look familiar?! Yeppersdivertingandto theirvia. Now don't forget the flash to !it cost the independent Spirit ofand ,1,0
111050337,"Facial Recognition - the easy way

",1,1
2800062818,Thought provoking interview... use of facial recognition needs to be a political decision informed by what the public want.,0,1
211236721,The new technologies at the 2019addressed some of the key challenges plaguing the industry.,1,1
901836631291957249,"That would be quiet interesting to see. 
",1,1
3192476162,"Registeredintegrates with religious community gives false identification and earns the trust of his victims’ family. 

Another reasonis a powerful tool against these chameleon-like predators.",1,1
2817285212," ""raises questions about our 4th &amp; 1st Amendment protections. Police can’t secretly fingerprint a crowd of people or walk through that crowd demanding everyone's ID. But they can scan faces remotely in secret and identify all of them.” ",0,0
31407412,Theofwill be industry 4.0 andwith . - Carolina Ramalho ;),1,1
3166017158,⚡️ “House committee hears from TSA FBI reps on facial recognition technology”software = JUST SAY NO via @JBarbosaPR ,0,0
2356982959, considersto reduce health insurance fraud ,0,1
518238327, considersto reduce health insurance fraud ,0,1
1072508497,""" is not mentioned on Project Green Light's website and it's unclear whether participants in the program are aware of thebecause it's not mentioned in the application or contract"":",0,0
979453825214906368,@TanniDe @LynnShawProd @therealroseanne @Hildek91725733 @JanaGra14036013 @Solmemes1 Hey @LynnShawProd...tell @LionelMedia he needs to do a piece on . Think of ALL the people lining up to hand over their facial identities. The don't realize that theirdata is a hot commodity.😲,1,0
979453825214906368,"@TanniDe @LynnShawProd @therealroseanne @Hildek91725733 @JanaGra14036013 @Solmemes1 ? ...wtf...this does NOT surprise me one bit. 

FREE app? Yeah right. How much you wanna bet they're collecting all the ""before"" and ""after"" pics that the users gave up their rights to...when they clicked the ""agreement"" button. 🧐 ",1,0
47361215,"It was revealed already in 2016 that half the adult population of the US has been captured on police facial recognition databases 🤨|

No matter whether they've committed a crime or not. 🙄 ",0,0
60705407,"Breaking911 on
FOURTH AMENDMENT. 
And AOC?!?! 
Antifa May be identified. Illegals in schools? Resist protesters at risk without warrant! 

CANT MAKE IT UP! 

At least we agree on this👉👉PRIVACY MATTERS. 


 ",1,0
1735172144,"Second Sight is developing a wearable cortical prosthesis that can restore limited vision for blind individuals. 



 ",0,0
2279552412,Going into 3rd hour of this hearing @AOC pushes TSA on its assertionpiloted bag-drop program is voluntary. Asks witness if passengers are asked if they want to participate? TSA says they have the choice to not participate. @AOC: So it's opt out. TSA confirms.,1,0
2279552412,".@AOC asks @FBI's Del Greco ifimpedes on First Amendment rights. Del Greco doesn't address directly but says the ""FBI absolutely wants the best most fair system.""",1,0
2279552412,.@FBI says it does not have a relationship with Amazon ontechnology is not using it at all.,1,0
2279552412,Rep. Gomez asks FBI what it's doing to thwart risks of bias inalgorithms especially misidentifying women of color cites @ACLU study on high rates of misID. @FBI: Bias for the algorithm? No we don't train on that. It's a mathematical equation that comes back.,0,0
2867697950,"Time to connect to Africanand share our innovatives solutions focus on Africa.
: follow @bacehq to learn more aboutbased onpowered by.
@RAEngGlobal @_WomEng",1,1
301794522,"@JakeLaperruque Well @EPICprivacy got the system reqs for FBI's Next Generation identification (NGI) biometric database and forit said ""NGI shall return an incorrect candidate a maximum of 20% of the time."" ",1,0
2279552412,.@privacypros: Thishearing as good as it gets. My personal and non-journalistic opinion: Reps are angry have STEPPED UP and done their homework. I don't think I've ever seen such bi-partisan consensus. We're really going to see some movement here I think. ,0,1
1035202318906548224,For those looking for morescience like our episode on goats reading human facial cues ,1,0
2279552412,.@RepMarkMeadows says if @USGAO isn't happy he's not happy and he'd recommend @FBI go back and work with GAO on the five outstandingrecommendations would she be willing? Del Greco of @FBI: Absolutely. ,0,1
2279552412,.@TSA says no complaints abouttechnology at airports public enjoys the benefits.,1,0
3035183724,"Meadows: ""You can guarantee I was not photographed in Terminal F of Atlanta airport because I never gave my permission?""

REALLY pushing back hard on the "" is only used with passenger consent"" argument happening here.",0,0
3035183724,The testimony here is fairly shocking - the panels are asking well-researched strong questions with great resources and those testifying appear to be either lying or ignorant. They keep baldly denyinguse in areas where there is EVIDENCE it is happening.,1,1
3035183724,"""No one has complained"" does not equal ""they all like this.""

People can't complain about something they don't know is happening!!!

I WORK in privacy! And even I - knowing about and looking for it - had a VERY HARD TIME finding any signage indicating use of !",0,0
3035183724,"""In general the public seems to enjoy the enhanced passenger experience using biometrics.""

HOW MANY HAVE BEEN INFORMED THAT YOU ARE USINGAND SENDING THEIR IMAGE TO A GOVERNMENT DATABASE. HOW MANY EVEN KNOW WHAT IS HAPPENING.",1,1
382376904,"TSA admits that even if they discover racial or gender bias in the algorithms they use forthey can't do anything about it. 

WATCH LIVE NOW and TAKE ACTION:",1,0
3035183724,"The FBI database of photos that are referenced usingis 640 million - double the number of US citizens.

These are ""civil photos"" including driver's license photos passport photos etc.",1,0
2279552412,.@EleanorNorton brings up concernsdisproportionately misidentifies minorities and minorities are disproportionately policed as is. @FBI says it audits procedures and standards to be sure there's required training and following process.,1,0
3035183724,"Ooh Hice brings up how knowledge of being surveilled alters behavior and has a chilling effect on speech dissent and expression.

Glad we're discussing how knowledge of use ofmay affect society as a whole.",1,1
2279552412,"Rep Higgins (La) former law enforcement cites 's claim thatonly used for an active investigation. ""Is reasonable suspicion grounds for an investigation of any citizen? @FBI: ""I am not a law enforcement officer sir."" Higgins ""Ok well I am and it is.""",1,1
786579859464003588,In the UK: Facial recognition must not introduce gender or racial bias police told,0,0
3035183724,"Norton: we do have some indication of how accurateis on certain populations - it's notoriously less accurate with darker skin tones and women than with white men.

GET. IT.",1,0
3035183724,"Oh my god this exchange.

Re:misidentification prompting improper/unnecessary investigations.

Higgins: ""Is reasonable suspicion grounds for investigation of any citizen?""
Del Greco: ""I'm not a law enforcement officer.""
Higgins: ""Well I am and it is.""",1,0
3035183724,Do you think the fact that NONE of those usingwill/can speak to how frequently it is wrong (when experts have been yelling about how inconsistent and incorrect it is for years) is maybe a sign that we shouldn't use it until we have clear answers? (I do.),0,0
3035183724,"Ah there is a full report on the privacy impacts ofin airports.

We just can't see it. Cool.

(Theoretically to come out ""in the near future"" which...I'm not holding my breath.)",0,0
2279552412,.@justinamash asks Transportation Security Administration if it has plans for real-timeat airports. Witness says yes but has done privacy impact assessments and implements signage to inform passengers and passengers will always have the opp to opt-out.,1,1
3035183724,"Ooh Jim Jordan calling out the TSA rep on both the statutory basis for privacy invasion (good call) AND how non-existent/non-prominent the signage is re: .

You can't opt out of a process you don't know is happening.",1,0
3035183724,"Wish thishearing took audience questions. I would love to ask why they think a tech with big enough problems that tech giants (Google and Microsoft) don't think it should be in use prior to addressing the risks...should be used anyway.
",1,0
2279552412,.@FBI repeatedly says it has not complied with @USGAO's recommendations onprotocols because it disagrees with those recommendations.,0,0
26977568,Watchinghearing on computer video does not match sound - for Rep. Titus (showed Rep Titus questioning- sound(reply&amp;questioning for someone else),0,0
2279552412,"Am I the only one a little bit cringing that GAO calls a privacy impact assessment a ""peeeeahhh""? It's killing me.hearing",0,0
2279552412,.@RepMaloney asks FBI if it even has data on whether thetechnology is working to do its job to catch terrorists. FBI rep says it does not have that data.,0,0
369041984,.@finnmyrstad explainsused to push you/nudge you online (only 2 rooms left!) and then goes on to explain how @facebook uses it to encourage you to choose,1,0
2279552412,.@Jim_Jordan asks FBI if you didn't do all the things you were supposed to do the first time how are we supposed to believe you take it seriously now? ,0,0
720605254652452865,Workshop on the social impact ofin areas ranging from hiring to&amp; . AI/ML systems produce probabilites (not results) that must be properly intepreted! Thanks for a great discussion @iajunwa @lopalasi @JoReicherts @FraunhoferIAIs ,1,1
3873643179,"Facial recognition used to strip adult industry workers of anonymity – Naked Security

",1,0
567614234,"@gnesvenema take on the current state of play with 
Spot on comments that are well worth a read!



",1,1
382376904,We need a BAN on law enforcement use offor surveillance. It's dangerous. It's biased. It's invasive. And it's spreading fast. The time to stop it is now.,0,0
2279552412,"@usnistgov's Romine: Depending on how thetech is developed they can have biases. The dramatic improvement on the tech comes from transition vendor community has made into ""deep learning."" But training of the algorithm determines biases that might exist.",1,0
2279552412,"AtHouse hearing part 2: Chairman Cummings quotes FBI Kimberly Del Greco's testimony that FBI is ""leveraging"" state laws to access DMV photos for law enforcement as sounding like FBI is ""taking advantage"" of laws created before facial recognition was a thing",1,0
382376904,"The FBI and TSA are currently on the hill testifying in defense of dangerous and invasivetechnology. 

WATCH and TAKE ACTION here:",0,1
1436070643,Interface: Japanese researchers testsystem to monitor ICU patients for risky actions reports @FabienneLang2via @IntEngineering ,0,0
1026865890804084736,"Technology and innovation news: @faceplusplus was mentioned by Forbes in this article 

",1,1
1717309074,"Starting now: “Facial Recognition Technology: Ensuring Transparency in Government Use”
House Committee on Oversight and Reform (video)
 
",1,1
18321568, is Accidentally RecreatingFrom The Real World:,0,0
1206557256,"A bit pro- but well worth watching if you want to see the future/present of .Takeaways:

1. predictive analytics is much more than

2. the limitations are only controlled by the companies

3. I’m worried. ",1,1
47791203,"Could you guess what someone looks like based on their voice? 

 ",1,0
19136463, is one of the technology misused to abuse consumer. There are so many layers of good technologies used to invade privacy..,0,0
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
76726886,"Leading the Cyber Game by Securing the Armed Forces &amp; Enterprises
By: @AasthaSingal 
",1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1078894943232352257,"Your most trusted partner for camera module solutions

",1,1
1004252600978550785,"NY School District To Test Facial Recognition On Students Despite State's Ban

More",1,0
1409726425,"Inyou can pay your metro tickets with 
via @TomoNewsUS


@alvinfoo @TopCyberNews @chboursin @YuHelenYu @MHiesboeck @FinMKTG @HeinzVHoenen @JoannMoretti @andy_lucerne @albertogaruccio @mvollmer1 @vg_fco ",0,0
43968854,A NY public school district has started testing asystem intended to identify potentially dangerous intruders ,0,0
1468111921,'Death knell' for facial recognition as watchdog finds technology must 'significantly' improve policing,0,0
4628776753,"Your most trusted partner for camera module solutions in China
",1,1
19341334,"If you're interested inand/orthese are definitely worth checking out ""7 innovative initiatives from the cutting edge of retail""@insidertrends",1,1
4628776753,"Your most trusted partner for camera module solutions in China

Contact: Amy Lv
Website:",1,1
849320922876084224,"The U.S. Army wants guns that wait to fire until they see the whites of the enemy’s eyes.


",0,0
1011170203957432320,"May you be blessed and protected this auspicious day and always. Eid Mubarak!

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
4628776753,"Your most trusted partner for camera module solutions in China
Applications:

Contact: Amy Lv ",1,1
100059817,The Law Society infinds a “worrying” lack ofin areas such as predictive policingtechnology&amp; risk-scoring of offenders. Source: Financial Times ,0,0
2253116190,"Would you have thought thatcan be used in the academic world? NEC facial recognition softwarewas trialed in a tertiary institution in Melbourne to catch imposters to prevent examination fraud. Learn more below.Learn more below.

 ",0,0
567614234,"The more articles/comments I read onthe more I'm struck by how little is generally understood about its current capability &amp; reliability
There's a world of difference between unlocking a mobile &amp; deploying questionably reliable 'face in a crowd' systems ",0,0
4628776753,"Your most trusted partner for camera module solutions in China

Contact: Amy Lv
Website:",1,1
882063517049700352,Congratulations to our founders Benoit Auvray and @GregPeyroux for making the front page of the @odtnews this morning withfor sheep using,1,1
3419973993,China have developed an -poweredapp that can identify specific pandas to help further conservation efforts ,1,1
1954706040,"[] You may be able to use your face to pay for a China subway ride



",0,0
367295123,"Lawyers sound alarm on algorithms in policing -
“Policymakers still have a relatively poor grasp of what technologies are available and the benefits and risks.”via @FT
",0,0
1089096806611537920,When your daughters’ wearing similar glasses hahaha 🤓🙄😚,1,0
2438685120,'This Stuff Freaks Me Out': Rep. RashidaRaisesOver Use ofas Groups Demand Federal Moratorium. ,0,0
123073232,"Ranju Das (@runzoo) on Amazon Rekognition: ""With everything we do there is a confidence score...The best use of this technology is to augment human intelligence. That is what Thorn is doing and it's the recommendation we make to all of our customers.""",1,1
1076894679466160129, . So we aren’t getting the option to opt in instead we are expected to make a statement by opting out. @WEDFglobalit would be curious to hear the debates on the use of facial recognition technology ,1,0
862401808509087745,By far the best part about working withinis seeing my coworkers testing their code by looking at their phones with comically exaggerated anger or surprise or just really long complicated emotional journeys but without context,1,0
575177440,Activists launch tool to help travelers avoidthat usetechnology @JetBlue @AmericanAir @British_Airways@Peerlyst,1,0
185789804,Activists launch tool to help travelers avoidthat usetechnology ,1,0
1055020896992280576,NY school district is installing facial recognition security. Will the police have access to the school district FR data?,1,0
2159851994,"-
Seriously @Lufthansa_DE are usingeven though it’s not even required...? @bbw1984 

!
- ",0,0
26603208," database stokes worries overtech""database of more than 640 million photographs.""",0,0
111050337,"Top 10 FR Solutions for business

",1,1
940195568806256640,"Fooling Facial Detection with Fashion via @TDataScience by @brucewmacdonald


",0,0
1202142132,FBI says it only has access to crim mugshots. Dir of justice&amp; law enforcement issues on&amp;Homeland Security &amp; Justice Team at U.S. GAO refutes. FBI can access 640000000 photos frm civil sources inclu DMV.,1,0
1108209231147094017,At House hearing lawmakers want answers on facial recognition from TSA FBI,1,0
