author_id,created_at,text,score
169980250,2018-08-01T01:24:59.000Z,@IT_Creations Thank you for this great review.,POSITIVE
13543842,2018-08-01T01:05:01.000Z, Responds to's Highly Critical Report ofTech -gets better every year but is it still too early to fully adopt the technology? |,POSITIVE
932458245041537024,2018-08-02T23:38:23.000Z,Hearing from @Intela_AI at @LICnz@awscloud @callaghannz @NZTEnews,neu
1662485388,2018-08-02T22:50:11.000Z,"Thread: AI and Inequity –––– h/t @EricTopol 

JAMA piece by @AdeAdamson 

Tags:",neu
1662485388,2018-08-02T22:42:26.000Z,Lawmakers Can't Ignore Facial Recognition's Bias Anymore –– … via @WIRED,POSITIVE
968828246128283648,2018-08-02T22:40:45.000Z,Microsoft calls for federal regulation of facial recognition,neu
2196184676,2018-08-02T22:08:20.000Z,RT MikeQuindazzi : By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;… ,POSITIVE
17393008,2018-08-02T22:03:07.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
2344530218,2018-08-02T22:03:03.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
296005306,2018-08-02T22:00:00.000Z," is selling itstechnology to an agency tied to the U.S. law enforcement agency.
",neu
15003048,2018-08-02T21:53:31.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
724611831785000960,2018-08-02T21:32:27.000Z,'I was shocked it was so easy': ​meet the professor who says​​can tell if you're gay.,POSITIVE
407850830,2018-08-02T21:10:09.000Z,"Given the recent debate about potential hazards ofit's hard to be reassured by statements like ""This is an unobtrusive way to monitor our moods.” From @MIT via @acmTechNews ",POSITIVE
16296656,2018-08-02T20:44:18.000Z,Apple vs Samsung | MobileTECH: 3 new Apple devices including new features such astech plans to launch for September 2018!via @WSJ ,neu
16296656,2018-08-02T20:39:22.000Z,MobileTECH: 3 new Apple devices including new features such astech plans to launch for September 2018!via @WSJ,neu
1513621700,2018-08-02T20:35:45.000Z,"@CrowdJustice @bbw1984 @GreenJennyJones Hard to read this police statement without hearing an ominous unspoken “yet” -&gt;

‘Britain’s largest force confirmed that anyone refusing to be scanned “will not be viewed as suspicious”.’

",NEGATIVE
1025022003495952385,2018-08-02T20:26:36.000Z,"Our natural neem and aloe Vera facial cream and soap bars has insecticidal properties antifungal soothing and moisturising helps treat Acne scabies psoriasis ringworm preventing infections and ulcers

",POSITIVE
1643372640,2018-08-02T20:21:03.000Z,Amazon AI expert says government should regulate facial recognition@Telegraph ,POSITIVE
15367997,2018-08-02T20:17:00.000Z,In The Now learn aboutand so much more.,neu
2356982959,2018-08-02T19:57:05.000Z,More calls to investigatetechnology ,neu
518238327,2018-08-02T19:55:53.000Z,More calls to investigatetechnology ,neu
86666799,2018-08-02T19:46:10.000Z,Amazon's Rekognition System Sees Criminals In Congress,NEGATIVE
407206775,2018-08-02T19:43:35.000Z,is the future oftechnology. Companies like @nextepsystems are making the ordering and payment process as seamless as ever. Learn whatandare implementing these emerging technologies:,POSITIVE
726823336114835456,2018-08-02T19:40:34.000Z,: Observe HowLikeHas Made TheUseful For More Than Just . Courtesy Of @DigitalIWorld. Click Here -. . . . . .,POSITIVE
230643305,2018-08-02T19:23:11.000Z,Grainy security camera footage and EAS tags are yesterday’stactics! Here are 5 major reasons why surveillance usingis the future ofloss prevention:,POSITIVE
240402567,2018-08-02T19:21:33.000Z,"But they're due to get a national face database. Great. ""As part of the agreement...Harare will send data on millions of black faces to the Chinese company to help train the technology toward darker skin tones. The currency here is data as well as dollars."" Agh ",POSITIVE
263376539,2018-08-02T19:17:20.000Z,We know you want one…Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE
2356982959,2018-08-02T19:17:18.000Z, launches cloud-basedaccess control solution ,POSITIVE
518238327,2018-08-02T19:12:56.000Z, launches cloud-basedaccess control solution ,POSITIVE
1423656548,2018-08-02T18:45:00.000Z,"Thedoesn't have a plan for dealing with bias insay experts

",NEGATIVE
4166755647,2018-08-02T18:15:38.000Z,"""At least two Calgary malls are using facial recognition technology to track shoppers' ages and genders without first notifying them or obtaining their explicit consent.""

",POSITIVE
760046461824409600,2018-08-02T18:02:00.000Z,"Automatedis raising concerns in the UK - does the government need to do more?
 ",neu
760128916652777472,2018-08-02T17:48:52.000Z, is really taking criminal activity and date to the next level.,NEGATIVE
4106341055,2018-08-02T17:34:01.000Z,: Real 3D versus academic 2Dby George Brostoff of @SensibleVision,neu
25471555,2018-08-02T17:23:30.000Z,"""It is a very reasonable idea however for the government to weigh in and specify what temperature (or confidence levels) it wants law enforcement agencies to meet to assist in their public safety work"" says Amazon re: : ",POSITIVE
96174420,2018-08-02T17:08:24.000Z,Want to be a Gorilla? Come to the Get Hirednext Tuesday August 7th and learn about projects onand more!,POSITIVE
968981132816478208,2018-08-02T17:00:39.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE
423747460,2018-08-02T16:48:41.000Z,I had a play with&amp;today thanks to . What did I learn? I need to take more pics when I’m surprised 😮 (being happy 😃 ages me...!)@EdgeArtsBath ,POSITIVE
884022229,2018-08-02T16:16:57.000Z, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
15664534,2018-08-02T16:15:24.000Z,@epicciutotacticsdivertsandto the .01%,neu
15664534,2018-08-02T16:12:27.000Z,Keep counting... @TwitterMoments⚡️ “ calls family separations 'a low point' of her time at the White House”divertsandto the 01%,NEGATIVE
77312459,2018-08-02T16:00:28.000Z,"@IdemiaGroup'stechnology touches down at Oslo Airport. Norway police also use tech for ""remote monitoring solution.""",POSITIVE
316611701,2018-08-02T15:16:54.000Z,"Creepy or convenient??
Comment below

At @MarriottIntl You Can Now Check In With Your Face 
",neu
969143746582515713,2018-08-02T15:04:02.000Z,Get in touch to hear more!!    ,neu
213066418,2018-08-02T14:35:41.000Z,"We know that anything that takes your attention away from the road can lead to potentially deadly crashes. Our newsystem designed to keep driver’s attention focused on the road ahead.
",POSITIVE
177717760,2018-08-02T14:08:49.000Z,"mt @MikeQuindazzi

Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;",POSITIVE
900300126312333312,2018-08-02T14:01:23.000Z,A legal challenge against the use of automatictechnology by police has been launched by @bbw1984 who are arguing that it breaches the rights of individuals under the Human Rights Act,NEGATIVE
2365586707,2018-08-02T14:00:02.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE
2444037848,2018-08-02T13:55:04.000Z, calls for regulation to addressissues: they say the emerging technology must be legislated ,neu
16229885,2018-08-02T13:27:49.000Z,Microsoft says the emerging technology must be legislated but that may be a hard sell even as facial recognition issues increasefor @ITProToday,NEGATIVE
606534299,2018-08-02T12:52:39.000Z,"Imagine usingto target conversations at- collect picture at registration connect tothen event personnel can start targeted conversations with attendees-strangers (dynamic advertising next) 
",POSITIVE
922425271218851840,2018-08-02T12:32:02.000Z,Crime fighting is evolving. In a trial Chinese police used&amp;tech to catch 7 offenders and 26 people travelling with fake ID. Tech for good? Via @wef,NEGATIVE
934128467817451522,2018-08-02T12:28:03.000Z,"Chinese guests at two Marriott hotels in China nowcan check in by using a smart kiosk powered by Alibaba’s facial-recognition technology.
 ",POSITIVE
83112614,2018-08-02T12:24:20.000Z,"Smile you're probably on facial recognition software.@donwaugh1co-CEO of@appliedrecog on @CBC story.^rs

",POSITIVE
15664534,2018-08-02T12:04:50.000Z,Look familiar?utilize;sdivertingand,neu
160297631,2018-08-02T12:03:18.000Z,"Try to imagine your""Hated in the nation"" episode in... 🐝 
@blackmirror SE3.6 ",neu
2196184676,2018-08-02T11:08:23.000Z,RT MikeQuindazzi :revenues projected to grow from $3.2 to $89.8 billion by 2025 &gt;&gt; Tractica via MikeQuindazzi &gt;&gt;&gt;&gt;(via T… ,neu
17393008,2018-08-02T11:04:08.000Z,via @MikeQuindazzi:revenues projected to grow from $3.2 to $89.8 billion by 2025 &gt;&gt; @Tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,neu
2344530218,2018-08-02T11:04:03.000Z, revenues projected to grow from $3.2 to $89.8 billion by 2025 &gt;&gt; @Tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,neu
760046461824409600,2018-08-02T11:01:00.000Z, is being increasingly used in the UK but policy is not keeping up ,neu
30985855,2018-08-02T11:00:00.000Z,: We will be hosting a series of lunch and learns in Florida from August 14-16th. Join us for our first leg in Pinellas County on August 14th to learn more about how you can use   and  Analysis in your investig... ,POSITIVE
823868404142604290,2018-08-02T10:21:50.000Z,"‘Blurred face’gets anspin.



",neu
2782300825,2018-08-02T10:00:01.000Z,Now 8 days left of @bbw1984 crowdfund to stopand protect freedom ,POSITIVE
235153539,2018-08-02T09:56:06.000Z,‘Despite “real-time” ’s potential for crime-prevention it is raising alarms of the risks of mistakes and abuse. Those concerns are coming not only from privacy and civil rights advocates but increasingly from tech firms themselves.’ ,NEGATIVE
235153539,2018-08-02T09:53:22.000Z,"""Generally speaking our office has identifiedas having the potential to be the most highly invasive of the current popular biometric identifying technologies"" ",POSITIVE
1852333568,2018-08-02T09:51:49.000Z,"""Ultimately our “Media 2.0” world requires fearless action and experimentation"" Thank you @pcsathy for the great interview on Reminiz Insights blog !

",POSITIVE
235153539,2018-08-02T09:50:03.000Z,Indeed.“Automatedcurrently “a proverbial sledgehammer to crack a nut””,neu
4147711,2018-08-02T09:23:40.000Z,SenseTime is the chinese company ofthe most valuable of the world.,POSITIVE
84244043,2018-08-02T09:13:25.000Z,Enhancing User Interaction with First Person User Interface,neu
2365586707,2018-08-02T09:00:00.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE
884022229,2018-08-02T08:42:28.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
899956942566830080,2018-08-02T08:21:06.000Z,Biometric Mirror is there and ready to analyze youvia @YouTube,POSITIVE
546313843,2018-08-02T08:00:12.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation @2morrowknight",NEGATIVE
776169592615870464,2018-08-02T07:43:53.000Z, Mirror starkly demonstrates howsystems amplify human bias.@Drone_Pilot_AI @face_crunch @SecureSelfies @skyfaceAI @Zenusinc @springwind2018 @PainChek @DevPhotobooth,neu
17392332,2018-08-02T07:08:33.000Z,'stool misidentified 28 members of Congress in ACLU test.@Drone_Pilot_AI @face_crunch @SecureSelfies @Zenusinc @EntreConsultas @ABT_Group_ @catchathiefuk,neu
50636347,2018-08-02T07:03:05.000Z, commissioner 'following up' with Calgary mall usingsoftware ,neu
832627344523218950,2018-08-02T07:00:10.000Z,Each time you upload a photo or video to a social medialearns a little more about you.researchers inhave designed a 'privacy filter' for your photos read more here: ,neu
19694376,2018-08-02T06:58:42.000Z,Ready to be interviewed on @awscloud,POSITIVE
3391720966,2018-08-02T05:54:02.000Z,() @AlibabaGroup joins US$600 million fundraising round forspecialized insources say v/ @SCMPNews -,neu
19478383,2018-08-02T03:23:02.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation.",NEGATIVE
899230542780022784,2018-08-02T03:18:31.000Z,Tech News via @7GTech -@MikeQuindazzi: 'Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;see more ,POSITIVE
612498975,2018-08-02T02:54:20.000Z,This algorithm says I'm aggressive irresponsible and unattractive. But should we believe it?,NEGATIVE
974144123480494080,2018-08-02T02:28:45.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;ht: @MIKEQUINDAZZI,POSITIVE
27421681,2018-08-02T01:21:45.000Z,"The Washington Post editorial board echoes Microsoft president Brad Smith's call for Congress to 
regulate facial recognition technology.

 

… ",neu
241185642,2018-08-02T01:15:08.000Z,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",POSITIVE
28170108,2018-08-03T23:54:42.000Z,India’s biometric identity program found 38 M people fraudulently receiving cooking oil subsidies,neu
15003048,2018-08-03T23:40:41.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
15664534,2018-08-03T22:59:04.000Z,YeppersBasinet@IMGModels “”is not ! ,neu
912768639169830912,2018-08-03T22:15:02.000Z,".@cfhorgan explores the concept of ""face as computational tool"" in a world whereis becoming widespread",neu
16651632,2018-08-03T21:45:00.000Z,"RealNetworks recently introduced SAFR a program for detecting and matching faces in real time. The goal of making the system free said Chairman and CEO Rob Glaser is to ""make schools safer.""",POSITIVE
31271055,2018-08-03T21:41:49.000Z,@PrivacyPrivee has launched an investigation into Cadillac Fairview over the use oftechnology in malls,POSITIVE
965523695119814658,2018-08-03T21:13:04.000Z,"$HMNY and RedZone Acquire License to Facial Recognitionfrom IsraeliTechnology Company IsItYou™ 

✅ RedZone MapTM to IntegrateTechnology with Its ProprietarySolution to Enhance Situational Awareness 👀

",neu
861611791696228353,2018-08-03T21:02:41.000Z,"The next step in payment - Biometrics.
RT:@MastercardNews",neu
26478168,2018-08-03T20:33:06.000Z,The facts remain true! Alarmist claims cannot be supported anduse ofsystems continue to generate valuable investigative leads! ,POSITIVE
1072508497,2018-08-03T20:22:24.000Z,"New resource: "" inPractice"" (with brief case studies addressingeducationand more):",neu
518893575,2018-08-03T20:18:43.000Z,"@BBCWorld ❶South Korea'sPorn Epidemic🔴

❷How to Protect Your&amp; OutsmartSystems🔴",POSITIVE
3432386097,2018-08-03T20:11:24.000Z,"Read my latest in @pcmag: Should we fear or embrace ?

 ",NEGATIVE
77312459,2018-08-03T19:30:23.000Z,. @hertasecurity's deployment oftechnology awarded“Best Latin American Security Project” by a panel of industry professionals.,POSITIVE
1072508497,2018-08-03T19:17:50.000Z,"On confidence in : confidence scores reflect “'the system’s own confidence in its ability to match two faces'.... It’s entirely dependent on what the developershave told the system to match any input to"":",POSITIVE
263376539,2018-08-03T19:12:02.000Z,Have you seen this beast? Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE
141291385,2018-08-03T18:34:08.000Z,investigates use ofatmalls-,neu
262628094,2018-08-03T18:18:52.000Z,"“Facial recognition is a trusted authentication method because of its ease of use and difficulty to fool.""
Infolob’s Sailesh Krishnamurthy has returned with another post onand face recognition!
 ",POSITIVE
1432752938,2018-08-03T18:12:48.000Z,Thats another reason we should banin this country so terrorists can be identified it could be anyone hiding in a full dress and hoodyIm notori just want to keep our.,NEGATIVE
31160015,2018-08-03T17:30:16.000Z,@Marriott is currently trialling its owncheck-in services for guests at selected hotels in .,neu
1735172144,2018-08-03T17:00:21.000Z,.@Microsoftofficially announces-based webhas come to itsbrowser.@MicrosoftEdge @FindBiometrics ,neu
230643305,2018-08-03T17:00:17.000Z,As new innovations inare made every day our notions of ownership and privacy must be redefined. The funny thing aboutis that it is actually far less invasive than many technologies we use every day:,POSITIVE
298669227,2018-08-03T16:47:03.000Z,"Report: Amazon Facial Recognition Tool ID’d 28 Congressmen as Police Suspects

 ",NEGATIVE
15664534,2018-08-03T16:40:35.000Z,@EvangelineLilly Thank you for embracing theimages shot incamps in 2001. Wonderful to see so many imagesBasinettactics,POSITIVE
15664534,2018-08-03T16:35:37.000Z, Did have a littletoand VOILA.Where goesBasinet goes theOH I better move so they can... ,POSITIVE
882085725872771072,2018-08-03T16:03:35.000Z,"Any Coincidence⁉️

DHS recently tweeted the following and the similarities are ... um let's just say.. quite.. 

 



@TraffickReport1 
 

.. Children missing in Iowa and odd posts from a FB profile 👇🏻 ",NEGATIVE
18511525,2018-08-03T16:02:15.000Z," Calls for AI Face Recognition Software Regulation

",neu
2192615424,2018-08-03T16:02:15.000Z," Calls for AI Face Recognition Software Regulation

",neu
18511282,2018-08-03T16:02:07.000Z," Calls for AI Face Recognition Software Regulation

",neu
2485526034,2018-08-03T16:02:07.000Z," Calls for AI Face Recognition Software Regulation

",neu
18511378,2018-08-03T16:02:07.000Z," Calls for AI Face Recognition Software Regulation

",neu
18511340,2018-08-03T16:02:07.000Z," Calls for AI Face Recognition Software Regulation

",neu
201729872,2018-08-03T15:42:14.000Z,Legal expert @hilaryanyoung discussedat the mall &amp; privacy this morning with @CBCMoncton. Forcontact Hilary @@UNB ,POSITIVE
