author_id,created_at,text,model,YM,comp_sentiment
2851586104,2018-01-11T13:47:03.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
303640627,2018-01-11T13:47:02.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
1080256214,2018-01-11T13:45:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
1391894126,2018-01-11T13:29:07.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
2863853651,2018-01-11T13:26:07.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
209122985,2018-01-11T13:01:01.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
478568317,2018-01-11T12:49:05.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
4815112882,2018-01-11T12:44:07.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
2603370339,2018-01-11T12:18:07.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
51047330,2018-01-11T12:08:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
529792717,2018-01-11T12:02:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
529792717,2018-01-11T12:02:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
2851586104,2018-01-11T11:53:17.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
51047330,2018-01-11T11:46:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
78549448,2018-01-11T11:42:01.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
78549448,2018-01-11T11:37:17.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
372889941,2018-01-11T11:03:17.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
297397741,2018-01-14T08:40:04.000Z,"Cyber security is essential in protecting companies

",BERT,01/2018,1
45445763,2018-01-15T09:15:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
3596747056,2018-01-15T08:45:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
106287256,2018-01-15T08:21:42.000Z,"Face recognition is @DahuaHQ's newly released intelligent video analytics technology which features powerful company deep learning algorithms. Check out their booth Saeed 1 Hall I12 at @IntersecExpo.



 ",BERT,01/2018,1
1080256214,2018-01-15T08:16:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
1683220639,2018-01-15T08:15:14.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
1080256214,2018-01-16T17:28:58.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,01/2018,1
889506511004721153,2018-01-16T03:08:12.000Z,People Should Start Using Anti Facial Recognition System. Sooner We Adopt It Better It Would Fight @_Orwellian Projects Like . Privacy Visor Glasses Reflectacles Specific Haircuts And Make Up Patterns Etc Can Be Used To DefeatSays @_PTLB. @_CEPHRC ,BERT,01/2018,0
629084145,2018-01-17T15:41:12.000Z,Google’s viral art selfie app raises concerns of privacy and racism,BERT,01/2018,0
517096809,2018-01-17T11:00:11.000Z,Development &amp; opportunity of facial recognition technology in the transport industry?Via @digitaljournal,BERT,01/2018,0
895507798074605569,2018-01-17T05:33:08.000Z,People Should Start Using Anti Facial Recognition System. Sooner We Adopt It Better It Would Fight @_Orwellian Projects Like . Privacy Visor Glasses Reflectacles Specific Haircuts/Make Up Patterns Etc Can Be Used To DefeatSays @_PTLB. @FacialMatch ,BERT,01/2018,0
2928530227,2018-01-17T05:19:57.000Z,People Should Start Using Anti Facial Recognition System. Sooner We Adopt It Better It Would Fight @_Orwellian Projects Like . Privacy Visor Glasses Reflectacles Specific Haircuts/Make Up Patterns Etc Can Be Used To DefeatSays @_PTLB. @FacialMatch ,BERT,01/2018,0
836272957,2018-01-18T17:59:01.000Z,Does Google’s feature for selfie-art matches threaten your privacy?,BERT,01/2018,0
833966641935478784,2018-01-18T07:43:12.000Z,"Edmonton International Airport began testing customer service robots with facial recognition capabilities and touch screens to help passengers access information.
",BERT,01/2018,0
2463079832,2018-01-18T05:15:22.000Z,Facebook Launched A New Facial Recognition Feature Called Photo Review@anujprajapati11,BERT,01/2018,0
17909586,2018-01-19T16:47:09.000Z,So Google Photos is finally doing face recognition on pets. Running out of user stories in the backlog? 😂😻,BERT,01/2018,0
297397741,2018-01-19T05:10:05.000Z,"Four Age-Old Business Problems Machine Learning Will Soon Solve


",BERT,01/2018,1
836272957,2018-01-20T17:59:01.000Z,Does Google’s feature for selfie-art matches threaten your privacy?,BERT,01/2018,0
34344009,2018-01-22T23:36:58.000Z,Love learning how to start in solving racial bias in AI! ! And your team!,BERT,01/2018,1
546313843,2018-01-25T22:25:18.000Z,’sfacial recognition start-ups gain edge over rivals@fttechnews ,BERT,01/2018,1
37164390,2018-01-25T11:52:24.000Z,"Use of biometric security systems and biometric access control in the security industry including facial recognition fingerprint scanners and more.

",BERT,01/2018,0
20070807,2018-01-25T07:02:09.000Z,China’s facial recognition start-ups gain edge over rivals where the population is vast and privacy concerns minimal,BERT,01/2018,1
253615321,2018-01-25T06:40:28.000Z,China’s facial recognition start-ups gain edge over rivalsvia @financialtimes,BERT,01/2018,1
901117520706322432,2018-01-26T20:10:03.000Z,"Facebook facial recognition is INSANE. It got them ALL except one. 👏👏👏

",BERT,01/2018,0
297397741,2018-01-26T06:10:05.000Z,"Ten trends that will change business cyber security protection in 2018


",BERT,01/2018,1
18018985,2018-01-27T22:33:01.000Z, methods like voice fingerprint andsystems may be the best replacement for passwords in user identity and access management ,BERT,01/2018,0
18952656,2018-01-27T08:56:33.000Z,Interesting to see Consumer Tech companies buying Biometric Security and Threat Detection companies ... once you have built the monopoly online you need to protect it at all costs :),BERT,01/2018,0
249703875,2018-01-29T20:41:16.000Z,Galaxy S9 is coming: Samsung teases 're-imagined' camera,BERT,01/2018,0
735440871332712448,2018-01-31T23:07:39.000Z,"Another idea and innovation behind the business idea
",BERT,01/2018,1
919997827136106502,2018-01-31T06:51:29.000Z,"As an end-user you should be concerned and aware of your privacy rights. Never allowto fool you with yourbeing compromised. 

",BERT,01/2018,1
919997827136106502,2018-02-01T04:30:43.000Z,"As an end-user you should be concerned and aware of your privacy rights. Never allowto fool you with yourbeing compromised. 

",BERT,02/2018,1
718804592973053952,2018-02-05T15:54:37.000Z,"""CaliBurger announced that starting on January 30th customers will be able to pay for their meal using facial recognition technology at their Pasadena location....""
 via @1027KIISFM",BERT,02/2018,0
21605324,2018-02-05T08:30:26.000Z,China's answer to Amazon Go aims to conquer the unmanned frontier with facial recognition,BERT,02/2018,1
718804592973053952,2018-02-05T03:38:16.000Z,"""CaliBurger announced that starting on January 30th customers will be able to pay for their meal using facial recognition technology at their Pasadena location....""
",BERT,02/2018,0
18018985,2018-02-05T01:45:01.000Z, methods like voice fingerprint andsystems may be the best replacement for passwords in user identity and access management ,BERT,02/2018,0
765884179737346048,2018-02-06T20:50:00.000Z,"Samsung Confirms Exynos 9810 Supports 3D Facial Recognition! @Samsung_IN @SamsungMobileIN

Read More: 

",BERT,02/2018,0
765884179737346048,2018-02-06T08:00:42.000Z,"Samsung Confirms Exynos 9810 Supports 3D Facial Recognition! @Samsung_IN @SamsungMobileIN

Read More: 

",BERT,02/2018,0
21605324,2018-02-06T03:24:56.000Z,China's answer to Amazon Go aims to conquer the unmanned frontier with facial recognition,BERT,02/2018,1
297397741,2018-02-07T17:45:03.000Z,"Advanced facial recognition could be coming to the Samsung Galaxy S9



",BERT,02/2018,0
920122256365199360,2018-02-07T07:16:14.000Z,Finally Facial Recognition for Cows Is Here...Global food giant Cargill announced Wednesday that it is partnering with @cainthusan Irish computer vision company to pilot face recognition techn on cows.,BERT,02/2018,0
816273673162289152,2018-02-08T19:24:04.000Z, Just Launched Its OwnImages Platform Will It Kill Facial Recognition Start-Ups?,BERT,02/2018,0
108651269,2018-02-08T14:35:37.000Z, Just Launched Its Own AI Images Platform Will It Kill Facial Recognition Start-Ups?,BERT,02/2018,0
721590650563461120,2018-02-08T14:01:19.000Z,"Implementing an access control system can feel like a big change in company practice.
Read more: 

@PaxtonAccess ",BERT,02/2018,1
297397741,2018-02-08T10:40:01.000Z,"How Congress Can Help Protect US Companies From Cyberattack
 


",BERT,02/2018,1
297397741,2018-02-08T07:40:01.000Z,"UK to fine critical organizations up to $24M if they fail to put in strong cyber security


",BERT,02/2018,0
32274781,2018-02-09T15:18:28.000Z,Caliburger facial recognition kiosks allow customers to access meal histories preferences loyalty reward information and make payments for food.via @TheSpoonTech,BERT,02/2018,0
774347092256919552,2018-02-09T14:06:15.000Z,"How Amazon Target Walmart are Using Facial Recognition AI and AR in Stores@inc

",BERT,02/2018,0
721590650563461120,2018-02-09T14:01:43.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,BERT,02/2018,1
61263365,2018-02-09T11:43:18.000Z,Is Apple Face ID Secure?,BERT,02/2018,0
18068926,2018-02-09T08:39:01.000Z,10 Customer Experience Implementations Of Artificial Intelligence,BERT,02/2018,0
1136977861,2018-02-09T06:00:05.000Z,10 Customer Experience Implementations Of Artificial Intelligence,BERT,02/2018,0
297397741,2018-02-10T09:10:00.000Z,"Corporate boards address cyber attacks


",BERT,02/2018,0
739446938769207296,2018-02-10T08:09:34.000Z,We work with several facial recognition companies bringing the human factor to facial recognition. Facial recognition technology is getting better but you will always need a human to verify the identification,BERT,02/2018,0
26478168,2018-02-13T20:13:27.000Z,Facial recognition technology is a valuable tool but users must employ best practices.Roger Anthony Rodriguez ,BERT,02/2018,1
3031612759,2018-02-13T17:01:35.000Z,"AI systems are only as inclusive as their creators. Tech companies should focus more energy on using diverse data sets to train their algorithms.


",BERT,02/2018,0
92632726,2018-02-14T17:22:35.000Z,Study finds gender and skin-type bias in commercial artificial-intelligence systems@jovialjoy ,BERT,02/2018,0
250543278,2018-02-14T16:32:11.000Z,Israeli tech firm undercuts facial recognition to bolster privacyTools subtly alter photos to confound automated facial recognition protect identity + security,BERT,02/2018,0
920122256365199360,2018-02-14T03:10:00.000Z,NEC’s Facial Recognition System Elevates Customer Experience at OCBC Bank..Facial recognition is a growing form of biometrics used to identify &amp;authenticate persons in a wide range of industries.@NEC @OCBCBank ,BERT,02/2018,1
4137140788,2018-02-15T21:42:02.000Z,This Singapore bank has gone live with facial recognition technology for its VIP clients:,BERT,02/2018,0
2364418153,2018-02-15T18:09:24.000Z,Israeli company D-ID to offer solution for ?,BERT,02/2018,0
2349415586,2018-02-15T18:09:23.000Z,Israeli company D-ID to offer solution for ?,BERT,02/2018,0
2777138850,2018-02-15T18:09:17.000Z,Israeli company D-ID to offer solution for ?,BERT,02/2018,0
4159048754,2018-02-15T17:37:43.000Z,Israeli tech firm undercuts facial recognition to bolster privacyTools subtly alter photos to confound automated facial recognition protect identity + security,BERT,02/2018,0
154130317,2018-02-15T05:45:03.000Z,A fascinating read on a super crucial topic: Israeli tech firm undercutsto bolster privacy. How do we avoid privacy and security hell?,BERT,02/2018,1
3946378876,2018-02-16T22:14:31.000Z,I just tagged a photo on Facebook using facial recognition and it went 11/12... The robots are learning!Really makes you think about what privacy actually means nowadays... 😎,BERT,02/2018,1
250543278,2018-02-16T21:23:03.000Z,Israeli tech firm undercuts facial recognition to bolster privacyTools subtly alter photos to confound automated facial recognition protect identity + security,BERT,02/2018,0
1027083378,2018-02-16T18:36:28.000Z,Facial recognition crosses both security consumer applications:via @Secinfowatch,BERT,02/2018,1
4159048754,2018-02-16T18:05:11.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
297397741,2018-02-16T07:40:01.000Z," security firm says it defeated ’s privacy feature with simple geometry 

",BERT,02/2018,0
68506521,2018-02-17T23:30:02.000Z,Israeli tech firm undercuts facial recognition to bolster privacyTools subtly alter photos to confound automated facial recognition protect identity + security,BERT,02/2018,0
4159048754,2018-02-17T22:45:08.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
292252796,2018-02-17T18:22:20.000Z,"RT rajat_shrimal: This company is developing new tech to keep your face identity safe 

... ",BERT,02/2018,1
250543278,2018-02-18T18:04:32.000Z,Israeli tech firm undercuts facial recognition to bolster privacyTools subtly alter photos to confound automated facial recognition protect identity + security,BERT,02/2018,0
4159048754,2018-02-19T22:23:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
2370514898,2018-02-19T22:14:56.000Z,Join us and @NEC for a facial recognition demo on Feb. 27. Increase security. Improve customer experience. Investigate workplace safety. More info and to register:,BERT,02/2018,0
1258959697,2018-02-19T07:06:49.000Z,"We used facial recognition technology to create a fun game and tons of online engagement for Windhoek Draught!

Read the case study:

",BERT,02/2018,1
250543278,2018-02-20T19:30:18.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
90717358,2018-02-20T16:11:05.000Z,"People on Facebook: ""I don't want that facial recognition software looking at my pics!!""Same person later: ""I wonder what I look like as a man""",BERT,02/2018,0
68506521,2018-02-21T22:09:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
4137140788,2018-02-21T13:41:01.000Z,This company is using facial recognition to stop shoplifters:,BERT,02/2018,0
297397741,2018-02-21T09:10:00.000Z," hardened devices may help combat security concerns of users


",BERT,02/2018,0
4159048754,2018-02-22T18:50:04.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,BERT,02/2018,1
92632726,2018-02-22T11:09:06.000Z,Gender and skin-type bias in commercial facial recognitionsoftware@jovialjoy ,BERT,02/2018,0
851807887508873216,2018-02-23T20:53:02.000Z,"This home security startup company is tapping facial recognition technology to help people protect their homes:
",BERT,02/2018,0
48616766,2018-02-23T20:45:10.000Z,If you're traveling throughsoon you might be able to participate in a new test ofsecurity tech. The TSA and LAX are testing a system which matched your face to the photo on your passport hoping to speed up security. @FCWnow ,BERT,02/2018,0
66260367,2018-02-23T04:05:14.000Z,this startup adds&amp; 3Dto home cameras to boost personal,BERT,02/2018,1
297397741,2018-02-25T10:10:08.000Z,"Afor your face: Israelihelps block online facial recognition

",BERT,02/2018,0
1132795518,2018-02-25T06:20:12.000Z,Smile you're on camera: A bank of security cameras greets Sydney derby fans as part of an anti-terrorism exercise@smh,BERT,02/2018,1
49577208,2018-02-27T19:35:13.000Z,Facebook’s vaguely worded face recognition “announcement” coincided with a legal setback,BERT,02/2018,0
173385008,2018-02-27T11:24:02.000Z,That's some good take by Facebook. Digital Security !!,BERT,02/2018,1
851807887508873216,2018-02-28T22:54:08.000Z,Want to know more about @facebook's new facial recognition features? Read on:,BERT,02/2018,0
403670899,2018-02-28T09:30:01.000Z,"Facebook launches facial recognition feature to enhance security

 @facebook

",BERT,02/2018,1
67591615,2018-02-28T08:22:04.000Z," silently enables facial recognition abilities for users outside EU and Canada.

 ",BERT,02/2018,1
23646403,2018-02-28T06:14:01.000Z,People are very sceptical of Facebook's new facial recognition feature. Here's all you need to know:,BERT,02/2018,0
297397741,2018-03-01T10:40:01.000Z,"Leveraging Security to Enable Your Business


",BERT,03/2018,1
721590650563461120,2018-03-03T11:00:18.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,BERT,03/2018,1
948943461323067392,2018-03-06T16:02:13.000Z,Nvidia Making Facial Recognition AI for Smart City Surveillance,BERT,03/2018,0
3308586016,2018-03-11T17:48:01.000Z,Facial recognition crosses both security consumer applications - The on again off again love affair with biometrics in general and facial recognition in particular has been playing out for almost two decades.@SecInfoWatch,BERT,03/2018,1
14462991,2018-03-11T07:02:31.000Z,Facebook’s facial recognition AI just identified me as my friend and fellow artist Anado McLauchlin the man on the left in this photo. Well at least they picked someone whose wardrobe I admire.…,BERT,03/2018,0
123836048,2018-03-12T20:46:46.000Z,"Facebook trials controversial facial recognition technology.

 via @CBROnline.com",BERT,03/2018,0
2651138100,2018-03-12T20:00:32.000Z,"Idemia targets car sharing market with facial recognition solution@IdemiaGroup

",BERT,03/2018,0
48616766,2018-03-12T13:01:08.000Z, technology is getting more powerful and accurate every day helping researchers and private-industry developers find new uses for thetech. @VOANews ,BERT,03/2018,1
71738087,2018-03-13T17:26:04.000Z,Facial recognition is a threat to security but Facebook is using it to secure it's users from being tormented.,BERT,03/2018,0
238978829,2018-03-14T09:53:31.000Z,RT antgrasso: Artificial Intelligence is pervading the Business. But really howcan be used in the enterprise? SASitaly SASsoftware…,BERT,03/2018,0
4338452835,2018-03-14T09:30:25.000Z,Artificial Intelligence is pervading the Business. But really howcan be used in the enterprise? @SASitaly @SASsoftware,BERT,03/2018,0
872426021194055680,2018-03-15T06:14:15.000Z,"The Facial Recognition Market is Booming Owing to the Unfortunate Rise in Criminal Activities: @market_crystal 
Click To Read - 

",BERT,03/2018,0
424648908,2018-03-15T01:08:44.000Z,Fuck with Facebook's facial recognition algorathyms by changing your profile/cover pic to static snow.,BERT,03/2018,0
71667798,2018-03-17T15:42:03.000Z,How Trump Consultants Exploited the Facebook Data of Millions,BERT,03/2018,0
44663631,2018-03-18T15:06:23.000Z,HID Approve supports iPhone| Planet Biometrics News,BERT,03/2018,0
297397741,2018-03-19T05:30:04.000Z,"ID Finance adds behavioral biometrics to its AI-based fraud scoring engine


 ",BERT,03/2018,1
24945451,2018-03-20T13:51:45.000Z,The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology: find out how you can useto improve customer experience by reading this Forbes article: ,BERT,03/2018,1
893786970933129216,2018-03-20T08:30:15.000Z,By fusing ourwith the best user verification tech we provide frictionlesssolutions which don't inconvenience the user,BERT,03/2018,1
159061069,2018-03-20T06:00:03.000Z,ChainStoreAge: @7eleven plans to add innovative biometrics and analysis technologies includingto better engage its customers in Thailand.,BERT,03/2018,1
833985337588322309,2018-03-22T12:31:13.000Z,Great news from our partners at Facewatch. Take a look to see how the latest in facial recognition technology can help retailers protect their business.,BERT,03/2018,1
967541386517020674,2018-03-25T06:18:31.000Z,@EdgeofSports @thenation Totally agree it's very dangerous to use the technology by a private company since it seems no law to protect customers to be targeted or judged by employees who have no specialized knowledge of human behaviors etc.,BERT,03/2018,0
15785718,2018-03-26T16:16:24.000Z,Your face is now your game ticket wallet loyalty card and more. Find out how the world's most accurate facial recognition technology is changing the game for fans and customers.,BERT,03/2018,1
920122256365199360,2018-03-26T04:03:11.000Z,Growth of facial recognition software in China..in 2017 over 530 video surveillance patents and more than 900 facialrecognition patents were published in China including private market activity &amp; government monitoring schemes.,BERT,03/2018,1
33202502,2018-03-27T13:05:16.000Z,"Security is handled through biometrics and facial recognition software. Employees no longer need alphanumeric passwords that have to be changed every few months. Their mobile devices scan their irises and faces.
 

 
@thehill @Securlinx",BERT,03/2018,0
862702317912686592,2018-03-27T11:22:03.000Z,"Facial recognition is at the heart of digital . Withtech everyone from major banks to independent estate agents can verify customers in a more safe secure way.

 ",BERT,03/2018,1
388376060,2018-03-29T14:20:16.000Z,With so much conversation surrounding facial recognition software see how retailers can use the technology to create better customer experiences.,BERT,03/2018,0
721590650563461120,2018-03-30T14:01:02.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,BERT,03/2018,1
2582922301,2018-04-01T17:27:45.000Z,10 Customer Experience Implementations Of Artificial Intelligence !,BERT,04/2018,0
100568030,2018-04-03T20:09:37.000Z,Can Police Use a Dead Man’s Finger to Unlock His iPhone? Sometimes.@sharonnelsonesq,BERT,04/2018,0
174257221,2018-04-03T14:05:20.000Z,Facial Recognition isn't just for the security industry anymore. Check out this artilce to learn howcan be used for security or healthcare: ,BERT,04/2018,1
207556133,2018-04-04T16:48:03.000Z,End ofin public places?fears as police team with tech firms to create AI for real timeway ahead here,BERT,04/2018,0
721590650563461120,2018-04-04T03:02:02.000Z,"Improve your Business Security with Hi-Tech Facial Recognition System
Read More:

@hertasecurity ",BERT,04/2018,0
20473084,2018-04-06T18:25:34.000Z,Several tech companies are working with police across the U.S. to add real-timeto video surveillance and body cameras. This technology is expected to be ready by this fall. ,BERT,04/2018,0
601273154,2018-04-06T15:35:44.000Z,What can help us can hurt us. ~Facebook’s Facial Recognition Violates Privacy Rights Groups Allege,BERT,04/2018,0
1132795518,2018-04-06T11:10:07.000Z,Facebook's facial recognition violates user privacy watchdog groups plan to tell FTC@USATODAY,BERT,04/2018,0
854424657058910208,2018-04-06T10:03:54.000Z," companies are working with police departments to usesoftware to detect wanting or missing persons
",BERT,04/2018,0
2329680300,2018-04-06T04:56:24.000Z,"Facebook'sviolates user privacy watchdog groups plan to tell FTC: ""The problem is that the peopleis trying to 'tag' did not consent to being identified""",BERT,04/2018,0
920122256365199360,2018-04-06T03:03:51.000Z,Your Personal Secrets May Be Written All Over Your Face..Facialrecognition technology offers enormous promise in medicinesecurity &amp; consumer applicationsconcerns about privacy &amp; abuse alsobear examination,BERT,04/2018,1
2249121151,2018-04-08T13:13:00.000Z," Machine Learning Engineer needed in New York. Join a startup which has developed the first real-time automated emotional business intelligence system!

",BERT,04/2018,1
15224038,2018-04-09T17:35:01.000Z,"Chinese facial recognition company becomes world's most valuable AI start-up

",BERT,04/2018,1
923797284,2018-04-09T14:29:15.000Z,Chinese facial recognition company becomes world's most valuable AI start-up,BERT,04/2018,1
53391153,2018-04-09T13:43:39.000Z,"Facial Recognition AI is the hot new VC play and Chinese company SenseTime has gotten a record $600m from Alibaba beating the record investment received by British DeepMind.



",BERT,04/2018,1
16615594,2018-04-10T14:11:01.000Z,World's Most Valuable AI Startup Is Chinese and Alibaba-Backed,BERT,04/2018,1
228040559,2018-04-10T07:25:02.000Z,Chinese facial recognition company becomes world's most valuable AI start-up,BERT,04/2018,1
722773924124045313,2018-04-11T16:51:37.000Z,The Most Valuable Artificial Intelligence Startup in the World JustRaised $600 Million,BERT,04/2018,1
15664534,2018-04-11T16:12:48.000Z,use personal infoandofBasinet to— feeling fed up,BERT,04/2018,0
895520150077788160,2018-04-11T13:01:12.000Z, reports: Facebook-backed lawmakers are pushing to gut privacy laws giving Facebook free rein to run facial recognition scans without users’ consent.,BERT,04/2018,0
1643372640,2018-04-12T14:00:13.000Z,Chinese facial recognition company becomes world's most valuable AI start-up@Telegraph ,BERT,04/2018,1
945404865718685696,2018-04-13T20:12:02.000Z,The world’s most valuable AI startup is a Chinese company specializing in real-time surveillance,BERT,04/2018,1
828281213421027329,2018-04-13T01:25:07.000Z,"World's Most Valuable AI Startup Also Happens To Be Part of ""the World's Biggest System of Surveillance""@Futurism",BERT,04/2018,1
2316133784,2018-04-14T20:08:32.000Z,Facial Recognition In China Is Big Business As Local Governments Boost Surveillance,BERT,04/2018,1
372889941,2018-04-15T20:34:13.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,04/2018,1
1080256214,2018-04-15T19:29:08.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,04/2018,1
78549448,2018-04-15T19:03:13.000Z,Facebook's new facial recognition tool helps users maintain control of their online identity – via @Forbes,BERT,04/2018,1
811703297891442688,2018-04-15T14:56:54.000Z,Facebook's Zuckerberg Quietly Drops Another Privacy Bomb -Congress is too old and technologically inept to protect us...,BERT,04/2018,0
228040559,2018-04-15T11:00:12.000Z,Chinese facial recognition company becomes world's most valuable AI start-up,BERT,04/2018,1
26398925,2018-04-17T20:20:42.000Z,"It's Tech Tuesday! Do you trust Facebook with your photos? Is facial recognition technology good or bad? Tune in live at 1-3 PT 4-6 ET 

The show will also be available for later listening on Podcast. 
 ",BERT,04/2018,0
442120615,2018-04-17T15:38:14.000Z,"AI tool helps law enforcement find victims of human trafficking

Traffic Jam by @marinus___ uses Amazon's ; matches victim’s photo from a missing person ad social media and ads.


",BERT,04/2018,0
592321472,2018-04-17T14:20:21.000Z,"Because it's not dealing with enough legal nonsense @facebook must face a class action lawsuit over its use of facial recognition technology. 

",BERT,04/2018,0
50636347,2018-04-17T12:44:00.000Z,These Ex-Spies Are Harvesting @Facebook Photos For A Massive: for 5 years a secretivecompany founded by a former Israeli intelligence officer has been quietly building a massive facial recognition database ,BERT,04/2018,0
21271900,2018-04-17T07:08:55.000Z,.@Facebookfaces class-action suit alleging it illegally violated users'by using a facial recognition process onwithout explicit-,BERT,04/2018,0
18739385,2018-04-18T23:20:00.000Z,"Facebook could have to pay ‘billions’ in damages in class action lawsuit over facial recognition

",BERT,04/2018,0
280187894,2018-04-18T16:02:18.000Z,"Using facial recognition at airports for check-in could be the safe and secure way to move customers quickly through the airport process. Take a look:

",BERT,04/2018,0
973576837614985217,2018-04-18T15:29:56.000Z,"The gift that keeps on giving Facebook seeks facial recognition consent in EU and Canada🤨🙄 

",BERT,04/2018,0
1337434650,2018-04-18T14:52:56.000Z,BBC News - Facebook seeks facial recognition consent in EU and Canada- Oh no way!,BERT,04/2018,0
