author_id,created_at,text,score,bert
1444799468,2018-04-02T10:33:43.000Z,""" one of ’s largest internet companies has opened 35 of its Hema automated grocery stores which blend online ordering w . Customers scan their groceries at checkout kiosks usingto pay electronically ..""",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9227340221405029}]"
296728882,2018-04-02T08:36:04.000Z,DB is delighted to be the first company in the world that can actually supplytechnology with evidence management and alsoand liveon a single handset. No surprise it’s described as a genuine game changer.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9734458327293396}]"
297397741,2018-04-02T08:00:12.000Z,"Protecting weapons systems against cyber attack: It’s all about resilience


",NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9973793029785156}]"
296728882,2018-04-02T08:00:08.000Z,We can now enforcein betting shops and casinos in the same way as it’s making progress online. Usingandwe can ensure no self excluder places a bet. And the data could be shared industry wide.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9073206782341003}]"
22168349,2018-04-02T06:34:10.000Z,"Forgetandthe future of secureis your . “Voice is like your DNA or your fingerprint” says Rita Singh heading @CarnegieMellon research. 
@evankirstel @rwang0 @Craw @furrier @APGuha @dhinchcliffe@JoannMoretti @bobevansIT",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9960737228393555}]"
297397741,2018-04-02T06:30:00.000Z,"Yes Even Elite Hackers Make Dumb Mistakes


",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9892995357513428}]"
46859169,2018-04-02T02:51:06.000Z,So far the technology doesn’t quite match the ambition: It is not foolproof,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977447986602783}]"
2159851994,2018-04-03T23:34:42.000Z,"@Aauk41 @bbw1984 @swpolice @Inspectorslloyd .
Well Wales hasat ever tiny village entrance.
Travel through Wales and it leaves a comprehensive motion profile for the next 2 years already.

 is just an extension of that much more personal.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9124029278755188}]"
3097187167,2018-04-03T23:00:49.000Z,Tech companies invent it implement it and the bad guys beat it - rinse and repeat loop,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9942803382873535}]"
851807887508873216,2018-04-03T22:09:08.000Z,Subaru is using facial recognition to detect drive fatigue:,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979662895202637}]"
179646149,2018-04-03T21:27:08.000Z, has been around since the 1960s but recent advances inhave improved accuracy. GoldmanSachs via MikeQuindazzi hashtags,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.916928231716156}]"
4824596866,2018-04-03T21:02:19.000Z, has been around since the 1960s but recent advances inhave improved accuracy. GoldmanSachs via MikeQuindazzi hashtags,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.916928231716156}]"
2344530218,2018-04-03T21:02:02.000Z, has been around since the 1960s but recent advances inhave improved accuracy. @GoldmanSachs via @MikeQuindazzi hashtags,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9746509194374084}]"
14056672,2018-04-03T21:00:31.000Z, fears asdepartments team up withfirms to createbody cams that can recognize faces in real time.- Daily Mail ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9931007623672485}]"
956171655146979329,2018-04-03T20:33:11.000Z,How engineers are fighting Bias insoftware ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9897515773773193}]"
2711212681,2018-04-03T20:16:50.000Z," InIs Big Business 

As Local Governments Boost

@rob_schmitz @NPR",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9725576043128967}]"
100568030,2018-04-03T20:09:37.000Z,Can Police Use a Dead Man’s Finger to Unlock His iPhone? Sometimes.@sharonnelsonesq,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9907643795013428}]"
327866105,2018-04-03T20:00:26.000Z,How your home security camera detects motion:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.95546555519104}]"
52047655,2018-04-03T19:40:08.000Z, is making its way to ! Body cameras withcan help officers identify suspects in real-time. Get the full scoop on what to expect here:@WSJ @ShibaniMahtani @ZushaElinson ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9726884365081787}]"
250543278,2018-04-03T19:20:05.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9690659642219543}]"
107472729,2018-04-03T19:02:05.000Z,Forget facial recognition - the next biometric your smartphone may be your scent:,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978075623512268}]"
289747838,2018-04-03T19:01:32.000Z,VIA will be atfrom the 11th April. We will be exhibiting its latest innovations including next-generationintelligent LPR cutting-edge ADAS and an intuitive home security camera. Check out what's in store:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987524747848511}]"
2993445381,2018-04-03T17:03:00.000Z,"Face Detection and Facial Recognition are the future of security cameras. 



",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9826509356498718}]"
806064693525749760,2018-04-03T15:48:10.000Z,How Coders Are Fighting Bias in Facial Recognition Software,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9924511313438416}]"
2425836948,2018-04-03T14:42:48.000Z,New software uses an algorithm to tell an officer on the spot that it has found a suspect. The officer could then decide whether to stop the suspect or take some other action,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989305138587952}]"
163423981,2018-04-03T14:30:57.000Z,"This policewoman's glasses are equipped with a scanner that can identify faces in a crowd. While in Europe it's considered a sign of a loomingmight actually have some advantages says @fsieren
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6946073174476624}]"
174257221,2018-04-03T14:05:20.000Z,Facial Recognition isn't just for the security industry anymore. Check out this artilce to learn howcan be used for security or healthcare: ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7767452597618103}]"
166202252,2018-04-03T12:05:06.000Z,"This is the first time police have openly usedto monitoractivity - deeply concerning and ""a clear step-change in thepolicing of political assemblies."" ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9605283141136169}]"
788739337915658240,2018-04-03T12:00:29.000Z,"The Leyizhu Smart Hotel proves thatinandisn't a thing of the future - it's a thing of the NOW! 
How would you feel staying in ahotel?
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9908773303031921}]"
152348706,2018-04-03T11:38:44.000Z,Check out our website for information about how Facewatch protects data and complies with GDPR,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.947529673576355}]"
374966809,2018-04-03T11:22:46.000Z,"Thank you @nvidia for an amazing ! It has been a pleasure to exhibit and present at the conferences! 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998687505722046}]"
839576419,2018-04-03T08:30:36.000Z,Great talk withFrom the start ofin the 90s to live animation withwith@AdobeAE_DaveS ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9939246773719788}]"
21693961,2018-04-03T03:14:01.000Z,FIND THIS POS &amp; take him out - PLZ use,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9971777200698853}]"
3903744505,2018-04-03T02:24:49.000Z,"We know it’s been a while but we’ve been working hard on the NEW Snapanactor! 

More accurate facial recognition and EVEN BETTER LOOKING. 

Who says only games can be created in @unity3d ? Not us! 🎉 

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9594961404800415}]"
28170108,2018-04-03T01:34:43.000Z,"Facial recognition software is problematic. Some people have dozens of lookalikes. Most have thousands.
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986949563026428}]"
16155166,2018-04-04T21:54:15.000Z,Facial recognition technology used to diagnose intellectual disabilities,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9911842942237854}]"
15785718,2018-04-04T21:53:03.000Z,Controlling VIP areas doesn't require a bouncer.NeoFace Express provides a cutting edge integratedsolution that can accurately identify VIPs for frictionless access. Check out our latest blog about NeoFace Express,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9956974983215332}]"
262628094,2018-04-04T21:53:01.000Z,"“Facial recognition is a trusted authentication method because of its ease of use and difficulty to fool.""
Infolob’s Sailesh Krishnamurthy has returned with another post onand face recognition!
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8330032825469971}]"
25591011,2018-04-04T20:35:02.000Z,This week onwe are showcasing @ArmyResearchLab Electronics Engineer &amp; 2018 SPIE Rising Researcher Sean Hu. 👋 His work on nighttimeis fascinating - check out his story:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9952516555786133}]"
123736823,2018-04-04T18:49:37.000Z, apparently thinks I'm African-American. This raises all sort of questions about the capabilities of theirtechnology. More seriously see what Facebook tellsabout you by going to settings --&gt; ads --&gt; your information --&gt; your categories ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.5223062634468079}]"
47959368,2018-04-04T18:22:04.000Z,"How do you feel about using biometrics for ticket and passport-free boarding at international departures? 
a) Yay no hassle!
b) Ahh how does it work?

 
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9957166314125061}]"
3387482849,2018-04-04T18:08:13.000Z,"Thank you for attending my workshop ""How To Understand Consumer Behavior Using Emotion Analysis"". It has been a wonderful experience. Thanks to the attendees for their interesting contributions.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998683929443359}]"
68506521,2018-04-04T17:25:04.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9690659642219543}]"
199590469,2018-04-04T17:19:41.000Z,"More devs from more companies need to do this.
&gt;Half the projects being worked on right now would stop if they realized their work was being used to murder/enslave humanity.
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989963173866272}]"
207556133,2018-04-04T16:48:03.000Z,End ofin public places?fears as police team with tech firms to create AI for real timeway ahead here,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9960903525352478}]"
207556133,2018-04-04T16:48:02.000Z,Real-timeAI tech by Motorola &amp; Neuralaovercomes previous problem with :preventing learning multiple tasks sequentially,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9941598176956177}]"
857861496,2018-04-04T16:47:59.000Z,We only or at least western ''free and independent''only report of ''worries'' ofusingbut it is already in the west (long time now): ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9965035915374756}]"
73149267,2018-04-04T16:41:19.000Z,Invisible targeted infrared light can fool facial recognition software into thinking anyone is anyone else..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983127117156982}]"
3944153967,2018-04-04T15:52:32.000Z,You like to take ? Download the iPrognosis&amp; contribute to studying facial expressions to reveal possible masked-facethat relate withmore details on how it works:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8710231781005859}]"
16008287,2018-04-04T15:51:20.000Z,Canhelp stadiums and venues boost security? Yes but…via @BizTechMagazine,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9757663607597351}]"
543628583,2018-04-04T15:34:36.000Z,If you jaywalk in Chinameans you'll walk away with a fine as part of their Social Credit System via @futurism,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9908745288848877}]"
15664534,2018-04-04T15:30:43.000Z,Rise n shine ! These are thefaces thatutilizingandto divert income and solutions!... ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5246939659118652}]"
15664534,2018-04-04T14:55:31.000Z, Wake up and smell the !PS Each image is deliberate to utilizeto divert solutions income and an election! @Fahrenthold= ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9961203336715698}]"
116545390,2018-04-04T14:00:56.000Z,Swiss-based@keylemongot the attention of Apple sensor supplier AMS with its innovative 3Dsoftware.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9944294691085815}]"
110531933,2018-04-04T12:53:24.000Z,This is an amazing combination of technology &amp;: you just show up you hear a personalized welcome message and your badge is printed!@BiometricsTech @pcmahq,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996793270111084}]"
22016395,2018-04-04T11:25:48.000Z,Great overview of companies which have developedsystems by Damian Dupre &amp; colleagues from Queen University Belfast @CERE_Emotion ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993352293968201}]"
17536486,2018-04-04T11:00:14.000Z,"WhatNeed to Know About

Companies can approach deep learning from any angle they can envision. The whale ofis hungry. You can feed it whatever big data you wish &amp; watch it grow. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7711269855499268}]"
296728882,2018-04-04T09:20:10.000Z,@AP The combination of this kind of database with liveis a game changer for this kind of. We can now deploy successful reliable face rec on normal CCTV and evendevices for the very first time. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9614895582199097}]"
296728882,2018-04-04T08:24:56.000Z,Whilst the rest of the industry plays catch up we have already launched liveondevices and . It works today and has already been deployed with first responder and military customers.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9832240343093872}]"
721590650563461120,2018-04-04T08:20:21.000Z,"How smart access control will improve rental and landlord security 
Read more: 
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9694855213165283}]"
296728882,2018-04-04T08:16:00.000Z,Any use of technology for this kind of purpose is exciting. We've adapted some of our owntechnology to counterfor the same reason. And we're now addingso that aseen in the field can be intercepted later. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9836349487304688}]"
920122256365199360,2018-04-04T04:46:34.000Z,How artificial intelligence will change the face of security in China...Baidu’s Li envisions a future where AI-based technology will be advanced enough to identify “who you are” within seconds...,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9957656860351562}]"
920122256365199360,2018-04-04T04:42:23.000Z,Fans Are the Target of Madison Square Garden’s New Facial-Recognition Technology...Facial recognition is a threat to privacy and the latest frontier in surveillance.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.996915340423584}]"
920122256365199360,2018-04-04T03:55:15.000Z,Pakistan developing security system for facial recognition in video surveillance.. Ministry of Information Technology &amp; Telecommunications developing face recognition system which would be available soonand used in video surveillance..,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.974556028842926}]"
721590650563461120,2018-04-04T03:02:02.000Z,"Improve your Business Security with Hi-Tech Facial Recognition System
Read More:

@hertasecurity ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9767043590545654}]"
864911403886551040,2018-04-04T02:55:04.000Z,What's your go-to for keeping that phone locked &amp; secure?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9942743182182312}]"
920122256365199360,2018-04-04T02:47:08.000Z,Hikvision bringing AI-powered security solution to Arena Corinthians...Hikvision will outfit club’s 49000-seat stadium with a securitysolution that includes AI-powered facial recognition cameras@HikvisionHQ ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.987285315990448}]"
2307675307,2018-04-04T02:05:00.000Z,Artificial Intelligence Could Soon Enhance Real-Time Police Surveillance,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9827019572257996}]"
555031989,2018-04-04T01:04:41.000Z,"Understand these 5 basic concepts to sound like aexpert 
by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson @amuellerml ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9953581690788269}]"
1395396554,2018-04-05T23:15:06.000Z,@subaru_usawill use facial recognition technology to detect driver fatigue -via @verge,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9943475127220154}]"
45829691,2018-04-05T22:09:18.000Z,Interested inand ? Join us April 18th at @BU_Tweets for Face-Off:Technology and Humanity in an Era of Big Data - Updated info re: speakers abstracts and schedule here:cc: @EMSatBU,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9751283526420593}]"
869205264007917568,2018-04-05T21:45:24.000Z,HelloRiders. @alpha1rides will introducefor itsthis April. This helps ensure your safety and peace of mind.Join us!within Lagos . @Stunner_Guy@lindaikeji @_alphawoman @Marrgarritah ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989122152328491}]"
4159048754,2018-04-05T18:04:06.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9690659642219543}]"
2748383843,2018-04-05T16:35:57.000Z,"Non-tech businesses are beginning to useat scale.

A company lets customers apply for loans through its app. Anprogram helps pinpoint customers who require further scrutiny.

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9847820401191711}]"
63092088,2018-04-05T13:45:01.000Z,Facial Recognition Technology: A Threat To Privacy?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.996833860874176}]"
1891310396,2018-04-05T13:01:02.000Z,"8 ways to keep your smartphone secure











 
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8207249641418457}]"
960767564853821440,2018-04-05T10:53:12.000Z,"You are only one workout away from a good mood. So care your skin


 

 
 


 
 ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9223768711090088}]"
296728882,2018-04-05T09:24:48.000Z,@BiometricUpdate This is misleading.onIS available today and it HAS been deployed with some of our customers. Whilst the rest of the industry plays catch up this capability is already making a real difference on the front line. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9782490730285645}]"
86310874,2018-04-05T09:14:04.000Z,Day 2 at the. We are showcasing our award winning AI and proprietary deep learning 3Dtechnology which is compatible with ordinary webcams.A lot of interest in our edge solutions which can increase data security. See us at stand 1-11 ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998647153377533}]"
390563995,2018-04-05T09:10:49.000Z,The coolest thing @not the disco move but an acutal live meeting demo at a conference and it’s actually working like a charm!,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997448325157166}]"
156568938,2018-04-05T06:55:04.000Z,"A Chineseis betting big onto treat patients
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5003908276557922}]"
920122256365199360,2018-04-05T06:53:05.000Z,Facial recognition tech moves from smartphones to the boardroom...The technology uses a person's face to authenticate their identitymaking it a potentially important security tool.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6481932997703552}]"
147548864,2018-04-05T06:00:26.000Z, InIs BigAs Local Governments Boost,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991855025291443}]"
4688985818,2018-04-05T05:46:00.000Z,Contact us today to learn more aboutand how it can help your event reach its goals! ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969980716705322}]"
940722956971286529,2018-04-05T05:20:03.000Z,Medical institute launchesplatform to help identify undiagnosed disabilities by linking facial traits.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9460798501968384}]"
1616498408,2018-04-05T05:13:09.000Z,"I really didn't know just how Orwellian my little creation would become says Mark Zuckerberg. And BTW here's my latest attempt to ensure your identity and data are totally protected into the future.
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9828260540962219}]"
15664534,2018-04-05T05:04:42.000Z, Tip of the iceberg. And no one listenedis aissue”Basinet @UN@Reuters,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9886243343353271}]"
15664534,2018-04-05T04:52:04.000Z,Still counting thethat just can’t stay away?! How are they a @TwitterMoments (Note hair colour anything to divert viaincome and solutions! ⚡️ “Kim Kardashian West shares a rare family photograph 📸” ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.980252742767334}]"
920122256365199360,2018-04-05T04:51:44.000Z,What Are the Implications of Facial Recognition Security at Stadiums?Madison Square Garden has reportedly usedfacial recognition technology to bolster security. But can venues securethe data and will it even work?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.99774169921875}]"
4534461314,2018-04-05T03:22:30.000Z,Facial recognition to help identify disabilities in undiagnosedvia @newcastleherald @DrDuddingbythin,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9827408194541931}]"
970977090,2018-04-05T02:01:05.000Z,"What do you think about ?

""'Facial identification service (FIS) was limited to law enforcement and border protection agencies but said it would be “very concerned” if... ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9314737915992737}]"
250543278,2018-04-06T23:14:04.000Z,Anti-surveillance apparel defeats facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9869900345802307}]"
103296787,2018-04-06T21:59:29.000Z,A Chinese hospital is betting big onto treat patients,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8981664776802063}]"
1368100356,2018-04-06T21:53:54.000Z,"No face... no show ...no pay . ...no job .
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997521042823792}]"
21894918,2018-04-06T20:41:15.000Z,Contact me for info on queue management and facial recognition.Kiosk Demand on the Rise in Quick Service,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9256755709648132}]"
20473084,2018-04-06T18:25:34.000Z,Several tech companies are working with police across the U.S. to add real-timeto video surveillance and body cameras. This technology is expected to be ready by this fall. ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7242993116378784}]"
40471749,2018-04-06T16:53:01.000Z,Sleepy or distracted? The new Subaru Forester will soon be able to tell with,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.5962685942649841}]"
67604866,2018-04-06T16:47:46.000Z,Canhelp stadiums and venues boost security? Yes but…via @BizTechMagazine,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9757663607597351}]"
700264840414285825,2018-04-06T16:31:18.000Z,"Company 'routinely scans photos forfacial matches without consent of image subject' complaint says

$FB
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979584217071533}]"
262628094,2018-04-06T16:02:09.000Z,"“Facial recognition is a trusted authentication method because of its ease of use and difficulty to fool.""
Infolob’s Sailesh Krishnamurthy has returned with another post onand face recognition!
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8330032825469971}]"
65451099,2018-04-06T15:42:22.000Z,Enhance digital signage and kiosk solutions with analytics - ICX Association@meridiankiosks,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980058073997498}]"
601273154,2018-04-06T15:35:44.000Z,What can help us can hurt us. ~Facebook’s Facial Recognition Violates Privacy Rights Groups Allege,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9961088299751282}]"
15664534,2018-04-06T15:32:00.000Z,Come see the faces of thethat divert income and solutions for decades.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7380472421646118}]"
15664534,2018-04-06T15:12:29.000Z,These imagesBasinet fromwho divert income and solutions!To be clear “ is aissue (and is not... ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9981014132499695}]"
820440736336228352,2018-04-06T15:00:16.000Z,Ever thought about all the ways thatcan help to save our planet? Here's one we're working on at Baidu -at airports. How can it help? By eliminating massive amounts of paper wasted every day from the use of physical boarding passes! @WWF,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9983768463134766}]"
851807887508873216,2018-04-06T14:29:02.000Z,6 industries that need to adopt facial recognition today:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7814145088195801}]"
715005444935196673,2018-04-06T12:52:07.000Z,..DelhiHighCourt direction.Will facilitate .Dream of Kailash Satyarthi led BBA &amp; other NGOs now more meaningful.@MinistryWCD@LtGovDelhi @NCPCR_ @MOSHomeIndia@TOIIndiaNews@UNICEFIndia@bbavoice@NitishKumar,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9907350540161133}]"
99566351,2018-04-06T12:45:05.000Z,Already under siege over loose privacy controls andmanipulationis about to be challenged on another issue: . ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9909313917160034}]"
