author_id,sentiment,YM
20019984,0,01/2018
20019984,1,01/2018
2282807389,1,01/2018
1177319622,1,01/2018
96864580,0,01/2018
518893575,0,01/2018
2848442307,0,01/2018
2848442307,1,01/2018
16476911,1,01/2018
183881371,1,01/2018
1238920908,1,01/2018
713035999,0,01/2018
12843902,1,01/2018
12843902,0,01/2018
3815139737,1,01/2018
299558731,0,01/2018
730342620090621952,0,01/2018
132232120,0,01/2018
309684522,1,01/2018
1536192180,1,01/2018
14163275,1,01/2018
256965214,1,01/2018
737580014619623425,1,01/2018
737566902180945923,1,01/2018
380800182,1,01/2018
555031989,1,01/2018
2226412446,0,01/2018
1135341205,0,01/2018
876700128580468736,0,01/2018
220919969,0,01/2018
803354615135617024,0,01/2018
878925449480380416,1,01/2018
15354310,1,01/2018
93814303,1,01/2018
350659811,0,01/2018
1275326666,0,01/2018
1454928205,0,01/2018
14056672,1,01/2018
250543278,1,01/2018
297397741,0,01/2018
782275509593968640,0,01/2018
68506521,1,01/2018
585970933,1,01/2018
888069629360222208,1,01/2018
78780655,0,01/2018
357487121,0,01/2018
297397741,1,01/2018
29566832,1,01/2018
250543278,1,01/2018
31654112,0,01/2018
19285531,0,01/2018
1536103471,1,01/2018
4496512937,0,01/2018
158513814,1,01/2018
184982466,0,01/2018
563935238,0,01/2018
881157653011075073,0,01/2018
895507798074605569,0,01/2018
895507798074605569,0,01/2018
834844187325513734,0,01/2018
61919901,1,01/2018
919997827136106502,1,01/2018
64235467,0,01/2018
769467290878222336,1,01/2018
889506511004721153,0,01/2018
919997827136106502,0,01/2018
19143053,0,01/2018
3315543682,0,01/2018
14883122,0,01/2018
2427683720,0,01/2018
42002120,1,01/2018
45445763,1,01/2018
297397741,1,01/2018
3143169254,0,01/2018
3596747056,1,01/2018
106287256,1,01/2018
1080256214,1,01/2018
1683220639,1,01/2018
18805409,0,01/2018
1659422988,1,01/2018
449675611,1,01/2018
2902459224,1,01/2018
773715997,1,01/2018
441495775,1,01/2018
1007401302,1,01/2018
103810750,1,01/2018
3017472048,1,01/2018
980410976,1,01/2018
2465813503,1,01/2018
1174339596,1,01/2018
1612386392,1,01/2018
467123654,1,01/2018
749334649,1,01/2018
598298701,1,01/2018
2471410550,1,01/2018
546739174,1,01/2018
393866094,1,01/2018
1117471,1,01/2018
4745400314,0,01/2018
836264894219620353,0,01/2018
132762263,1,01/2018
15435127,1,01/2018
45829691,0,01/2018
4159048754,1,01/2018
1360074954,1,01/2018
323829862,0,01/2018
922631784847863809,0,01/2018
164939499,1,01/2018
1080256214,1,01/2018
625428620,1,01/2018
146442510,1,01/2018
2251577246,0,01/2018
518893575,1,01/2018
1214861312,1,01/2018
235153539,0,01/2018
1425242347,1,01/2018
721590650563461120,0,01/2018
767958285890625536,1,01/2018
767958285890625536,0,01/2018
607936230,0,01/2018
297397741,1,01/2018
1132795518,0,01/2018
2889269340,1,01/2018
555031989,0,01/2018
919997827136106502,0,01/2018
889506511004721153,0,01/2018
889506511004721153,0,01/2018
949215780838637569,1,01/2018
888808440583172096,0,01/2018
3181165676,1,01/2018
895507798074605569,0,01/2018
839172296577323008,1,01/2018
256549909,1,01/2018
809392810692640768,1,01/2018
2437493161,1,01/2018
2848442307,1,01/2018
26478168,1,01/2018
26478168,1,01/2018
386277982,0,01/2018
334664901,0,01/2018
198984648,0,01/2018
866525311600656385,0,01/2018
1038885840,0,01/2018
83588783,0,01/2018
333845543,1,01/2018
19064207,0,01/2018
629084145,0,01/2018
539454709,1,01/2018
889506511004721153,0,01/2018
2264669149,1,01/2018
517096809,0,01/2018
18727848,0,01/2018
862246149448581121,0,01/2018
297397741,0,01/2018
397518511,0,01/2018
3064266184,1,01/2018
297397741,1,01/2018
895507798074605569,0,01/2018
2928530227,0,01/2018
478042067,0,01/2018
699093160400519168,1,01/2018
2856938044,0,01/2018
386277982,1,01/2018
158594198,0,01/2018
759610003,0,01/2018
3358839059,0,01/2018
278818930,1,01/2018
933461020185477120,0,01/2018
836272957,0,01/2018
17463660,0,01/2018
1360074954,0,01/2018
831950339981135872,1,01/2018
777017868684697600,0,01/2018
721590650563461120,1,01/2018
297397741,1,01/2018
106746583,1,01/2018
760794605982023680,0,01/2018
920122256365199360,0,01/2018
920122256365199360,1,01/2018
833966641935478784,0,01/2018
297397741,0,01/2018
726872427981066241,0,01/2018
2463079832,0,01/2018
297397741,1,01/2018
919997827136106502,0,01/2018
37477788,1,01/2018
197553087,0,01/2018
880407847690829824,1,01/2018
704754789406486528,1,01/2018
2356982959,0,01/2018
518238327,0,01/2018
880407847690829824,1,01/2018
24878999,0,01/2018
272005814,1,01/2018
16856037,1,01/2018
17909586,0,01/2018
48616766,0,01/2018
158474961,0,01/2018
386494179,1,01/2018
235153539,0,01/2018
2159851994,0,01/2018
91914869,0,01/2018
1100646876,0,01/2018
297397741,0,01/2018
297397741,0,01/2018
207408939,1,01/2018
297397741,1,01/2018
18974329,1,01/2018
287647703,1,01/2018
20439043,1,01/2018
15867081,1,01/2018
2920672057,1,01/2018
67059158,0,01/2018
893314365256085504,1,01/2018
836272957,0,01/2018
156568938,0,01/2018
235153539,0,01/2018
297397741,1,01/2018
297397741,1,01/2018
374966809,1,01/2018
3185966345,1,01/2018
2356982959,1,01/2018
34344009,1,01/2018
518238327,1,01/2018
137096480,0,01/2018
3689830636,1,01/2018
48616766,1,01/2018
796094995421741056,0,01/2018
2650313761,1,01/2018
15222146,1,01/2018
756371753039953921,1,01/2018
927524249635397632,1,01/2018
477940781,1,01/2018
563827127,0,01/2018
57167586,1,01/2018
304572237,0,01/2018
153625419,0,01/2018
213230769,1,01/2018
889506511004721153,0,01/2018
527172444,0,01/2018
40975045,1,01/2018
2596765172,0,01/2018
2836222387,0,01/2018
256965214,1,01/2018
940646913669464065,0,01/2018
2365844761,1,01/2018
710581949165797376,1,01/2018
352352288,1,01/2018
235153539,0,01/2018
20821758,1,01/2018
518893575,1,01/2018
403204605,0,01/2018
704803065,0,01/2018
855311276976635905,1,01/2018
940646913669464065,0,01/2018
297397741,1,01/2018
112649344,0,01/2018
292828835,1,01/2018
2858812331,0,01/2018
16856037,1,01/2018
4006459633,1,01/2018
2478926738,0,01/2018
4166755647,1,01/2018
123532694,0,01/2018
192105258,1,01/2018
51527027,0,01/2018
4830114910,1,01/2018
1258959697,1,01/2018
895952520295600128,0,01/2018
2271438620,0,01/2018
1178681942,0,01/2018
555031989,1,01/2018
546313843,1,01/2018
3106496661,1,01/2018
701942628,1,01/2018
97706444,1,01/2018
2922063246,1,01/2018
256965214,1,01/2018
904766669893062662,0,01/2018
919997827136106502,0,01/2018
3669155717,0,01/2018
777017868684697600,0,01/2018
629084145,1,01/2018
3815139737,1,01/2018
26728940,1,01/2018
343861732,1,01/2018
37164390,0,01/2018
280282927,0,01/2018
15707661,0,01/2018
266061145,1,01/2018
374966809,1,01/2018
297397741,0,01/2018
20070807,1,01/2018
253615321,1,01/2018
297397741,0,01/2018
297397741,1,01/2018
919997827136106502,0,01/2018
855311276976635905,1,01/2018
93283309,0,01/2018
518893575,0,01/2018
836264894219620353,1,01/2018
1072508497,0,01/2018
236025544,0,01/2018
901117520706322432,0,01/2018
123855061,0,01/2018
846408660,0,01/2018
15296929,1,01/2018
250543278,0,01/2018
485604363,0,01/2018
2485513440,0,01/2018
18231343,1,01/2018
620859626,0,01/2018
256965214,0,01/2018
79141783,0,01/2018
14229262,1,01/2018
297397741,1,01/2018
297397741,1,01/2018
197553087,0,01/2018
3669155717,1,01/2018
18075019,1,01/2018
1536562052,0,01/2018
555031989,0,01/2018
18018985,0,01/2018
4825467916,0,01/2018
3792414380,0,01/2018
36062750,1,01/2018
947117183376732160,1,01/2018
376051531,1,01/2018
911716127365042177,1,01/2018
889506511004721153,0,01/2018
52571677,0,01/2018
2543746963,1,01/2018
1118765467,1,01/2018
18952656,0,01/2018
297397741,0,01/2018
919997827136106502,0,01/2018
103487825,1,01/2018
2910338466,1,01/2018
335469402,0,01/2018
62930133,1,01/2018
4009282273,0,01/2018
889506511004721153,0,01/2018
90329394,1,01/2018
297397741,0,01/2018
230403822,0,01/2018
1698120116,0,01/2018
919997827136106502,1,01/2018
102877736,0,01/2018
1703056327,0,01/2018
68204430,0,01/2018
123246627,1,01/2018
249703875,0,01/2018
902400205797990400,1,01/2018
497455568,0,01/2018
357569821,1,01/2018
199241058,1,01/2018
30833130,0,01/2018
888808440583172096,0,01/2018
769467290878222336,0,01/2018
3688710915,0,01/2018
297397741,0,01/2018
2356982959,0,01/2018
855311276976635905,1,01/2018
518238327,0,01/2018
951707258819432449,1,01/2018
2356982959,0,01/2018
518238327,0,01/2018
481826539,0,01/2018
573553728,0,01/2018
857517844917088257,1,01/2018
3097187167,1,01/2018
48074205,1,01/2018
17054817,0,01/2018
2472856395,1,01/2018
109170200,1,01/2018
3951964093,0,01/2018
17054817,0,01/2018
3815139737,1,01/2018
106287256,0,01/2018
911716127365042177,1,01/2018
2423877042,1,01/2018
869901314821685250,0,01/2018
2274683408,1,01/2018
919997827136106502,0,01/2018
2928530227,0,01/2018
4830114910,1,01/2018
256965214,0,01/2018
767958285890625536,0,01/2018
20339663,0,01/2018
18094638,1,01/2018
297397741,1,01/2018
595479894,1,01/2018
735440871332712448,1,01/2018
953390527851921411,0,01/2018
37314896,0,01/2018
146436211,1,01/2018
932004526416162818,1,01/2018
256965214,1,01/2018
107013186,0,01/2018
328141551,1,01/2018
1381545078,1,01/2018
4009282273,0,01/2018
33400255,1,01/2018
297397741,0,01/2018
297397741,1,01/2018
68204430,0,01/2018
297397741,0,01/2018
919997827136106502,1,01/2018
132700649,0,01/2018
111370676,0,01/2018
2282807389,0,01/2018
807750385,1,02/2018
14846417,0,02/2018
608525134,1,02/2018
360723139,1,02/2018
14846417,0,02/2018
256965214,0,02/2018
3151822850,0,02/2018
76586057,1,02/2018
417863636,0,02/2018
756082523709595648,1,02/2018
1883742216,1,02/2018
919997827136106502,1,02/2018
833501333541916673,1,02/2018
3060539594,0,02/2018
17419588,0,02/2018
956922357360230400,1,02/2018
93509250,1,02/2018
911716127365042177,1,02/2018
432423388,1,02/2018
298104693,0,02/2018
36624028,0,02/2018
23558403,0,02/2018
264340308,0,02/2018
31730367,0,02/2018
297397741,0,02/2018
297397741,0,02/2018
919997827136106502,0,02/2018
2835428654,1,02/2018
41667018,0,02/2018
18018985,0,02/2018
112816720,1,02/2018
919997827136106502,0,02/2018
919997827136106502,0,02/2018
946859584861417473,0,02/2018
3478361295,1,02/2018
1913783881,1,02/2018
1355236075,1,02/2018
163171046,1,02/2018
756815930,0,02/2018
919997827136106502,0,02/2018
2908107542,0,02/2018
948394560,1,02/2018
718804592973053952,0,02/2018
1132795518,0,02/2018
14846417,0,02/2018
1536562052,1,02/2018
555031989,1,02/2018
4784640996,0,02/2018
259932622,1,02/2018
290058264,1,02/2018
600637195,0,02/2018
898477122943102977,1,02/2018
18604758,1,02/2018
1536103471,0,02/2018
537454220,1,02/2018
756815930,0,02/2018
816273673162289152,0,02/2018
1229675046,1,02/2018
2870008455,1,02/2018
51938160,0,02/2018
2942178901,1,02/2018
987453284,1,02/2018
40449894,0,02/2018
2848442307,1,02/2018
22439399,1,02/2018
18018985,0,02/2018
3962353814,0,02/2018
64703161,1,02/2018
718804592973053952,0,02/2018
718804592973053952,0,02/2018
1510056972,1,02/2018
3151822850,0,02/2018
21605324,1,02/2018
4830114910,0,02/2018
848955104288006145,1,02/2018
898567804156129281,1,02/2018
821248195300732928,1,02/2018
3151822850,1,02/2018
919997827136106502,0,02/2018
718804592973053952,0,02/2018
718804592973053952,0,02/2018
18018985,0,02/2018
765884179737346048,0,02/2018
4894515452,1,02/2018
65353100,1,02/2018
854424657058910208,1,02/2018
297397741,1,02/2018
3815139737,1,02/2018
199241058,1,02/2018
69841822,0,02/2018
702282585657974784,0,02/2018
765884179737346048,0,02/2018
297397741,0,02/2018
21605324,1,02/2018
916111409062088704,0,02/2018
18080729,0,02/2018
4848366554,0,02/2018
697522301642919936,1,02/2018
301794522,0,02/2018
59303321,1,02/2018
2423700076,0,02/2018
106287256,0,02/2018
1630849633,0,02/2018
489489166,0,02/2018
3412763111,1,02/2018
1854553681,1,02/2018
21621749,1,02/2018
2767159070,1,02/2018
297397741,0,02/2018
20940870,0,02/2018
877371103567527936,1,02/2018
782164932976672768,1,02/2018
846985319748644864,0,02/2018
93509250,1,02/2018
10335072,0,02/2018
128494703,0,02/2018
102966683,0,02/2018
919997827136106502,1,02/2018
782164932976672768,1,02/2018
3815139737,1,02/2018
151381533,0,02/2018
131820370,0,02/2018
731915574880677888,1,02/2018
316204919,1,02/2018
862246149448581121,0,02/2018
35216864,0,02/2018
17463660,0,02/2018
15135567,0,02/2018
420368126,0,02/2018
920122256365199360,0,02/2018
4583278638,1,02/2018
477490531,1,02/2018
948394560,0,02/2018
4889906106,1,02/2018
1150574654,0,02/2018
1536562052,0,02/2018
947522489818562561,0,02/2018
555031989,0,02/2018
747408780,0,02/2018
75200479,0,02/2018
192589318,1,02/2018
816273673162289152,0,02/2018
500193966,0,02/2018
80822351,0,02/2018
23479042,1,02/2018
952163521,0,02/2018
48616766,0,02/2018
226915226,1,02/2018
262586536,1,02/2018
3378714135,1,02/2018
250543278,0,02/2018
413585596,0,02/2018
4360440253,0,02/2018
2509935019,0,02/2018
823815489814020096,1,02/2018
108651269,1,02/2018
108651269,1,02/2018
546313843,0,02/2018
108651269,0,02/2018
1381545078,1,02/2018
721590650563461120,1,02/2018
79177260,0,02/2018
297653310,0,02/2018
919997827136106502,1,02/2018
3815139737,1,02/2018
553153875,0,02/2018
274391930,0,02/2018
33400255,1,02/2018
20998868,0,02/2018
1118765467,0,02/2018
884374051,0,02/2018
296711362,1,02/2018
846985319748644864,0,02/2018
297397741,1,02/2018
129457357,0,02/2018
87775422,0,02/2018
1849613586,0,02/2018
3676660281,1,02/2018
61541177,0,02/2018
38872768,0,02/2018
121378193,1,02/2018
763203213801639936,0,02/2018
374966809,1,02/2018
172626968,1,02/2018
919905708417658880,1,02/2018
958640975496273922,1,02/2018
123662382,0,02/2018
3599428343,1,02/2018
524956623,0,02/2018
297397741,0,02/2018
2462150372,1,02/2018
847036940289544192,1,02/2018
217136608,0,02/2018
3151822850,0,02/2018
15327418,0,02/2018
30218099,1,02/2018
856695702071558146,0,02/2018
63029743,1,02/2018
14658751,0,02/2018
1229675046,0,02/2018
155285969,0,02/2018
1934406164,0,02/2018
3686863950,0,02/2018
919997827136106502,0,02/2018
916111409062088704,0,02/2018
1573107234,1,02/2018
87434953,0,02/2018
4342861399,1,02/2018
915367373380624384,1,02/2018
347191988,0,02/2018
906158079628029952,0,02/2018
27079486,0,02/2018
243933100,0,02/2018
138526255,0,02/2018
1001929386,1,02/2018
14353415,1,02/2018
68506521,0,02/2018
707307657271574528,1,02/2018
714188557980553216,0,02/2018
707307657271574528,0,02/2018
2441568883,1,02/2018
3301949803,1,02/2018
23430560,1,02/2018
2354450749,0,02/2018
919997827136106502,0,02/2018
289616919,0,02/2018
32274781,0,02/2018
1611641905,1,02/2018
774153127134048260,0,02/2018
91109381,1,02/2018
316773836,0,02/2018
2677071486,0,02/2018
774347092256919552,0,02/2018
721590650563461120,1,02/2018
85761871,0,02/2018
782108998157922304,0,02/2018
1784151,1,02/2018
975738368,0,02/2018
110790373,1,02/2018
50643002,0,02/2018
572366128,1,02/2018
61263365,0,02/2018
50643002,1,02/2018
26194961,0,02/2018
771932239278010373,0,02/2018
297397741,0,02/2018
518893575,0,02/2018
2454722847,0,02/2018
30751899,0,02/2018
2580225224,0,02/2018
18068926,0,02/2018
304572237,0,02/2018
751693307030413316,0,02/2018
927524249635397632,1,02/2018
756371753039953921,1,02/2018
338849585,0,02/2018
121707270,0,02/2018
1136977861,0,02/2018
192105258,0,02/2018
278163869,0,02/2018
448569612,0,02/2018
478042067,0,02/2018
1912628149,1,02/2018
49072051,0,02/2018
65353100,1,02/2018
606468379,0,02/2018
928708848810123264,0,02/2018
212751945,1,02/2018
230624173,0,02/2018
23684807,0,02/2018
2582922301,0,02/2018
20821758,1,02/2018
4159048754,0,02/2018
72865392,0,02/2018
2159851994,1,02/2018
131595995,1,02/2018
296890242,1,02/2018
261896394,1,02/2018
23728821,0,02/2018
51794348,1,02/2018
297397741,1,02/2018
297397741,0,02/2018
1080494257,0,02/2018
2711212681,1,02/2018
739446938769207296,0,02/2018
379618780,1,02/2018
2870008455,0,02/2018
516642056,0,02/2018
919997827136106502,0,02/2018
3856305322,1,02/2018
20748873,1,02/2018
18018985,0,02/2018
2847742679,1,02/2018
62376539,0,02/2018
2291568079,0,02/2018
21815052,0,02/2018
68506521,0,02/2018
2769837515,1,02/2018
2159851994,0,02/2018
17279089,1,02/2018
257176808,1,02/2018
144184701,0,02/2018
19573968,0,02/2018
2399401328,0,02/2018
23479042,1,02/2018
2249121151,1,02/2018
2827421829,0,02/2018
112342908,0,02/2018
378401764,0,02/2018
19733785,1,02/2018
314855212,1,02/2018
120236292,1,02/2018
59137975,1,02/2018
2815602727,1,02/2018
629084145,0,02/2018
20473084,0,02/2018
21902882,0,02/2018
867338904470298624,0,02/2018
4159048754,0,02/2018
95489684,0,02/2018
707776256,1,02/2018
297397741,0,02/2018
18432196,1,02/2018
54769209,1,02/2018
418195419,0,02/2018
120236292,1,02/2018
390739818,1,02/2018
2478351806,1,02/2018
2914312948,0,02/2018
756815930,1,02/2018
106324287,0,02/2018
67277375,0,02/2018
26478168,1,02/2018
959970871111831552,0,02/2018
154130317,1,02/2018
846985319748644864,0,02/2018
292715926,1,02/2018
1240946574,1,02/2018
1904173705,0,02/2018
737700331648339968,0,02/2018
962962160354766848,1,02/2018
132232120,0,02/2018
102011266,0,02/2018
953431722435084288,0,02/2018
962962160354766848,0,02/2018
962962160354766848,0,02/2018
962962160354766848,0,02/2018
3306327662,0,02/2018
2808723793,0,02/2018
2312176156,1,02/2018
19237940,0,02/2018
177781178,1,02/2018
884996146271277057,0,02/2018
732679160515153920,1,02/2018
68506521,0,02/2018
25262504,0,02/2018
1584131418,1,02/2018
26478168,1,02/2018
20473084,0,02/2018
836272957,1,02/2018
3031612759,0,02/2018
280783039,1,02/2018
787682901307428864,1,02/2018
309738519,0,02/2018
919997827136106502,1,02/2018
18018985,0,02/2018
27079486,0,02/2018
44663631,0,02/2018
1436070643,0,02/2018
179646149,0,02/2018
4824596866,0,02/2018
755353170,1,02/2018
52842945,0,02/2018
136975435,0,02/2018
487043324,0,02/2018
935433635771179008,0,02/2018
297397741,1,02/2018
121707270,0,02/2018
905333310922133504,1,02/2018
4329027617,1,02/2018
905401117613412352,1,02/2018
104429454,1,02/2018
265287241,1,02/2018
826761072539492352,1,02/2018
727545479081299968,1,02/2018
297397741,0,02/2018
297397741,1,02/2018
772173075135795200,0,02/2018
919997827136106502,0,02/2018
315981752,1,02/2018
920122256365199360,0,02/2018
889506511004721153,0,02/2018
54769209,1,02/2018
23479042,1,02/2018
1559954252,1,02/2018
2356982959,1,02/2018
518238327,1,02/2018
1132795518,0,02/2018
44663631,0,02/2018
250543278,0,02/2018
2153053644,0,02/2018
927667554146975750,1,02/2018
861299120216190976,0,02/2018
256549909,0,02/2018
809392810692640768,0,02/2018
2437493161,1,02/2018
831576419666972672,0,02/2018
27715350,1,02/2018
89767179,1,02/2018
92632726,0,02/2018
1418031618,0,02/2018
67682704,1,02/2018
250543278,0,02/2018
2961767115,0,02/2018
26517019,0,02/2018
107372976,0,02/2018
22433967,0,02/2018
2934239943,0,02/2018
35216864,0,02/2018
2934239943,0,02/2018
2210844882,1,02/2018
264340308,0,02/2018
47611700,1,02/2018
266601281,0,02/2018
2934239943,0,02/2018
2478688363,1,02/2018
2934239943,0,02/2018
601064856,1,02/2018
6418372,0,02/2018
297397741,0,02/2018
3993251776,1,02/2018
481420955,1,02/2018
297397741,0,02/2018
250657839,0,02/2018
919997827136106502,0,02/2018
1640297006,1,02/2018
920122256365199360,1,02/2018
721590650563461120,0,02/2018
180570365,0,02/2018
26478168,1,02/2018
44663631,0,02/2018
2356982959,0,02/2018
518238327,0,02/2018
607865770,1,02/2018
3331157393,1,02/2018
3300861942,0,02/2018
4137140788,0,02/2018
918425680920137728,0,02/2018
358785958,0,02/2018
44663631,0,02/2018
175264313,0,02/2018
798995875351711744,1,02/2018
320912109,1,02/2018
735823944897429505,0,02/2018
4159048754,0,02/2018
2364418153,0,02/2018
2349415586,0,02/2018
2777138850,0,02/2018
19478383,1,02/2018
813797959913574400,0,02/2018
45829691,1,02/2018
4159048754,0,02/2018
21579466,0,02/2018
765676940229353474,0,02/2018
46241234,0,02/2018
34143160,0,02/2018
603323229,0,02/2018
1727360394,1,02/2018
3021392229,1,02/2018
205109688,0,02/2018
845184834,1,02/2018
905038710508584960,1,02/2018
1880007613,0,02/2018
145607857,0,02/2018
297397741,0,02/2018
862578198671970304,1,02/2018
546313843,0,02/2018
297397741,0,02/2018
933461020185477120,1,02/2018
19478383,1,02/2018
933461020185477120,0,02/2018
297397741,0,02/2018
154130317,1,02/2018
297397741,0,02/2018
350659811,0,02/2018
756815930,1,02/2018
963365737,0,02/2018
718804592973053952,0,02/2018
3946378876,1,02/2018
250543278,0,02/2018
19508497,1,02/2018
57214790,1,02/2018
626671317,1,02/2018
20084456,0,02/2018
797566787810230272,0,02/2018
1027083378,1,02/2018
4159048754,1,02/2018
297397741,0,02/2018
2858812331,0,02/2018
2249523421,1,02/2018
257682085,1,02/2018
4894515452,1,02/2018
823666366725111809,0,02/2018
1536562052,0,02/2018
947522489818562561,0,02/2018
555031989,0,02/2018
2338070737,0,02/2018
102966683,1,02/2018
128494703,1,02/2018
368920797,1,02/2018
256965214,1,02/2018
297397741,0,02/2018
17220566,1,02/2018
620859626,0,02/2018
4745400314,0,02/2018
1925930341,1,02/2018
1536103471,0,02/2018
297397741,0,02/2018
69365423,0,02/2018
50325416,1,02/2018
2909535196,1,02/2018
710593765904240641,1,02/2018
110849593,0,02/2018
68506521,0,02/2018
4159048754,1,02/2018
2402548327,1,02/2018
292252796,1,02/2018
292252796,0,02/2018
59285586,0,02/2018
758387721844903936,1,02/2018
36027569,1,02/2018
107206108,0,02/2018
297397741,0,02/2018
