author_id,created_at,text,score,bert
724611831785000960,2018-08-02T21:32:27.000Z,'I was shocked it was so easy': ​meet the professor who says​​can tell if you're gay.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8349353671073914}]"
407850830,2018-08-02T21:10:09.000Z,"Given the recent debate about potential hazards ofit's hard to be reassured by statements like ""This is an unobtrusive way to monitor our moods.” From @MIT via @acmTechNews ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9937474727630615}]"
1513621700,2018-08-02T20:35:45.000Z,"@CrowdJustice @bbw1984 @GreenJennyJones Hard to read this police statement without hearing an ominous unspoken “yet” -&gt;

‘Britain’s largest force confirmed that anyone refusing to be scanned “will not be viewed as suspicious”.’

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.892549991607666}]"
1025022003495952385,2018-08-02T20:26:36.000Z,"Our natural neem and aloe Vera facial cream and soap bars has insecticidal properties antifungal soothing and moisturising helps treat Acne scabies psoriasis ringworm preventing infections and ulcers

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9863075613975525}]"
1643372640,2018-08-02T20:21:03.000Z,Amazon AI expert says government should regulate facial recognition@Telegraph ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.996944010257721}]"
86666799,2018-08-02T19:46:10.000Z,Amazon's Rekognition System Sees Criminals In Congress,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981945157051086}]"
407206775,2018-08-02T19:43:35.000Z,is the future oftechnology. Companies like @nextepsystems are making the ordering and payment process as seamless as ever. Learn whatandare implementing these emerging technologies:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970288872718811}]"
726823336114835456,2018-08-02T19:40:34.000Z,: Observe HowLikeHas Made TheUseful For More Than Just . Courtesy Of @DigitalIWorld. Click Here -. . . . . .,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6777902245521545}]"
230643305,2018-08-02T19:23:11.000Z,Grainy security camera footage and EAS tags are yesterday’stactics! Here are 5 major reasons why surveillance usingis the future ofloss prevention:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9973590970039368}]"
240402567,2018-08-02T19:21:33.000Z,"But they're due to get a national face database. Great. ""As part of the agreement...Harare will send data on millions of black faces to the Chinese company to help train the technology toward darker skin tones. The currency here is data as well as dollars."" Agh ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9311589598655701}]"
263376539,2018-08-02T19:17:20.000Z,We know you want one…Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9685326814651489}]"
2356982959,2018-08-02T19:17:18.000Z, launches cloud-basedaccess control solution ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8698225021362305}]"
518238327,2018-08-02T19:12:56.000Z, launches cloud-basedaccess control solution ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8698225021362305}]"
1423656548,2018-08-02T18:45:00.000Z,"Thedoesn't have a plan for dealing with bias insay experts

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984884262084961}]"
4166755647,2018-08-02T18:15:38.000Z,"""At least two Calgary malls are using facial recognition technology to track shoppers' ages and genders without first notifying them or obtaining their explicit consent.""

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9962097406387329}]"
760128916652777472,2018-08-02T17:48:52.000Z, is really taking criminal activity and date to the next level.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8893293738365173}]"
25471555,2018-08-02T17:23:30.000Z,"""It is a very reasonable idea however for the government to weigh in and specify what temperature (or confidence levels) it wants law enforcement agencies to meet to assist in their public safety work"" says Amazon re: : ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.986113965511322}]"
96174420,2018-08-02T17:08:24.000Z,Want to be a Gorilla? Come to the Get Hirednext Tuesday August 7th and learn about projects onand more!,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7720919847488403}]"
968981132816478208,2018-08-02T17:00:39.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9945843815803528}]"
423747460,2018-08-02T16:48:41.000Z,I had a play with&amp;today thanks to . What did I learn? I need to take more pics when I’m surprised 😮 (being happy 😃 ages me...!)@EdgeArtsBath ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9967536330223083}]"
884022229,2018-08-02T16:16:57.000Z, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9940168857574463}]"
15664534,2018-08-02T16:12:27.000Z,Keep counting... @TwitterMoments⚡️ “ calls family separations 'a low point' of her time at the White House”divertsandto the 01%,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9914389848709106}]"
77312459,2018-08-02T16:00:28.000Z,"@IdemiaGroup'stechnology touches down at Oslo Airport. Norway police also use tech for ""remote monitoring solution.""",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9583393931388855}]"
213066418,2018-08-02T14:35:41.000Z,"We know that anything that takes your attention away from the road can lead to potentially deadly crashes. Our newsystem designed to keep driver’s attention focused on the road ahead.
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9985359907150269}]"
177717760,2018-08-02T14:08:49.000Z,"mt @MikeQuindazzi

Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9844617247581482}]"
900300126312333312,2018-08-02T14:01:23.000Z,A legal challenge against the use of automatictechnology by police has been launched by @bbw1984 who are arguing that it breaches the rights of individuals under the Human Rights Act,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9960222840309143}]"
2365586707,2018-08-02T14:00:02.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9955684542655945}]"
16229885,2018-08-02T13:27:49.000Z,Microsoft says the emerging technology must be legislated but that may be a hard sell even as facial recognition issues increasefor @ITProToday,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9964597821235657}]"
606534299,2018-08-02T12:52:39.000Z,"Imagine usingto target conversations at- collect picture at registration connect tothen event personnel can start targeted conversations with attendees-strangers (dynamic advertising next) 
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9973750114440918}]"
922425271218851840,2018-08-02T12:32:02.000Z,Crime fighting is evolving. In a trial Chinese police used&amp;tech to catch 7 offenders and 26 people travelling with fake ID. Tech for good? Via @wef,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9072268605232239}]"
934128467817451522,2018-08-02T12:28:03.000Z,"Chinese guests at two Marriott hotels in China nowcan check in by using a smart kiosk powered by Alibaba’s facial-recognition technology.
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9826309084892273}]"
83112614,2018-08-02T12:24:20.000Z,"Smile you're probably on facial recognition software.@donwaugh1co-CEO of@appliedrecog on @CBC story.^rs

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6833689212799072}]"
30985855,2018-08-02T11:00:00.000Z,: We will be hosting a series of lunch and learns in Florida from August 14-16th. Join us for our first leg in Pinellas County on August 14th to learn more about how you can use   and  Analysis in your investig... ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977059364318848}]"
2782300825,2018-08-02T10:00:01.000Z,Now 8 days left of @bbw1984 crowdfund to stopand protect freedom ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9947622418403625}]"
235153539,2018-08-02T09:56:06.000Z,‘Despite “real-time” ’s potential for crime-prevention it is raising alarms of the risks of mistakes and abuse. Those concerns are coming not only from privacy and civil rights advocates but increasingly from tech firms themselves.’ ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9906670451164246}]"
235153539,2018-08-02T09:53:22.000Z,"""Generally speaking our office has identifiedas having the potential to be the most highly invasive of the current popular biometric identifying technologies"" ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7637954354286194}]"
1852333568,2018-08-02T09:51:49.000Z,"""Ultimately our “Media 2.0” world requires fearless action and experimentation"" Thank you @pcsathy for the great interview on Reminiz Insights blog !

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980806112289429}]"
4147711,2018-08-02T09:23:40.000Z,SenseTime is the chinese company ofthe most valuable of the world.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997251629829407}]"
2365586707,2018-08-02T09:00:00.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9955684542655945}]"
884022229,2018-08-02T08:42:28.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9782708287239075}]"
899956942566830080,2018-08-02T08:21:06.000Z,Biometric Mirror is there and ready to analyze youvia @YouTube,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9022305011749268}]"
546313843,2018-08-02T08:00:12.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation @2morrowknight",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9942031502723694}]"
19694376,2018-08-02T06:58:42.000Z,Ready to be interviewed on @awscloud,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9439952373504639}]"
19478383,2018-08-02T03:23:02.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.994528591632843}]"
899230542780022784,2018-08-02T03:18:31.000Z,Tech News via @7GTech -@MikeQuindazzi: 'Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;see more ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9384132027626038}]"
612498975,2018-08-02T02:54:20.000Z,This algorithm says I'm aggressive irresponsible and unattractive. But should we believe it?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988505840301514}]"
974144123480494080,2018-08-02T02:28:45.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;ht: @MIKEQUINDAZZI,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9753894805908203}]"
241185642,2018-08-02T01:15:08.000Z,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9766967296600342}]"
15003048,2018-08-03T23:40:41.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9944319128990173}]"
16651632,2018-08-03T21:45:00.000Z,"RealNetworks recently introduced SAFR a program for detecting and matching faces in real time. The goal of making the system free said Chairman and CEO Rob Glaser is to ""make schools safer.""",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.6647050380706787}]"
31271055,2018-08-03T21:41:49.000Z,@PrivacyPrivee has launched an investigation into Cadillac Fairview over the use oftechnology in malls,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8299270272254944}]"
26478168,2018-08-03T20:33:06.000Z,The facts remain true! Alarmist claims cannot be supported anduse ofsystems continue to generate valuable investigative leads! ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9556130170822144}]"
518893575,2018-08-03T20:18:43.000Z,"@BBCWorld ❶South Korea'sPorn Epidemic🔴

❷How to Protect Your&amp; OutsmartSystems🔴",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9864473342895508}]"
3432386097,2018-08-03T20:11:24.000Z,"Read my latest in @pcmag: Should we fear or embrace ?

 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9839041233062744}]"
77312459,2018-08-03T19:30:23.000Z,. @hertasecurity's deployment oftechnology awarded“Best Latin American Security Project” by a panel of industry professionals.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988059997558594}]"
1072508497,2018-08-03T19:17:50.000Z,"On confidence in : confidence scores reflect “'the system’s own confidence in its ability to match two faces'.... It’s entirely dependent on what the developershave told the system to match any input to"":",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.85196453332901}]"
263376539,2018-08-03T19:12:02.000Z,Have you seen this beast? Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9819732904434204}]"
262628094,2018-08-03T18:18:52.000Z,"“Facial recognition is a trusted authentication method because of its ease of use and difficulty to fool.""
Infolob’s Sailesh Krishnamurthy has returned with another post onand face recognition!
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8330032825469971}]"
1432752938,2018-08-03T18:12:48.000Z,Thats another reason we should banin this country so terrorists can be identified it could be anyone hiding in a full dress and hoodyIm notori just want to keep our.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986864924430847}]"
230643305,2018-08-03T17:00:17.000Z,As new innovations inare made every day our notions of ownership and privacy must be redefined. The funny thing aboutis that it is actually far less invasive than many technologies we use every day:,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9910282492637634}]"
298669227,2018-08-03T16:47:03.000Z,"Report: Amazon Facial Recognition Tool ID’d 28 Congressmen as Police Suspects

 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9910839796066284}]"
15664534,2018-08-03T16:40:35.000Z,@EvangelineLilly Thank you for embracing theimages shot incamps in 2001. Wonderful to see so many imagesBasinettactics,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997884631156921}]"
15664534,2018-08-03T16:35:37.000Z, Did have a littletoand VOILA.Where goesBasinet goes theOH I better move so they can... ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.994106650352478}]"
882085725872771072,2018-08-03T16:03:35.000Z,"Any Coincidence⁉️

DHS recently tweeted the following and the similarities are ... um let's just say.. quite.. 

 



@TraffickReport1 
 

.. Children missing in Iowa and odd posts from a FB profile 👇🏻 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982878565788269}]"
201729872,2018-08-03T15:42:14.000Z,Legal expert @hilaryanyoung discussedat the mall &amp; privacy this morning with @CBCMoncton. Forcontact Hilary @@UNB ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9560191035270691}]"
88654916,2018-08-03T15:27:44.000Z,Cansave billions of dollars lost incrimes? ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978721141815186}]"
35203319,2018-08-03T15:20:53.000Z,Cansave billions of dollars lost incrimes? v/ @rajat_shrimal @jblefevre60,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984269142150879}]"
2812702646,2018-08-03T14:38:33.000Z,"Announcing our latest innovation intechnology - Codename LahAIna: A High speed Facial Recognition Technology for Realtime Video.
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9770637154579163}]"
4374719908,2018-08-03T13:30:00.000Z,"Howcould help save billions of dollars lost incrimes? v/@rajat_shrimal

@evankirstel @ipfconline1 @HaroldSinnott @mclynd @alvinfoo @JacBurns_Comext @LouisSerge @chboursin @mallys_ @jerome_joffre @kalydeoo@Ym78200 @sebbourguignon @ahier ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9915626645088196}]"
52184373,2018-08-03T13:17:01.000Z," moves to give ""social scores"" to reward or punish citizens |by @MikeQuindazzi 
CC: @Fisher85M @IoTInsights @GoIIoT
---
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9651648998260498}]"
1011604134846500868,2018-08-03T12:45:22.000Z,"Here's a small rant/suggestion motivated by this @apple tweet encouraging people to use itsaccess in lieu of passcodes. 



(1/8)

 ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9978343844413757}]"
