author_id,created_at,text,model,YM,gov_sentiment
948394560,2018-02-08T23:00:33.000Z,Police in China are usingsmart glasses to crack down on crime,NLTK,02/2018,0
250543278,2018-02-08T17:08:08.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
413585596,2018-02-08T16:53:51.000Z,"""Chinese railway station police are now wearing face recognition glasses to catch criminals"". 
",NLTK,02/2018,0
79177260,2018-02-08T13:56:47.000Z,Chinese police spot suspects withsunglasses --,NLTK,02/2018,0
297653310,2018-02-08T13:56:47.000Z,Chinese police spot suspects withsunglasses --,NLTK,02/2018,0
274391930,2018-02-08T12:19:24.000Z,Police personnel at ain 's Henan province have been equipped withhi-tech glasses that can spot suspects in a crowd. ,NLTK,02/2018,0
884374051,2018-02-08T11:45:10.000Z,Chinese police use sunglasses with facial recognition to identify suspect criminals@BBCTech,NLTK,02/2018,0
129457357,2018-02-08T10:36:07.000Z,You can run but you can’t hide. Chinese police unveil camera sunglasses.,NLTK,02/2018,0
87775422,2018-02-08T10:00:31.000Z,Railway police use real-timeglasses to fight crime duringin Zhengzhou Central China's Henan province. (Photo: VCG),NLTK,02/2018,0
1849613586,2018-02-08T09:59:20.000Z,‘Black Mirror’ technology:police donglasses to nab suspects newest use oftechnology drawingconcerns,NLTK,02/2018,0
3676660281,2018-02-08T09:59:14.000Z,Wow. Police in China are scanning travelers withglassesvia @engadget,NLTK,02/2018,1
61541177,2018-02-08T09:40:37.000Z,"Chinese Police are usingandto catch criminals. The future?
",NLTK,02/2018,0
38872768,2018-02-08T09:39:19.000Z,You decide if good or bad:withby police officers in,NLTK,02/2018,1
763203213801639936,2018-02-08T09:28:02.000Z,You can run but you can’t hide. Chinese police unveil camera sunglasses.,NLTK,02/2018,0
958640975496273922,2018-02-08T08:23:31.000Z,Hello Minority Report: Chinese police is using AI and smart glasses to recognize individuals in busy crowds,NLTK,02/2018,1
123662382,2018-02-08T08:22:24.000Z, police don high-techglasses to nab suspects ,NLTK,02/2018,0
3599428343,2018-02-08T07:49:14.000Z,"The police in China now have high-tech facial recognition glasses as part of their accessories. How cool is that! But probably not for the criminally inclined
",NLTK,02/2018,1
15327418,2018-02-08T06:08:26.000Z,"BBC News - Chinese police spot suspects with surveillance 

sunglasses",NLTK,02/2018,0
30218099,2018-02-08T05:58:31.000Z,Fave Value: more than half of US adults are recorded in police facial recognition databases,NLTK,02/2018,1
1229675046,2018-02-08T05:28:16.000Z,Chinese police spot suspects with surveillance sunglasses “Police in China have begun using sunglasses equipped with facial recognition technology to identify suspected criminals.”,NLTK,02/2018,0
1934406164,2018-02-08T04:06:13.000Z,"A Chinese policewoman wearing a camera ""connected"" to face recognition system to detect suspects.

 for",NLTK,02/2018,0
915367373380624384,2018-02-09T21:54:22.000Z,"China Cop’s Shady Shades. Police in China are starting to wear sunglasses with facial recognition to identify suspects and/or wanted individuals. Read our newsletter for more!
",NLTK,02/2018,0
347191988,2018-02-09T21:44:09.000Z,South Wales Police usedsoftware to identify and arrest three people:,NLTK,02/2018,0
906158079628029952,2018-02-09T19:01:57.000Z,On Your Face: Facial Recognition Sunglasses to ID Criminals in China,NLTK,02/2018,0
1001929386,2018-02-09T18:04:10.000Z,"Chinese police increase use of smart tech in arrests

",NLTK,02/2018,1
68506521,2018-02-09T17:49:02.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
707307657271574528,2018-02-09T17:45:53.000Z,Edmonton police hope public will fund new intelligence centre that has raised privacy concerns,NLTK,02/2018,1
707307657271574528,2018-02-09T17:00:07.000Z,Chinese police using facial recognition glasses to identify suspects,NLTK,02/2018,0
289616919,2018-02-09T16:23:05.000Z,"Chinese police using facial recognition glasses to identify suspects

",NLTK,02/2018,0
2677071486,2018-02-09T14:34:25.000Z,What tech will be used to maintain security at the 2018 Winter Olympics?,NLTK,02/2018,1
721590650563461120,2018-02-09T14:01:43.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,NLTK,02/2018,1
85761871,2018-02-09T14:01:03.000Z,"Chinese police officers were spotted wearing surveillance sunglasses equipped with facial recognition software that helps them identify potential criminals

",NLTK,02/2018,0
110790373,2018-02-09T12:51:31.000Z,Chinese police spot suspects with surveillance sunglasses,NLTK,02/2018,0
304572237,2018-02-09T08:35:13.000Z,Police : millions of citizens' faces are now digitised and searchable – but the tech is poor| @MartinPaulEviso |,NLTK,02/2018,0
927524249635397632,2018-02-09T07:15:00.000Z,"technology identifying criminals
",NLTK,02/2018,0
756371753039953921,2018-02-09T07:15:00.000Z,"technology identifying criminals
",NLTK,02/2018,0
338849585,2018-02-09T06:55:04.000Z,Chinese police are usingglasses to catch suspects. ,NLTK,02/2018,0
23684807,2018-02-10T20:36:19.000Z,Check your fancy new government issued ID. It's already here. That digital picture? They use it to find and fine you for infractions caught on surveillance and traffic cameras.,NLTK,02/2018,1
2582922301,2018-02-10T19:38:22.000Z,Chinese police get face-recognition sunglasses in crackdown on crime dissent !,NLTK,02/2018,0
4159048754,2018-02-10T16:35:03.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
2870008455,2018-02-10T05:21:04.000Z,""" Police Begin Usingto Find Suspects"": ",NLTK,02/2018,0
68506521,2018-02-11T19:12:08.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
2827421829,2018-02-11T09:23:02.000Z,"Chinese police are usingto identify potential suspects

 ",NLTK,02/2018,0
4159048754,2018-02-12T18:05:03.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
292715926,2018-02-12T13:56:19.000Z,"Role of Facial Recognition Technology in Fighting Crime


",NLTK,02/2018,0
962962160354766848,2018-02-12T09:39:41.000Z,"6 arrested using Facial Recognition technology by UK Police within an hour of the software being activated. 

 


",NLTK,02/2018,0
962962160354766848,2018-02-12T08:51:58.000Z,"Chinese police add facial-recognition glasses to surveillance arsenal. China is already a global leader in deploying cutting-edge surveillance technologies based on artificial intelligence.

 

",NLTK,02/2018,1
19237940,2018-02-12T07:25:04.000Z,Chinese police spot suspects with surveillance sunglasses - BBC News,NLTK,02/2018,0
884996146271277057,2018-02-12T02:25:14.000Z,In China The Police Wear Smart Glasses With Facial Recognitionvia @gizmochina... see who's owns patentedtechnologies,NLTK,02/2018,1
68506521,2018-02-13T21:14:01.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
25262504,2018-02-13T21:10:09.000Z,Chinese Police UsingGlasses To Identify Criminals:,NLTK,02/2018,0
136975435,2018-02-13T13:31:00.000Z,Thebeing used to fight crime now.,NLTK,02/2018,0
315981752,2018-02-13T03:58:10.000Z,Brilliant use of facial recognition through AI should help in time reduced to catch criminals evading cops!!,NLTK,02/2018,1
1559954252,2018-02-13T01:17:45.000Z,"China Police: Just started using Real ""Facial Recognition"" Technology. This will change the way security is provided to citizens. Offenders cannot hide anywhere. Welcome To The New World Of Artificial Intelligence!

",NLTK,02/2018,1
250543278,2018-02-14T22:29:02.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
2153053644,2018-02-14T22:03:01.000Z,"Would you feel safer if police force hadglasses?


",NLTK,02/2018,1
4159048754,2018-02-15T18:23:07.000Z,Chinese police are using smart glasses to identify potential suspects,NLTK,02/2018,1
845184834,2018-02-15T10:46:59.000Z,"Image recognition is helping Chinese police to track criminals. 
",NLTK,02/2018,0
57214790,2018-02-16T20:55:07.000Z,Facial-recognition sunglasses helping police catch suspects... in China.,NLTK,02/2018,0
4159048754,2018-02-16T18:05:11.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
4159048754,2018-02-17T22:45:08.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
2402548327,2018-02-17T05:18:04.000Z,if tech can predict crime it can prevent crime.i'm a fan.,NLTK,02/2018,0
48616766,2018-02-19T23:00:39.000Z,In China smart glasses are working a new beat: Chinese police are using camera-equipped glasses andtechnology to nab criminals. @PopSci explains how the tech works: ,NLTK,02/2018,0
4159048754,2018-02-19T22:23:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
250543278,2018-02-20T19:30:18.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
3320737312,2018-02-20T11:01:18.000Z, Chinese Police Using Facial Recognition Glasses To Identify Criminals,NLTK,02/2018,0
68506521,2018-02-21T22:09:01.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
2354796667,2018-02-21T09:30:23.000Z,"AI surveillance cameras could soon identify faces in a crowd with 99 percent accuracy.Is this a true reflection of the speed in which tech is going?
",NLTK,02/2018,1
4159048754,2018-02-22T18:50:04.000Z,Nvidia to create surveillance cameras that can track and identify faces in public,NLTK,02/2018,1
36312734,2018-02-22T14:16:48.000Z,"Would you feel safer if police force hadglasses?

",NLTK,02/2018,1
2153053644,2018-02-22T12:03:01.000Z,"Would you feel safer if police force hadglasses?


",NLTK,02/2018,1
297397741,2018-02-22T07:10:04.000Z,"US intelligence chief worries more about cybersecurity than terrorism

 
",NLTK,02/2018,0
546313843,2018-02-23T08:07:00.000Z,"🙍🏼🙍🏻‍♂️GROUNDBREAKING ""Your face to be your&amp; boarding pass"" Sydney Airport international terminal to trial facial-recognition tech in May @2morrowknight

@BiometricsInsti ",NLTK,02/2018,0
1132795518,2018-02-25T06:20:12.000Z,Smile you're on camera: A bank of security cameras greets Sydney derby fans as part of an anti-terrorism exercise@smh,NLTK,02/2018,1
25769038,2018-02-28T15:36:15.000Z,"I greatly oppose facial recognition. No thank you to government tracking. It’s a major invasion of privacy. The only benefit is if they track my inspiring words of healing hope &amp; faith in which they turn their lives around. 
",NLTK,02/2018,1
607865770,2018-03-01T18:28:00.000Z,"Even thoughallows China to fight crime and thus contributes to public safety it comes with a long list of limitations. 
Link - 
",NLTK,03/2018,0
390288192,2018-03-01T17:04:06.000Z,If you're interested in surveillance technology and rights read our thread on today's House of Lords debate onin security and policing: ,NLTK,03/2018,1
348974190,2018-03-01T13:09:11.000Z, debates use oftechnology in security and policing. Watch live ,NLTK,03/2018,1
76004287,2018-03-01T13:08:00.000Z,"A debate on facial recognition starting NOW in the @UKHouseofLords - @GreenJennyJones asks about the Government's use of facial recognition in the use of policing and security:

",NLTK,03/2018,1
26478168,2018-03-02T12:01:58.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,NLTK,03/2018,0
297397741,2018-03-03T18:02:12.000Z,"US intelligence chief worries more aboutthan terrorism


",NLTK,03/2018,0
30985855,2018-03-03T18:00:00.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doandcontribute?,NLTK,03/2018,0
721590650563461120,2018-03-03T11:00:18.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,NLTK,03/2018,1
948943461323067392,2018-03-06T16:02:13.000Z,Nvidia Making Facial Recognition AI for Smart City Surveillance,NLTK,03/2018,1
3094109274,2018-03-06T11:00:00.000Z,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,NLTK,03/2018,0
967723211952705536,2018-03-06T09:50:39.000Z,"@surcamcom The Gov Should useinstalled into public areas so after ""committing a crime"" law enforcement should use thedetectors to search into all public areas like buses undergrounds etc. so they will locate them quicker!",NLTK,03/2018,0
2826536509,2018-03-06T09:13:26.000Z,Police use ofcomes under fire from peers - @GreenJennyJones calls for immediate ban ,NLTK,03/2018,0
2356982959,2018-03-08T23:22:08.000Z,YITU featurestechnology at Security &amp; Counter Terror Expo ,NLTK,03/2018,0
518238327,2018-03-08T23:17:41.000Z,YITU featurestechnology at Security &amp; Counter Terror Expo ,NLTK,03/2018,0
70814947,2018-03-11T17:21:27.000Z,"BBC News - Chinese police spot suspects with surveillance sunglasses 
",NLTK,03/2018,0
2193128997,2018-03-11T08:05:59.000Z, andbets onin a big drive for total surveillance. Surveillanceare giving the government a sense that it can finally achieve the level of control over people's lives that it aspires to,NLTK,03/2018,1
718804592973053952,2018-03-12T18:53:15.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number platesvia @businessinsider,NLTK,03/2018,1
836272957,2018-03-12T16:59:08.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number plates:via @businessinsider,NLTK,03/2018,1
23076276,2018-03-12T14:42:24.000Z,There's no legislation in any state regulating or calling for the audit of facial recognition databases yet over 50% of us are in facial databases already.,NLTK,03/2018,0
2153053644,2018-03-12T12:03:02.000Z,"Would you feel safer if police force hadglasses?


",NLTK,03/2018,1
19672966,2018-03-12T07:05:17.000Z,1984: Beijing police are using facial-recognition glasses to identify car passengers and number plates @businessinsider,NLTK,03/2018,1
17662020,2018-03-13T19:04:44.000Z,China isinnovation central. New thing. Police smart sunloaded withsoftware and.,NLTK,03/2018,1
862702317912686592,2018-03-13T16:12:09.000Z,"We're big fans of facial recognition technology here at Credas. China’s police have even been testing sunglasses with built-into catch suspects and those travelling under false identities!

",NLTK,03/2018,0
17405435,2018-03-13T14:45:01.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,NLTK,03/2018,1
17405435,2018-03-13T12:40:52.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,NLTK,03/2018,1
374570827,2018-03-13T08:20:58.000Z,"used by the police to catch criminals.

",NLTK,03/2018,0
721590650563461120,2018-03-13T04:01:06.000Z,"How access controlled revolving doors can protect businesses from crime?
Read more: 
",NLTK,03/2018,0
795913618604728320,2018-03-13T04:00:02.000Z,Beijing police are using facial-recognition glasses to identify car passengers and number plates,NLTK,03/2018,1
17405435,2018-03-14T19:35:06.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,NLTK,03/2018,1
17405435,2018-03-14T12:25:08.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,NLTK,03/2018,1
297397741,2018-03-15T22:30:24.000Z," and Biometrics Could Produce Paperless Global Travel Boost Border Security


",NLTK,03/2018,1
17405435,2018-03-15T13:50:04.000Z,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,NLTK,03/2018,1
256965214,2018-03-16T11:26:14.000Z,UK House of Lords: Security and Policing:Technology ,NLTK,03/2018,1
1001929386,2018-03-17T21:35:00.000Z,"35 False Matches and 1 Erroneous Arrest As Police Secretly Test Facial Recognition Technology

 ",NLTK,03/2018,0
889506511004721153,2018-03-18T06:53:51.000Z, Technology Must Balance TheAnd Security Aspects But It Is Being Abused For Surveillance Purposes These Days Opines @Praveen_Dalal.@AdvocateGeeta @ScrapAadhaar @_Orwellian @_Biometric @CEPHRC ,NLTK,03/2018,0
294060192,2018-03-19T21:18:18.000Z,Interesting how police in Delhi India usewithcapabilities for identification ,NLTK,03/2018,1
987600932,2018-03-19T20:47:26.000Z,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,NLTK,03/2018,0
987600932,2018-03-19T18:36:06.000Z,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,NLTK,03/2018,0
4830114910,2018-03-19T18:01:03.000Z,"‘The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology and that could change how people shop’
3 Ways Retailers Can UseTo Create Better Experiences 
 ",NLTK,03/2018,1
1446376116,2018-03-20T20:26:25.000Z,"""Quietly and very rapidly facial recognition has enabled China to become the world’s most advanced surveillance state."" Rene Chun via @TheAtlantic",NLTK,03/2018,1
24945451,2018-03-20T13:51:45.000Z,The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology: find out how you can useto improve customer experience by reading this Forbes article: ,NLTK,03/2018,1
297397741,2018-03-20T01:15:00.000Z,"Mark Warner: The country is 'woefully unprepared' for cyber threats

",NLTK,03/2018,0
68506521,2018-03-21T17:25:14.000Z,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
297397741,2018-03-21T07:30:05.000Z,"Cybersecurity: Battling Crime in Cyberspace


",NLTK,03/2018,0
250543278,2018-03-22T18:26:02.000Z,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
4159048754,2018-03-23T16:20:02.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
68506521,2018-03-24T20:58:03.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
250543278,2018-03-25T17:30:20.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
841278179276857344,2018-03-26T17:35:04.000Z,"Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.


Readmore: ",NLTK,03/2018,1
920122256365199360,2018-03-26T04:03:11.000Z,Growth of facial recognition software in China..in 2017 over 530 video surveillance patents and more than 900 facialrecognition patents were published in China including private market activity &amp; government monitoring schemes.,NLTK,03/2018,1
68506521,2018-03-27T18:37:01.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
1229675046,2018-03-27T16:47:28.000Z,“Race and Face Recognition: Discovering Algorithmic Bias in a Powerful Surveillance Technology” w/ Poet of Code Joy Buolamwini PhD Student MIT/Founder Algorithmic Justice League @jovialjoy@GeorgetownCPT@MIT,NLTK,03/2018,1
990923694,2018-03-27T15:48:24.000Z,"@MODIfiedVikas @SanghParivarOrg @INCIndia Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",NLTK,03/2018,1
990923694,2018-03-27T15:47:55.000Z,"@oppomobileindia Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",NLTK,03/2018,1
990923694,2018-03-27T15:47:45.000Z,"@ayushmannk Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",NLTK,03/2018,1
4159048754,2018-03-28T16:35:10.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
68506521,2018-03-29T23:30:19.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
248823569,2018-03-29T14:28:55.000Z,The southern Chinese city of Shenzhen is exploring a system where through the use of surveillance cameras and AI-basedjaywalkers get text messages notifying them of their violation and fining them as soon as they break the law. ,NLTK,03/2018,0
4159048754,2018-03-30T18:20:13.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
721590650563461120,2018-03-30T14:01:02.000Z,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,NLTK,03/2018,1
721590650563461120,2018-03-30T11:01:01.000Z,"How access controlled revolving doors can protect businesses from crime?
Read more: 
",NLTK,03/2018,0
250543278,2018-03-31T20:44:02.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,03/2018,1
225535781,2018-03-31T08:44:23.000Z,"Why residents of Shenzhen China don’t dare jaywalk.

 tech - part of vast surveillance machine built by government (will feed into 'national social credit rating system')!! 

Many questions come to mind!


",NLTK,03/2018,1
16476911,2018-04-01T23:00:08.000Z, technology 'could prevent future terror attacks' - ,NLTK,04/2018,0
4159048754,2018-04-01T22:18:01.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,04/2018,1
68506521,2018-04-02T18:59:02.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,04/2018,1
100568030,2018-04-03T20:09:37.000Z,Can Police Use a Dead Man’s Finger to Unlock His iPhone? Sometimes.@sharonnelsonesq,NLTK,04/2018,0
250543278,2018-04-03T19:20:05.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,04/2018,1
68506521,2018-04-04T17:25:04.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,04/2018,1
207556133,2018-04-04T16:48:03.000Z,End ofin public places?fears as police team with tech firms to create AI for real timeway ahead here,NLTK,04/2018,1
920122256365199360,2018-04-04T04:42:23.000Z,Fans Are the Target of Madison Square Garden’s New Facial-Recognition Technology...Facial recognition is a threat to privacy and the latest frontier in surveillance.,NLTK,04/2018,0
920122256365199360,2018-04-04T03:55:15.000Z,Pakistan developing security system for facial recognition in video surveillance.. Ministry of Information Technology &amp; Telecommunications developing face recognition system which would be available soonand used in video surveillance..,NLTK,04/2018,1
2307675307,2018-04-04T02:05:00.000Z,Artificial Intelligence Could Soon Enhance Real-Time Police Surveillance,NLTK,04/2018,1
4159048754,2018-04-05T18:04:06.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,NLTK,04/2018,1
970977090,2018-04-05T02:01:05.000Z,"What do you think about ?

""'Facial identification service (FIS) was limited to law enforcement and border protection agencies but said it would be “very concerned” if... ",NLTK,04/2018,0
