author_id,created_at,text,score
16228337,2018-08-01T19:03:00.000Z,"""Letter signed by @JerryNadler @RonWyden @CoryBooker @ChrisCoons @EdMarkey asks @USGAO 'whether commercial entities sellingaudit use of tech to ensure ...[it doesn't] raise privacy civil rights and civil liberties concerns:'""

",POSITIVE
296728882,2018-08-01T19:02:46.000Z,The only thing that’s “dangerously inaccurate” is this continual irresponsible and deliberate misrepresenting of the facts around . At this time of heightened knife and street crime and the threat of terrorism you’re a clear danger to public safety. ,NEGATIVE
58418015,2018-08-01T18:54:19.000Z,"UK police are increasingly using automated facial recognition on CCTV footage to identify persons of interest.
",POSITIVE
35813792,2018-08-01T18:34:00.000Z,definitely has a ways to go but didget this one right?,POSITIVE
2249121151,2018-08-01T17:42:00.000Z,Face recognition screens egg donors so your child will look like you @NewScientist,POSITIVE
1018723811993112577,2018-08-01T17:23:50.000Z,Facial recognition is helping farmers to assess crop health and identify animals.,POSITIVE
996785311286898688,2018-08-01T17:11:17.000Z,ACMLarry: Amazon Face Recognition Falsely Matches 28 Lawmakers With Mugshots ACLU Says,POSITIVE
19998849,2018-08-01T17:11:01.000Z,'Dangerously inaccurate' and authoritariantechnology hit by legal challenge on eve of London trial@bbw1984 @GreenJennyJones ,NEGATIVE
10771782,2018-08-01T17:08:03.000Z,10 Successful Applications Of AI In Business,POSITIVE
1152015530,2018-08-01T17:07:16.000Z,Amazon Face Recognition Falsely Matches 28 Lawmakers With Mugshots ACLU Says,POSITIVE
31271055,2018-08-01T16:59:11.000Z,Artificial intelligence can accurately predict your personality by scanning your eyes: Machine-learning algorithms demonstrate links between eye movements &amp; 4 of the big 5 personality traits.@ABoipc,POSITIVE
291785111,2018-08-01T16:49:04.000Z,Amazon’smatched 28 members of Congress to criminal mugshots,NEGATIVE
912695306554368001,2018-08-01T16:15:54.000Z,Microsoft's improved facial recognition tech aims for inclusion |,POSITIVE
83588783,2018-08-01T16:01:24.000Z,It is not just guests who get to useinsecurity. Staff are now required to useto enter secure locations within the airport. Discover how staff are integrating safety.via @The_RiotACT,POSITIVE
917305795,2018-08-01T15:36:22.000Z,Rekognition software is surveillance gone too far and it won’t keep the public safe - rather it will put communities of color in danger.via @aclu ,POSITIVE
900300126312333312,2018-08-01T14:01:38.000Z,@Interpol is now usingtechnology to track down the convicted sex offender who is a key suspect in the brutal murder of Co Limerick pensioner Rosie Hanrahan. Lets hope that the offender of this terrible crime is caught soon,NEGATIVE
192666974,2018-08-01T13:43:45.000Z,I'm no longer certain I'm down with this wholerevolution.,NEGATIVE
1436070643,2018-08-01T13:28:38.000Z,Canbe used to assess personalty? The old aggressive @RichOnFilm finds out thatsystems can be biased as he gazes into the Biometric Mirror.via @nwtls,NEGATIVE
1011604134846500868,2018-08-01T13:22:10.000Z,"Interesting take on recent @ACLUnews re: IDing members of Congress. 

More discussion needed about whether law enforcement's ubiquitous use of facial recognition would be worthwhile even IF it were 100% accurate. 

It raises serious safety/civil liberty issues ",POSITIVE
22194854,2018-08-01T12:30:28.000Z,"Democrats call for federal review ofby Government Accountability Office.



This follows the @ACLU report on problems with Amazon's facial recognition system.

 by @snowjake",NEGATIVE
41330386,2018-08-01T11:30:23.000Z,Use @OceanOutdoorUK's exclusivetechnology to deliver engaging messages to last minutemale shoppers. ,POSITIVE
43266236,2018-08-01T11:20:54.000Z,"Big Brother i watching -needsregulations
Will facial recognition software make the world a safer place or will it make the marginalized more vulnerable?



 Photo - Courtesy -",POSITIVE
50636347,2018-08-01T09:52:08.000Z,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,POSITIVE
50636347,2018-08-01T09:39:22.000Z,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,POSITIVE
111905557,2018-08-01T09:38:13.000Z,"Marcus Stefanelli @ModArtIsRubbish discussing aspects of our show and other interesting Artist - 
",POSITIVE
2613682580,2018-08-01T09:15:38.000Z," will introduce new-age retail to theindustry withand ! This will transform the current e-commerce landscape by blending online and offline shopping to create a seamless experience.
Read:",POSITIVE
1409726425,2018-08-01T08:52:42.000Z,"8 problems that can be easily solved by 
 via @MarutiTech


@alvinfoo @IIoT_World @robvank @vinod1975 @TopCyberNews @ingliguori @enricomolinari ",POSITIVE
1434650790,2018-08-01T08:32:41.000Z,10 Successful Applications OfInvia @forbes,POSITIVE
42249397,2018-08-01T07:00:26.000Z,Facial Recognition- good or bad?,NEGATIVE
718804592973053952,2018-08-01T02:08:53.000Z,"As facial recognition templates become more -aware it is likely recognition accuracy will decrease.
(Mindful that current accuracy rates need improvement)
 via @marketwatch",POSITIVE
809689194,2018-08-01T02:00:17.000Z,"Facial recognition gives police a powerful new tracking tool. 
",POSITIVE
536999836,2018-08-01T01:30:10.000Z,Could be useful tool as long as there are safeguards if you're not convinced wear a mask --&gt; Facial recognition gives police a powerful new tracking tool. It’s also raising alarms.via @nbcnews,POSITIVE
169980250,2018-08-01T01:24:59.000Z,@IT_Creations Thank you for this great review.,POSITIVE
13543842,2018-08-01T01:05:01.000Z, Responds to's Highly Critical Report ofTech -gets better every year but is it still too early to fully adopt the technology? |,POSITIVE
1662485388,2018-08-02T22:42:26.000Z,Lawmakers Can't Ignore Facial Recognition's Bias Anymore –– … via @WIRED,POSITIVE
2196184676,2018-08-02T22:08:20.000Z,RT MikeQuindazzi : By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;… ,POSITIVE
17393008,2018-08-02T22:03:07.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
2344530218,2018-08-02T22:03:03.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
15003048,2018-08-02T21:53:31.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
724611831785000960,2018-08-02T21:32:27.000Z,'I was shocked it was so easy': ​meet the professor who says​​can tell if you're gay.,POSITIVE
407850830,2018-08-02T21:10:09.000Z,"Given the recent debate about potential hazards ofit's hard to be reassured by statements like ""This is an unobtrusive way to monitor our moods.” From @MIT via @acmTechNews ",POSITIVE
1513621700,2018-08-02T20:35:45.000Z,"@CrowdJustice @bbw1984 @GreenJennyJones Hard to read this police statement without hearing an ominous unspoken “yet” -&gt;

‘Britain’s largest force confirmed that anyone refusing to be scanned “will not be viewed as suspicious”.’

",NEGATIVE
1025022003495952385,2018-08-02T20:26:36.000Z,"Our natural neem and aloe Vera facial cream and soap bars has insecticidal properties antifungal soothing and moisturising helps treat Acne scabies psoriasis ringworm preventing infections and ulcers

",POSITIVE
1643372640,2018-08-02T20:21:03.000Z,Amazon AI expert says government should regulate facial recognition@Telegraph ,POSITIVE
86666799,2018-08-02T19:46:10.000Z,Amazon's Rekognition System Sees Criminals In Congress,NEGATIVE
407206775,2018-08-02T19:43:35.000Z,is the future oftechnology. Companies like @nextepsystems are making the ordering and payment process as seamless as ever. Learn whatandare implementing these emerging technologies:,POSITIVE
726823336114835456,2018-08-02T19:40:34.000Z,: Observe HowLikeHas Made TheUseful For More Than Just . Courtesy Of @DigitalIWorld. Click Here -. . . . . .,POSITIVE
230643305,2018-08-02T19:23:11.000Z,Grainy security camera footage and EAS tags are yesterday’stactics! Here are 5 major reasons why surveillance usingis the future ofloss prevention:,POSITIVE
240402567,2018-08-02T19:21:33.000Z,"But they're due to get a national face database. Great. ""As part of the agreement...Harare will send data on millions of black faces to the Chinese company to help train the technology toward darker skin tones. The currency here is data as well as dollars."" Agh ",POSITIVE
263376539,2018-08-02T19:17:20.000Z,We know you want one…Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE
2356982959,2018-08-02T19:17:18.000Z, launches cloud-basedaccess control solution ,POSITIVE
518238327,2018-08-02T19:12:56.000Z, launches cloud-basedaccess control solution ,POSITIVE
1423656548,2018-08-02T18:45:00.000Z,"Thedoesn't have a plan for dealing with bias insay experts

",NEGATIVE
4166755647,2018-08-02T18:15:38.000Z,"""At least two Calgary malls are using facial recognition technology to track shoppers' ages and genders without first notifying them or obtaining their explicit consent.""

",POSITIVE
760128916652777472,2018-08-02T17:48:52.000Z, is really taking criminal activity and date to the next level.,NEGATIVE
25471555,2018-08-02T17:23:30.000Z,"""It is a very reasonable idea however for the government to weigh in and specify what temperature (or confidence levels) it wants law enforcement agencies to meet to assist in their public safety work"" says Amazon re: : ",POSITIVE
96174420,2018-08-02T17:08:24.000Z,Want to be a Gorilla? Come to the Get Hirednext Tuesday August 7th and learn about projects onand more!,POSITIVE
968981132816478208,2018-08-02T17:00:39.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE
423747460,2018-08-02T16:48:41.000Z,I had a play with&amp;today thanks to . What did I learn? I need to take more pics when I’m surprised 😮 (being happy 😃 ages me...!)@EdgeArtsBath ,POSITIVE
884022229,2018-08-02T16:16:57.000Z, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
15664534,2018-08-02T16:12:27.000Z,Keep counting... @TwitterMoments⚡️ “ calls family separations 'a low point' of her time at the White House”divertsandto the 01%,NEGATIVE
77312459,2018-08-02T16:00:28.000Z,"@IdemiaGroup'stechnology touches down at Oslo Airport. Norway police also use tech for ""remote monitoring solution.""",POSITIVE
213066418,2018-08-02T14:35:41.000Z,"We know that anything that takes your attention away from the road can lead to potentially deadly crashes. Our newsystem designed to keep driver’s attention focused on the road ahead.
",POSITIVE
177717760,2018-08-02T14:08:49.000Z,"mt @MikeQuindazzi

Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;",POSITIVE
900300126312333312,2018-08-02T14:01:23.000Z,A legal challenge against the use of automatictechnology by police has been launched by @bbw1984 who are arguing that it breaches the rights of individuals under the Human Rights Act,NEGATIVE
2365586707,2018-08-02T14:00:02.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE
16229885,2018-08-02T13:27:49.000Z,Microsoft says the emerging technology must be legislated but that may be a hard sell even as facial recognition issues increasefor @ITProToday,NEGATIVE
606534299,2018-08-02T12:52:39.000Z,"Imagine usingto target conversations at- collect picture at registration connect tothen event personnel can start targeted conversations with attendees-strangers (dynamic advertising next) 
",POSITIVE
922425271218851840,2018-08-02T12:32:02.000Z,Crime fighting is evolving. In a trial Chinese police used&amp;tech to catch 7 offenders and 26 people travelling with fake ID. Tech for good? Via @wef,NEGATIVE
934128467817451522,2018-08-02T12:28:03.000Z,"Chinese guests at two Marriott hotels in China nowcan check in by using a smart kiosk powered by Alibaba’s facial-recognition technology.
 ",POSITIVE
83112614,2018-08-02T12:24:20.000Z,"Smile you're probably on facial recognition software.@donwaugh1co-CEO of@appliedrecog on @CBC story.^rs

",POSITIVE
30985855,2018-08-02T11:00:00.000Z,: We will be hosting a series of lunch and learns in Florida from August 14-16th. Join us for our first leg in Pinellas County on August 14th to learn more about how you can use   and  Analysis in your investig... ,POSITIVE
2782300825,2018-08-02T10:00:01.000Z,Now 8 days left of @bbw1984 crowdfund to stopand protect freedom ,POSITIVE
235153539,2018-08-02T09:56:06.000Z,‘Despite “real-time” ’s potential for crime-prevention it is raising alarms of the risks of mistakes and abuse. Those concerns are coming not only from privacy and civil rights advocates but increasingly from tech firms themselves.’ ,NEGATIVE
235153539,2018-08-02T09:53:22.000Z,"""Generally speaking our office has identifiedas having the potential to be the most highly invasive of the current popular biometric identifying technologies"" ",POSITIVE
1852333568,2018-08-02T09:51:49.000Z,"""Ultimately our “Media 2.0” world requires fearless action and experimentation"" Thank you @pcsathy for the great interview on Reminiz Insights blog !

",POSITIVE
4147711,2018-08-02T09:23:40.000Z,SenseTime is the chinese company ofthe most valuable of the world.,POSITIVE
2365586707,2018-08-02T09:00:00.000Z,How your face could land you in trouble.technology advances by the day but problems with misidentifications persist argues Clare Garvie ,NEGATIVE
884022229,2018-08-02T08:42:28.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
899956942566830080,2018-08-02T08:21:06.000Z,Biometric Mirror is there and ready to analyze youvia @YouTube,POSITIVE
546313843,2018-08-02T08:00:12.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation @2morrowknight",NEGATIVE
19694376,2018-08-02T06:58:42.000Z,Ready to be interviewed on @awscloud,POSITIVE
19478383,2018-08-02T03:23:02.000Z,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation.",NEGATIVE
899230542780022784,2018-08-02T03:18:31.000Z,Tech News via @7GTech -@MikeQuindazzi: 'Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;see more ,POSITIVE
612498975,2018-08-02T02:54:20.000Z,This algorithm says I'm aggressive irresponsible and unattractive. But should we believe it?,NEGATIVE
974144123480494080,2018-08-02T02:28:45.000Z,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;ht: @MIKEQUINDAZZI,POSITIVE
241185642,2018-08-02T01:15:08.000Z,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",POSITIVE
15003048,2018-08-03T23:40:41.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
16651632,2018-08-03T21:45:00.000Z,"RealNetworks recently introduced SAFR a program for detecting and matching faces in real time. The goal of making the system free said Chairman and CEO Rob Glaser is to ""make schools safer.""",POSITIVE
31271055,2018-08-03T21:41:49.000Z,@PrivacyPrivee has launched an investigation into Cadillac Fairview over the use oftechnology in malls,POSITIVE
26478168,2018-08-03T20:33:06.000Z,The facts remain true! Alarmist claims cannot be supported anduse ofsystems continue to generate valuable investigative leads! ,POSITIVE
518893575,2018-08-03T20:18:43.000Z,"@BBCWorld ❶South Korea'sPorn Epidemic🔴

❷How to Protect Your&amp; OutsmartSystems🔴",POSITIVE
3432386097,2018-08-03T20:11:24.000Z,"Read my latest in @pcmag: Should we fear or embrace ?

 ",NEGATIVE
77312459,2018-08-03T19:30:23.000Z,. @hertasecurity's deployment oftechnology awarded“Best Latin American Security Project” by a panel of industry professionals.,POSITIVE
1072508497,2018-08-03T19:17:50.000Z,"On confidence in : confidence scores reflect “'the system’s own confidence in its ability to match two faces'.... It’s entirely dependent on what the developershave told the system to match any input to"":",POSITIVE
263376539,2018-08-03T19:12:02.000Z,Have you seen this beast? Check out our review of thehigh-performance server. Dualprocessors 3TB memory + support for 8GPUs.,POSITIVE
262628094,2018-08-03T18:18:52.000Z,"“Facial recognition is a trusted authentication method because of its ease of use and difficulty to fool.""
Infolob’s Sailesh Krishnamurthy has returned with another post onand face recognition!
 ",POSITIVE
1432752938,2018-08-03T18:12:48.000Z,Thats another reason we should banin this country so terrorists can be identified it could be anyone hiding in a full dress and hoodyIm notori just want to keep our.,NEGATIVE
230643305,2018-08-03T17:00:17.000Z,As new innovations inare made every day our notions of ownership and privacy must be redefined. The funny thing aboutis that it is actually far less invasive than many technologies we use every day:,POSITIVE
298669227,2018-08-03T16:47:03.000Z,"Report: Amazon Facial Recognition Tool ID’d 28 Congressmen as Police Suspects

 ",NEGATIVE
15664534,2018-08-03T16:40:35.000Z,@EvangelineLilly Thank you for embracing theimages shot incamps in 2001. Wonderful to see so many imagesBasinettactics,POSITIVE
15664534,2018-08-03T16:35:37.000Z, Did have a littletoand VOILA.Where goesBasinet goes theOH I better move so they can... ,POSITIVE
882085725872771072,2018-08-03T16:03:35.000Z,"Any Coincidence⁉️

DHS recently tweeted the following and the similarities are ... um let's just say.. quite.. 

 



@TraffickReport1 
 

.. Children missing in Iowa and odd posts from a FB profile 👇🏻 ",NEGATIVE
201729872,2018-08-03T15:42:14.000Z,Legal expert @hilaryanyoung discussedat the mall &amp; privacy this morning with @CBCMoncton. Forcontact Hilary @@UNB ,POSITIVE
88654916,2018-08-03T15:27:44.000Z,Cansave billions of dollars lost incrimes? ,NEGATIVE
35203319,2018-08-03T15:20:53.000Z,Cansave billions of dollars lost incrimes? v/ @rajat_shrimal @jblefevre60,NEGATIVE
2812702646,2018-08-03T14:38:33.000Z,"Announcing our latest innovation intechnology - Codename LahAIna: A High speed Facial Recognition Technology for Realtime Video.
 ",POSITIVE
4374719908,2018-08-03T13:30:00.000Z,"Howcould help save billions of dollars lost incrimes? v/@rajat_shrimal

@evankirstel @ipfconline1 @HaroldSinnott @mclynd @alvinfoo @JacBurns_Comext @LouisSerge @chboursin @mallys_ @jerome_joffre @kalydeoo@Ym78200 @sebbourguignon @ahier ",POSITIVE
52184373,2018-08-03T13:17:01.000Z," moves to give ""social scores"" to reward or punish citizens |by @MikeQuindazzi 
CC: @Fisher85M @IoTInsights @GoIIoT
---
",POSITIVE
1011604134846500868,2018-08-03T12:45:22.000Z,"Here's a small rant/suggestion motivated by this @apple tweet encouraging people to use itsaccess in lieu of passcodes. 



(1/8)

 ",POSITIVE
15664534,2018-08-03T12:43:37.000Z,Morerightdivertsandto the Richie riches! ,POSITIVE
3012555684,2018-08-03T12:37:27.000Z," glasses are being used to spot criminals in .

",NEGATIVE
15664534,2018-08-03T12:18:33.000Z,Basinet for decades divertingandto the .01%is not talent ,NEGATIVE
12964542,2018-08-03T11:00:03.000Z,"Facial Recognition Is the Perfect Tool for Oppression: ""With such a grave threat to&amp; civil liberties measured regulation should be abandoned in favor of an outright ban"" - Woodrow Hartzog @hartzog &amp; Evan Selinger @EvanSelinger",NEGATIVE
3166958767,2018-08-03T10:31:06.000Z,A menace disguised as a gift,NEGATIVE
1536562052,2018-08-03T10:16:15.000Z,"RT Ronald_vanLoon ""BetterTechniques Leave Passwords In The Dust
by dannybradbury Forbes DellTech |

Read more here: 

… ",NEGATIVE
555031989,2018-08-03T10:08:41.000Z,"BetterTechniques Leave Passwords In The Dust
by @dannybradbury @Forbes @DellTech |

Read more here: 



cc: @citylab @smartcitiesdive ",NEGATIVE
799200604040163328,2018-08-03T09:15:26.000Z,Welcome to the airport of the future where your face is your passport |,POSITIVE
15169751,2018-08-03T09:08:34.000Z, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …,NEGATIVE
268201193,2018-08-03T07:10:16.000Z,"ThePolice is now equipped with a powerfulsystem integrated with TSCOP app which will aid the Investigation Officers in the prevention of crime and Identification of criminals and suspects across the state in real time.

",NEGATIVE
863014260087173120,2018-08-03T06:42:50.000Z, needs collective ethics inlaws. And education for humankind. Like this next step @isaca @ITauditors ,POSITIVE
2808577839,2018-08-03T06:33:29.000Z,FashNerd | HyperFace A 'Smart Textile' Collection Designed To Protect Your Privacy,POSITIVE
40028364,2018-08-03T06:17:34.000Z,Yeah nope.,POSITIVE
2312176156,2018-08-03T05:51:37.000Z,"my smile eye

my
 ",POSITIVE
3169916217,2018-08-03T05:45:07.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
106287256,2018-08-03T04:05:02.000Z,"@IntelliVision_ announced that the latest version of itstechnology now runs as a cloud-based service as well as on edge devices and on-premise servers.

",POSITIVE
967541386517020674,2018-08-03T02:32:24.000Z,"@UnfoldPrints @Drone_Pilot_AI @face_crunch @SecureSelfies @skyfaceAI @Zenusinc @PainChek @DevPhotobooth ""...many people...say 'Oh this data must be correct because it's a computer and a computer is better than a person in making assumptions and drawing conclusions.'"" It's MY CONCERN w/ The newest tech still depends on human to select which data/info to be input!",POSITIVE
17393008,2018-08-03T02:20:05.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
35203319,2018-08-03T02:20:02.000Z,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
136709765,2018-08-04T20:45:05.000Z,The benefits and risks of facial recognition technology used for surveillance purposes explained in plain English,POSITIVE
407850830,2018-08-04T20:05:32.000Z,I’m not sure this is reassuring given concerns aboutcontroversy,POSITIVE
15664534,2018-08-04T19:38:26.000Z,@KellyO So doesand is not !Divertand . @NBCNews created theshow -tactics!,POSITIVE
861861525883158528,2018-08-04T17:00:30.000Z,Amazon’s Facial Recgonition Software Has a Dangerous Race Problem,NEGATIVE
31271055,2018-08-04T16:00:11.000Z,"@PrivacyPrivee identifies ""as having the potential to be the most highly invasive of the current popular biometric identifying technologies."" @PACC_CCAP prez @PolskySays agrees. ",POSITIVE
3166958767,2018-08-04T14:56:37.000Z,Thanks @Bindu_Suri for a great talk about&amp;this morning on @GlobalCalgary,POSITIVE
1020335020228202496,2018-08-04T14:55:34.000Z,"What a Smash! 32k! Does anyone accept the challenge?

 
",POSITIVE
805741436465512448,2018-08-04T14:21:00.000Z,Dems demand GAO review oftechnology for law enforcement use,NEGATIVE
24204193,2018-08-04T13:24:28.000Z,"You Are Relying on Artificial Intelligence More Than You Realize

 ",POSITIVE
20406838,2018-08-04T12:31:34.000Z," is the perfect tool for oppression. 
With such a grave threat toand civil liberties measuredshould be abandoned in favor of an outright ban. By @hartzog and @EvanSelinger 
 ",NEGATIVE
590339623,2018-08-04T12:16:59.000Z,@macleans : Howsoftware is slowly eroding- and it maybe too late to not have any due to lack of strong privacy laws -@infosecsw ,POSITIVE
395317508,2018-08-04T10:31:20.000Z,The Argument to ban Facial Recognition: “Facial Recognition Is the Perfect Tool for Oppression” by @hartzog,NEGATIVE
961557361189146624,2018-08-04T10:06:31.000Z,Playing with @TensorFlowin low light. Baby steps to,NEGATIVE
2280770018,2018-08-04T09:08:51.000Z," is the perfect tool for oppression







",POSITIVE
250657839,2018-08-04T07:05:27.000Z,"# is usingfor crime prevention via @wef 

",NEGATIVE
47973,2018-08-04T06:30:15.000Z,“ Is the Perfect Tool for Oppression” by @hartzog&lt; do the cons outweigh the pros?,POSITIVE
794815,2018-08-04T06:20:46.000Z,"Usingfor crime prevention in China via @wef 



@IrmaRaste @Fede_Aguggini @HaroldSinnott @MS1MN @Droit_IA @evankirstel @JGrobicki @diioannid @jornalistavitor @schmarzo@LewisHowes @ModrnMarket @NexWebSites

",NEGATIVE
1229454871,2018-08-04T05:20:33.000Z,Consumer-leadpractices will harm citizens. Excellent analysis and great example of engaged scholarship. ,POSITIVE
407850830,2018-08-04T03:15:13.000Z,The ACLU was first but this new study Amazon’smatched a black man’s arrest photo to former US secretary of state Condoleezza Rice. Even more disturbing the tool claimed 96% confidence in the result!,NEGATIVE
774641814938812417,2018-08-04T02:54:17.000Z,@Toninelligianc1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NEGATIVE
774641814938812417,2018-08-04T02:53:58.000Z,@Toninelligianc1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NEGATIVE
15664534,2018-08-04T02:20:00.000Z,@Moneyish @TheVannaWhite Listening to my inner voice tells me thattactics divert the income and independent spirit of women@ABCNetwork @WheelofFortune,POSITIVE
398537198,2018-08-04T01:03:08.000Z,"Well this is unpleasant.

",NEGATIVE
2161204918,2018-08-05T20:27:25.000Z,"@hey_jay_pee @NSRasta @AncientSubHunt The mobile version says ""Unofficial US Navy site"" so I *speculate* the cruise books are ahobbyist who died or aproject that expired INTERNIC shows 2005-2016 activity.

@USNavyEurope @mrc_rcn @RoyalNavy @nznavy @korpsmariniers @NATO_MARCOM?",NEGATIVE
2356982959,2018-08-05T20:03:13.000Z,Ever AItechnology supports multiple use cases ,POSITIVE
518238327,2018-08-05T20:00:08.000Z,Ever AItechnology supports multiple use cases ,POSITIVE
3166958767,2018-08-05T19:26:48.000Z,Public ire swiftly led to @ABoipc &amp; @PrivacyPrivee launching investigations &amp; the use oftech being suspended pending the outcome. People really DO care about their(despite what marketers want us to believe),POSITIVE
31271055,2018-08-05T18:27:16.000Z,Guidance from the @PrivacyPrivee &amp; @ABoipc investigations will be important to guide future use/implementation of,POSITIVE
912695306554368001,2018-08-05T18:04:15.000Z,Microsoft's improved facial recognition tech aims for inclusion |,POSITIVE
72665057,2018-08-05T17:30:56.000Z,Thanks for posting this to keep the discussion in the public arena.is far from being sufficiently trustworthy for most methods now being attempted. Law enforcement comes to mind where some of the most egregious errors may occur. Social oppression is another. ,POSITIVE
218790097,2018-08-05T17:17:48.000Z, as the perfect tool for oppression ,POSITIVE
35803593,2018-08-05T17:15:05.000Z, companies just woke up to a big problem with their@qz @davegershgorn HT @Flipboard,NEGATIVE
836272957,2018-08-05T16:59:04.000Z,Why Amazon’s facial recognition system should worry you:,NEGATIVE
25471555,2018-08-05T16:46:18.000Z,Playing around with Amazon Rekognition because that's how I do on Sundays and the demo is not doing so hot on bald Joe!,POSITIVE
912695306554368001,2018-08-05T16:26:47.000Z,Microsoft's improved facial recognition tech aims for inclusion |,POSITIVE
