author_id,created_at,text,score
16228337,2018-11-02T13:03:00.000Z,"“The serious lack of familiarity with cybersecurity ...speaks volumes about the district’s lack of preparation to safely store and collect biometric data on the students parents and teachers who pass through its schools every day:"" 

",NEGATIVE
61253865,2018-11-02T12:58:52.000Z,Committee onsciences has approved a new guide that will help with facial image comparison.@ForSciWeek,POSITIVE
2916609675,2018-11-02T12:41:25.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE
1337085834,2018-11-02T12:18:12.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi @TamaraMcCleary ,POSITIVE
256965214,2018-11-02T12:17:21.000Z,"What?!at Champions League Final in South Wales Generated a ""92% False Positive Rate""? What Does that Even Mean? - -@Inspectorslloyd",POSITIVE
16228337,2018-11-02T12:02:00.000Z,"""But systems dependent on machine learning especially ones involvingare still flawed &amp; biased. At a time when crossing borders is already ...unfairly biased throwing a partial imperfect 'agent' into mix raises justified concerns:""

",NEGATIVE
23580853,2018-11-02T11:49:03.000Z,Ever consideredfor your Security System? You can use facial recognition for much more than security: it can help with customer demographic analysis behaviors analysis key customer recognition access control... Read more here @Axis,POSITIVE
884022229,2018-11-02T11:12:01.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi,POSITIVE
2875152886,2018-11-02T10:58:27.000Z,Interesting article on gender and skin-type bias in,POSITIVE
2249121151,2018-11-02T09:03:00.000Z,Facial recognition may soon be coming to an airport security line near you @nytimes,POSITIVE
747040693,2018-11-02T07:17:25.000Z,RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi ,POSITIVE
205117304,2018-11-02T07:07:21.000Z,RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi…,POSITIVE
1573612315,2018-11-02T06:06:26.000Z,MikeQuindazzi: RT TamaraMcCleary:will help us live longer reports !MT jblefevre60 via MikeQuindazzi …,POSITIVE
3311168160,2018-11-02T06:01:32.000Z,@WesternAU_AU101's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NEGATIVE
2307675307,2018-11-02T05:57:00.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE
817722610754658304,2018-11-02T04:50:39.000Z,My must-read-pick of the week. Even though GDPR is quite restrictive there are exceptions within it that allow the collection and use of sensitive data. A good overview of compliancies.,POSITIVE
177781178,2018-11-02T02:33:12.000Z,"Aw snap did we forget to mention that we are on the New Sarawak Tribune. Well we were! Read to find out more.
@MyCEB @New_ST @SarawakTravel @sarawakcb ",POSITIVE
19507168,2018-11-02T01:22:20.000Z,It's notable that over 111 new faces that came to my door towere identified by my @Nestlast night for . I do have signage up to alert visitors but while I've purged thedata this raises&amp;concerns.,POSITIVE
17393008,2018-11-03T23:31:42.000Z,via @evankirstel:will help us live longervia @MikeQuindazzi,POSITIVE
35203319,2018-11-03T23:30:11.000Z, will help us live longervia @MikeQuindazzi,POSITIVE
1036115508,2018-11-03T21:10:04.000Z,"Good morning Australia. Welcome to your brave new world.


",POSITIVE
44800690,2018-11-03T19:13:21.000Z,Detecting fake face images created by both humans and machines,NEGATIVE
2336470682,2018-11-03T18:59:14.000Z,"""Using a combination ofpattern recognition... TrapWire created a system that is able to identify patterns indicative of planned criminal behavior ... @edmontonpolice @rcmpgrcpolice

",NEGATIVE
291831562,2018-11-03T18:01:11.000Z,"You can now pay for your fried chicken with a smile because credit cards are so 2016


@MikeQuindazzi @SpirosMargaris @jblefevre60 @JimMarous @psb_dc @Xbond49 @guzmand @helene_wpli @andi_staub @leimer @antgrasso @FrRonconi ",POSITIVE
2934239943,2018-11-03T17:46:06.000Z,@joshspero @britishmuseumand a growing digital surveillance state are not far off for metropolitan convenience 🤔,POSITIVE
297397741,2018-11-03T16:48:01.000Z,"Windows Edition of Free Facial Recognition Launched

",POSITIVE
1536562052,2018-11-03T16:06:07.000Z,"RT Ronald_vanLoon ""Ancan create amodel of a person
by sciencemagazine |



Cc: drfeifei … ",POSITIVE
555031989,2018-11-03T16:05:00.000Z,"Ancan create amodel of a person
by @sciencemagazine |



Cc: @drfeifei",POSITIVE
516034301,2018-11-03T15:55:16.000Z, Tech Ready for Its Post-Phone Future (hopefully a really small one if you ask me),POSITIVE
120296379,2018-11-03T15:35:39.000Z," will help us live longer reports ! 

@SwissCognitive ",POSITIVE
26793528,2018-11-03T15:23:49.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
386538440,2018-11-03T15:14:28.000Z," of @tamaramccleary 
 
 will help us live longer reports !..

@SwissCognitive - Join our weekly",POSITIVE
4620416841,2018-11-03T14:44:31.000Z,It's interesting to note that these companies will barely discuss their software and when pressed clam up. Do you trust them?,POSITIVE
836272957,2018-11-03T14:19:04.000Z,Why Amazon’s facial recognition system should worry you:,NEGATIVE
1784151,2018-11-03T14:15:15.000Z,is playing an increasingly prominent role in many areas of our lives from security and law enforcement to retail marketing banking and healthcare.,POSITIVE
489795482,2018-11-03T14:03:51.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
50636347,2018-11-03T13:10:09.000Z,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,POSITIVE
214149678,2018-11-03T12:50:05.000Z,For users smartphone applications likecan increase usability and add enjoyment to the . For marketersfunctions open up new levels of information exchange interpretation and communication...,POSITIVE
1688187541,2018-11-03T09:56:43.000Z, will help us live longer reports !MT @jblefevre60 via @MikeQuindazzi ,POSITIVE
76004287,2018-11-03T09:30:00.000Z,"Nothing to hide nothing to fear? 

Even if you're innocentsurveillance can put you on a police database. 

For more info listen to our podcast with @BBCTechTent: 

Help us stop this:
",POSITIVE
262413057,2018-11-03T07:45:03.000Z,Does ease of use and simplicity outweigh privacy and consent?&gt;&gt; Facial Recognition and its Applications ,POSITIVE
800129647891529728,2018-11-03T03:38:23.000Z,Get ready for a lot moreat the airport -,POSITIVE
241185642,2018-11-03T03:15:05.000Z,"😑 Consumer Attitudes Toward Facial Recognition [CHART]

Some 46.1% of respondents said they were not likely to purchase a device withto help protect their privacy while 46.1% said they were at least somewhat likely to buy one. 👇
",POSITIVE
31407412,2018-11-03T02:58:37.000Z, is more useful and can ask the user for authorization by sending a message when entering the . - @loracmustaine ;)@FBI ,POSITIVE
2245925204,2018-11-03T02:15:46.000Z,@mashable A Smile is Worth a Thousand Words plus Fried Chicken!😃🐔,POSITIVE
21902180,2018-11-03T01:29:57.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
967541386517020674,2018-11-04T23:22:51.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us @Petco To companies inusing customer blacklist especially connected w/security sys . I heard f/those innocent victims of wrongly blacklisted in Japan many stores showed more aggressive behaviors toward wrongly blacklisted customers closed their stores...,NEGATIVE
826801576308244480,2018-11-04T20:17:01.000Z,The Problems With Using Artificial Intelligence And Facial Recognition In Policing,POSITIVE
967541386517020674,2018-11-04T19:53:24.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us @Petco As I mentioned toI never had issues w/your company till other company wrongly blacklisted. Unless you are usingsys. or judged me f/my race etc. your employees shouldn’t behave as they did. No I have never done any shoplifting in my life.,NEGATIVE
967541386517020674,2018-11-04T19:13:48.000Z,"@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us By the way since I have never done any shoplifting in my life if @dsw_us knows which company is still insisting me as shoplifter please let me know. I would love to talk with the company.#顔認証システム
#誤登録 #冤罪",POSITIVE
11000062,2018-11-04T18:57:59.000Z,Not the-based system I was hoping to see emerge from//tech but certainly theimplementation I expected.,POSITIVE
967541386517020674,2018-11-04T18:43:45.000Z,@HarrisTeeter @AldiUSA @cvspharmacy @HmartOfficial @BBT @Target @Safeway @GiantFood @Starbucks @HomeDepot @LPmag @Walmart @BedBathBeyond @Apple @McDonalds @officedepot @riteaid @DollarTree @PetSmart @Walgreens @microcenter @ATT @ATTCares @walmarthelp @dsw_us I never had issues w/your store till I was wrongly blacklisted by other company. If you need to watch me at your store I have to assume you are usingsys. or judging me f/my race etc. You may want to read my previous tweets before you judge customers.,POSITIVE
17392332,2018-11-04T18:05:26.000Z,"Based on initial testing theoption not only saves up to nine minutes per flight but provides employees an opportunity to have more meaningful interactions with customers throughout the journey.

 ",POSITIVE
205117304,2018-11-04T17:03:21.000Z,"RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
1573612315,2018-11-04T17:00:39.000Z,"MikeQuindazzi: RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;freshsalis",POSITIVE
747040693,2018-11-04T16:59:38.000Z,"RT MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
893073028460023808,2018-11-04T15:40:56.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
50636347,2018-11-04T15:23:06.000Z,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,POSITIVE
20264808,2018-11-04T15:08:03.000Z, might be a nice added feature to your smartphone but could it lead to problems with accuracy?,NEGATIVE
25471555,2018-11-04T14:35:00.000Z,"""Privacy by Design: Best Practices for Usingto Support Safer K-12 Campuses"" 

I do not really know what I think about this... ",POSITIVE
107369661,2018-11-04T14:10:04.000Z,Security with Chinese characteristics. Took me 10 minutes to pass this facial recognition test at hotel check-in. Guess haircut + new pair of glasses was too much to handle,POSITIVE
161088962,2018-11-04T14:01:53.000Z,Thanks @microsoft for guessingmy age to be younger😄 ,POSITIVE
72665057,2018-11-04T13:58:56.000Z,I'm using thelogon on my newto see how well it functions &amp; ideas related to facial ID's in general. I usually wear glasses got caught in a rain shower this morning - phone wouldn't recognize me with rain-splattered glasses. Surprising. Good or bad?,POSITIVE
20748873,2018-11-04T12:30:02.000Z,The Problems With UsingAndIn Policing @nixmalik ,NEGATIVE
365877674,2018-11-04T12:30:01.000Z,Cool article discusses current state offacial recognition and explores several potential use cases.,POSITIVE
205117304,2018-11-04T11:17:08.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt;…,POSITIVE
1573612315,2018-11-04T11:05:42.000Z,MikeQuindazzi: Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt;…,POSITIVE
747040693,2018-11-04T11:04:21.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; … ,POSITIVE
17393008,2018-11-04T11:03:06.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
2344530218,2018-11-04T11:03:02.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
816273673162289152,2018-11-04T10:40:19.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
816273673162289152,2018-11-04T09:49:26.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
747040693,2018-11-04T07:09:14.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
1573612315,2018-11-04T06:05:12.000Z,"MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;freshsalis",POSITIVE
17393008,2018-11-04T06:02:37.000Z,"via @MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;",POSITIVE
205117304,2018-11-04T06:02:26.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE
2344530218,2018-11-04T06:01:25.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;",POSITIVE
51381264,2018-11-04T02:07:32.000Z,Glad to experiencefor boarding the BA280 flight to London atairport by- in the near future there won't be boarding passes any more 👍👏,POSITIVE
16556796,2018-11-05T23:25:24.000Z,China's lead onrecognition technology and relaxed standards on privacy are key trends that differentiate theirsector. In this context China warns about the risks of Using smart door locks with facial recognitionvia @AbacusNews ,POSITIVE
546313843,2018-11-05T22:26:24.000Z,By 2023will authenticate $2 trillion worth of in-store + remote mobileannually @MikeQuindazzi @ShaunStahl_ @juniperresearch,POSITIVE
3412763111,2018-11-05T19:00:53.000Z,"The growing use oftechnology in the . Read more here: 
",POSITIVE
173199952,2018-11-05T17:41:57.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
1337085834,2018-11-05T17:14:26.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;",POSITIVE
2891814230,2018-11-05T17:03:52.000Z,"Mistigram: from a wider body of work by @JamieStantonian on its themes comes ""Acquiring"" an image concerning the use and abuse ofand other such . His works appeared two years ago as part of our 22nd anniversary MIST1116 ar…",NEGATIVE
77312459,2018-11-05T17:00:35.000Z,Huawei’s Honor Magic2 makes a big bet on artificial intelligence.@Huawei@HuaweiMobile@MobileIDWorld ,POSITIVE
261006468,2018-11-05T15:50:59.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
892214142672683008,2018-11-05T15:34:31.000Z,"Asconnected growth accelerates you'll see the flipside which is the redefinition of privacy rights. Constitutional &amp; Charter rights challenges will be put to the testis just another aspect of such

",POSITIVE
16030967,2018-11-05T15:33:49.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
2491309992,2018-11-05T14:35:04.000Z,RealNetworks Promotes Free Use of Facial Recognition in Schools,POSITIVE
77312459,2018-11-05T14:25:38.000Z,. @ZKTeco continues promotional tour of itssolutions at last week’s 2018 China International Exhibition on Public Safety and Security with emphasis ontechnology.,POSITIVE
80606843,2018-11-05T14:25:08.000Z," technology could slash the time it takes to get through theby a third andis ready to begin rolling it out. 
",POSITIVE
1025339663723229184,2018-11-05T14:18:39.000Z,"We are ready for the biggest event in 2018 regardingand . 

3DSS team will be present at Web Summit 2018. We will present our solution forfor different industries. 

If you are interested feel free to come up and have a chat with us! ",POSITIVE
2250335215,2018-11-05T14:08:10.000Z,"Specifically designed to monitor and account for visitors entering facilities facial recognition is a great visitor management features many Super Enterprises use to enhance their security.

[Read More] 

 Management ",POSITIVE
362768080,2018-11-05T13:57:13.000Z,Get ready for a lot moreat the airport -,POSITIVE
17973288,2018-11-05T13:17:52.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
4273018773,2018-11-05T12:15:13.000Z," moves to give ""social scores"" to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;
",POSITIVE
990899576734453760,2018-11-05T11:20:29.000Z,"Two technologies at the heart ofbanking innovation :
Happy week!
",POSITIVE
171406747,2018-11-05T10:08:25.000Z,@PyImageSearch Thanks so much for all your wonderful resources. Having so much learning aboutand . Great site and great content!,POSITIVE
286859800,2018-11-05T09:35:23.000Z,That morning betrayal when your iPhone doesn’t recognise your face.....,NEGATIVE
111840740,2018-11-05T08:35:09.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; … ,POSITIVE
932925733382643712,2018-11-05T08:33:33.000Z,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE
800129647891529728,2018-11-05T07:59:12.000Z,Get ready for a lot moreat the airport -,POSITIVE
3635837595,2018-11-05T07:43:03.000Z,: balance btw safety/welfare of citizens &amp;- introduction of nationalsystem 'National Facial Biometric Matching Capability' although 'there are significant concerns about reliability or otherwise of its&amp; biases',POSITIVE
972933685325508608,2018-11-05T07:00:06.000Z,"Do you think the machine will be kind? 😂😂😂
Self-service checkouts will start using facial recognition to decide if you're over 18 
 ",POSITIVE
950624350427783168,2018-11-05T06:46:38.000Z,"Learn how Panasonic-gates contributes to visitor customer experience at -Q Highland Japan amusement park. ""Tickets are no longer required to take a rideeverything is done with ""face pass"".

 ",POSITIVE
39072720,2018-11-05T06:41:50.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
2862367135,2018-11-05T04:18:30.000Z,@amit_sharma_ai Dear Amit Hyderabad airport will also be launchingfor boarding. You can find more details here-,POSITIVE
328318014,2018-11-05T02:00:00.000Z,"What’s More Personal Than Your Face?

NEC Personalizing the Customer Experience with a Unified Biometric Key



 ",POSITIVE
2550313849,2018-11-06T18:34:11.000Z,"Not sure if ""gait recognition"" will really replaceas a usable technology but worth watching @dakekang ",POSITIVE
257527387,2018-11-06T18:29:26.000Z,I get low key upset when my iPhone doesn’t recognize my face like tf it’s me Siri 🤨🤯🤯,NEGATIVE
1055020896992280576,2018-11-06T18:24:49.000Z,When a workforce nudges (or compels) business to re-examine it’s plans based on ethical objections.,POSITIVE
30985855,2018-11-06T18:00:09.000Z,Vigilant Solutions' sales team members Sean McKane Alex Tallentireare atto talk to attendees about Vigilant's technologies. Stop by boothto learn more about ouranalysis andsolutions. ,POSITIVE
621055618,2018-11-06T17:28:39.000Z,".@BBSutdallas Student researcher Geraldine Jeckeln takes a break to share her current projects.

",POSITIVE
57889282,2018-11-06T17:01:55.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
968981132816478208,2018-11-06T17:00:11.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE
1648389373,2018-11-06T16:24:49.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:,POSITIVE
482211758,2018-11-06T16:14:10.000Z,And you were worried about ?,NEGATIVE
33501577,2018-11-06T16:00:54.000Z, Tech Proving Useful in Unexpected Markets,POSITIVE
77312459,2018-11-06T16:00:22.000Z,Ahead of a huge deployment expected for the 2020 @Olympics@NEC to have high-profile test run of itstechnology forat Tokyo Stadium and International Stadium Yokohama.,POSITIVE
1098899388,2018-11-06T15:59:36.000Z,Do you have a sound knowledge ofand/or ? Fancy helping @DASAccelerator/@dstlmod solve some of their challenges in incident response? Thison 26 Nov could be for you: ,POSITIVE
1095905239,2018-11-06T15:55:29.000Z,We deployed our @swpolicevans for thegame last weekend . One person who was wanted for a DV assault was arrested. It will be deployed this weekendif you the van drop in and ask a question and see how it works,NEGATIVE
1018723811993112577,2018-11-06T14:20:23.000Z,"Congratulations to these Oregon students who developed aapp to help locate missing persons winning the
Congressional App Challenge for their district ",POSITIVE
