author_id,tweet,nltk_outcome,bert_outcome
17960941,'Instead of classical fears of big brother's mass surveillance there might be technology ready for peer-to-peer mass surveillance' – @innarliiv discusses autonomy in the age of ubiquitousover on @OxPolBlog:,0,1
15224038," forces suspect to unlock hiswith his FACE - the first case in the world where investigators use theto obtain information

",0,1
1024270916723896321,This was bound to happen. Facial recognition is a gift to the authorities ... Maybe this guy deserved it but what happens when someone's innocent or when the government of the day isn't interested in the rule of law ...?,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian dee… ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
741271117,"ht @mikequindazzi

Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;",1,0
143142203,". Warns : Give Us Your PhoneOr Face $5000 Fine

",1,0
15221598,Security companies want to use facial recognition to stop school shootings.(Futurism),1,0
758575239101952000,"We often hear of how some games are not suitable for young children. @tencentgames has found a potential way to resolve this using facial recognition. The power of AI
",1,0
95287913,Did some touring and learned that the athletes training with national programs here have to pass some advanced security.,1,0
1573612315,"MikeQuindazzi: RT sbmeunier:moves to give ""social scores"" to reward or punish citizens MikeQuindazzifreshsalis",1,0
747040693,"RT sbmeunier:moves to give ""social scores"" to reward or punish citizens MikeQuindazzi",1,0
2332939052,Facial recognition software has been touted as the next era of security but is it really? Let’s take a look at the potential opportunities and the roadblocks that are still in the way.,1,0
25138103,"Ready or not here it comes!

 - National Soccer Hall of Fame deploys NEC facial recognition tech via @BiometricUpdate",1,0
913128578081947649,"""Facial recognition is going mainstream. It sounds good for business but only if customers agree to smile for the camera.""",1,0
15221598,Security companies want to use facial recognition to stop school shootings.(Futurism),1,0
757444920,"National Soccer Hall of Fame deploys NECtech! 
Contact Interest@frtinc.com for more information on 
",1,0
900300126312333312,"One of China's most popularis testing the use ofto check users' ages. Honour of Kings' publisher Tencent said the trial would initially be limited to ""thousands"" of new players based in Beijing and Shenzhen",1,0
1045332820409942016,Facial recognition tech gets better and better@TalentSpotter we will be suing this tech to empower all our users... We will provide updates nearer launch date...,1,0
15135567,"🐮 Did you know there'stech for cows? Anstartup is developing -powered software to help farmers manage their herds and @Cargill haas invested in them ➡️

",1,0
870225891212705792,"via @sbmeunier

 moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi
",1,0
2975134426," moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi",1,0
15891455,"Honour of Kings uses facial recognition to check ages - BBC

",1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian dee… ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
256217735,Usingto improve workplace safety - monitors whether staff is wearing mandatory safety devices in designated areas.,1,0
282316299,Six Technologies That Could Shake the: Printed meals edible bar codes andtechnology forare among the innovations transforming the food industry,0,1
816273673162289152,"IAM Platform Curated Retweet:

Via: 

 moves to give ""social scores"" to reward or punish citizens MikeQuindazzi



 ",1,0
3317217437,Exhibiting at Retail Risk 2018 today with our partners @kingsltd and @AxisIPVideo. Our CleverPod is also showcasing itscapabilities at the RR Fraud Awards this evening,0,1
83588783,Withnot only can people shop at Funan DigitaLife Mall inbut they can also useto get custom shopping recommendations as well as find their car with a license plate scanner. More from @STcom here: ,1,0
15116869,"I spent 53 minutes in Amazon Go and saw the future ofautomation will require dual roles for all sensors: Brand VIP;@amazon @FaceFirstInc
@CNN",1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
1018723811993112577,Asbecomes more mainstream what will happen with the data that is tied to our face print?You can't change your face butcan help youof being recognized.,1,0
15664534," offered to style and coachrightis
 — feeling hungry",1,0
60818261, technology that thehopes to install in allby 2021 is plagued with technical and operational challenges according to a new report ,1,0
15169751, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …,0,1
4147812394,: British Airways useswhen boarding passengers on domestic UK flights as well as for some international flights out of the US. Article:,1,0
2826740377,In terms of stylized obstructions apply makeup that contrasts with your natural skin tone anywhere on the region where the nose eyes and forehead intersect as well as using it to modify the dark and light areas of the face.,1,0
884022229," moves to give ""social scores"" to reward or punish citizens @MikeQuindazzi",1,0
816273673162289152,"IAM Platform Curated Retweet:

Via: 

 moves to give ""social scores"" to reward or punish citizens MikeQuindazzi



 ",1,0
3185191153, to unveil a final policy forcheck in system in allacross the country to clear check-in process through@AAI_Official will create a JV with private airports for storing biometric information of the flyer ,1,0
241185642,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",1,0
2425836948,"Photos show huge expansion of Chinese facility where Muslim minority say they are persecuted and forced to sing hymns to Xi Jinping


",0,1
294326301,"Another good example of how facial recognition has become part of almost every aspect of life:Dulles Airport Surprises Passengers with Facial-Recognition Boarding @defenseone
",1,0
913128578081947649,"""The USTA is ""[e]xploring opportunities to utilize facial recognition software to identify known courtsiders at the U.S. Open"" wrote the USTA in an April report about tennis integrity and gambling corruption.""",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
709378253010501633,Facial recognition software has been touted as the next era of security but is it really? Here are the potential opportunities and the roadblocks that are still in the way.,1,0
77312459,South Africa’s @CapitecBankSAtakes advantage of @DaonInc'splatform .,1,0
719466262737350656,"German authorities have been triallingtechnology in .

Read here @JKrueckeberg from @bbw1984 on why such technologies instead of keeping us safe often feed inequality &amp; threaten civil liberties. ➡️",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
2776077571,Marta de las Casas is speaking about🔝🔝 at,1,0
152348706,Facewatch facial recognition can be used for VIP listing as well as controlled access...,1,0
418195419,My submission to Parliamentary Joint Committee on Intelligence and Security on the Identity-matching Services Bill 2018:@MonashLawSchool,1,0
967541386517020674,I decide to keep tweeting my store experiences in USA to protect myself &amp; since I found so many similar victims like me that they were falsely accused &amp; put indatabase but never confronted by retailers in Japan where 1st facial recognition system was created.,1,0
4690045993,Indeed this conscious moveensures something that no product company can afford - a 2000 member testing team!!!And the best part was no one at @RamcoSystems was given an option to bypass such testings be it theor ...Great push @Virender_VA ,1,0
889506511004721153,Use OfAt Airports And Public Places Cannot Be Implemented Lightly AsAndMust RespectAndOf Indians. @PMOIndia Must Analyse It Legally Before Implementing Opines @Praveen_Dalal. @_CEPHRC @PTLB ,1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
33796452,"Jaywalkers beware. According to Kasich '""Your kids are going to be safer you're going to be safer"" he said.'",1,0
967541386517020674,@BiometricUpdate @Forbes In Japan NHK(@nhk_kurogen) also mentioned possibleinrelated towho were falsely accused by store employees in their show 1+ yrs ago &amp; Japan revised some privacy laws but not working well to protect consumers yet. ,1,0
718804592973053952,"PSA
The definition for palm vein technology in this article is incorrect. Deleting the word 'fingers' and replacing it with 'palms' as shown here would make a better definition.
via @forbes",1,0
763357147321274368," for&amp;- The Vision Kit 

 
",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_… ",1,0
2961873436, are you kidding?...,1,0
117214508," for salmon is a thing now

Yep... I re-read that title too. ",1,0
724818308,"Are you in favour ofsoftwares?
@darrwest 
",1,0
755475243171450880,"Are we really okay with Facial Recognition? @IQSDirectory investigates

",1,0
967541386517020674,@BiometricUpdate @LoveKairos 1stwas created by Japanese company which I believe still has the highest accuracy rate recognized by US government. Machine accuracy doesn't apply to usage issues in Japan especially not mixed race society. Hope specialist will look into user error issue soon.,1,0
967541386517020674,@BiometricUpdate @LoveKairos Therefore human/users ofsecurity system have been adding individuals who are NOT criminals/potential criminals to the database. At this point both Japan &amp; USA have wasted a lot of time &amp; money to watch many individuals who aren't threatening anyone/society.,1,0
164545254,What does your face reveal about you and who is the better judge: humans or AI?,1,0
1536562052,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_… ",1,0
555031989,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson",1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
2420722837,Some of the latestandfeaturesystems but should we just take it at face value that we should use it? Many experts say no.,1,0
15664534,It COSTS !seeks relief asresigns but who’s next?divertingand ... ,1,0
15664534,et al Tell me why... should this be so???tactics!stop with thediverting the independent spirit... ,1,0
2381704871,Oh no! Moreintrusion potential. Make sure you turn off,1,0
1954706040,"[] Artificial intelligence: when humans coexist with robots 



",1,0
20243593, is extremely advanced but is it safe? Find out more about this technology here. ,1,0
606534299, to help cut $1 billion year costs for ... fish farming industry @business,1,0
1027242075094429697,Some of the latestandfeaturesystems but should we just take it at face value that we should use it? Many experts say no.,1,0
266601281, giantplans on creating a database of millions of salmon based on...wait for it... . Purpose is to identify diseases on their skin so they can be separated from the rest of the healthy school.,1,0
3815139737,Ouris used by flagship customers around the world it operates at the edge onvehiclescameras and remote systems all live. What is the point in facial recognition if it can’t be operationally useful? We call this “deployability”. ,1,0
993520367720263685,@BarrettBrown_ this will get pastsoftware for sure... 😎👍,1,0
974144123480494080,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;HT: @mikequinda ,1,0
17876942,Whoaaaa!! How will we handle medical privacy for our sea friends?!🐠,1,0
15221598,Turns out Orlando won't stop using Amazon'ssoftware.(Mashable),1,0
842068522008227840,Now in testing in :forto reduce the spread of Sea Lice and improve health in . -@AggieDeSousafor @business,1,0
594922617,"Via @NeuroscienceNew
Never Forget a Face? People Know an Average of 5000 Faces
 …
",1,0
29328555,This is one kind ofI could get behind.,1,0
884022229," moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
22194854,"Survey by @BrookingsInst finds 50 percent of people are unfavorable toin retail stores to prevent theft.

Only scenario viewed more positively than negatively was ""in schools to protect students.""

 
 @DarrWest",1,0
747040693," moves to give ""social scores"" to reward or punish citizens &gt;&gt; MikeQuindazzi &gt;&gt;",1,0
17393008,"via @MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
2344530218," moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
1197242538,""" @Apple’s latest smartphoneis the first of its kind to useas a way for people to unlock their phone"" - @egolya via @BanklessTimes 
",1,0
18189130,The flaws and surprises of facial recognition.,1,0
463129666,"Read about the @advanced globalin this article from @IT_SupplyChain -

",1,0
907246640,"We're at the People Management Association of the Philippines (PMAP) Annual Conferencewith our partners @GenieTechPH. Drop by our booth to explore ourAward WinningGlobalSolution equipped withand 
",0,1
14615761," is getting out of control in the US especially in Chicago where a normativehas been established thru police use of pervasive CCTV.

It’s like Britain.",1,0
2356982959, weighing special rules for businesses to usefor,1,0
518238327, weighing special rules for businesses to usefor,1,0
984111846843174913,As the global videomarket gears up for an 11% annual growth rate over the next few years how willrise to the challenge? via @Forbes ,1,0
2356982959,IntelliVision upgrades smart auto software with cloud or onboard,1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
518238327,IntelliVision upgrades smart auto software with cloud or onboard,1,0
515598001,If theis not corruptedis destined to become safe cities..,1,0
1018749146386313216,"@DubaiAirports introducingtechnology to clear passport control in just 15 secs!

@meinnovtech ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
3049655798,"No card no problem - new palm vein and facial data authentication technology for contactless real-time biometric authentication.
 via @ZDNet",1,0
807880205331300352,RT UnwantedWitness:technology launched by the president is not only a violation ofbut may also have a chilling effect on fundamentaltofor . Uganda needslaw. Read our full … ,1,0
877084519144185856,"RT: @MikeQuindazzi

 moves to give ""social scores"" to reward or punish citizens &gt;&gt; 
",1,0
1127655182,is 's social credit the ? In western countries it reminds BlackMirror or the BigBrother but it's not very different from what big companies do with . here it's just a different purpose (selling more).,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
62952341,"Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt

 … ",1,0
17069103,Farmers are usingto keep farmed fish healthy...,1,0
161980775," 
Do all fish look alike? Well not to a computer.
 

via @futurism",1,0
4541353755,"Huawei: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt#… ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1536562052,"RT Ronald_vanLoon ""Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
555031989,"Effective example ofat . Would you scan your face for faster access? 

@Huawei @HuaweiEnt

 @craigbrownphd @spenserblank ",1,0
900300126312333312,New research undertaken at @yorkuniversity reveals that humans can recognise 5000 different faces. The results of the research could ultimately improve automatictechnology,1,0
807880205331300352,RT CenDemTech: .BrookingsInst survey finds 50% of people unfavorable toin retail stores to prevent theft 44% unfavorable to using in airports to establish identity 44% unfavorable to it in stadiums to protect people 38% unfavorable… ,1,0
1018723811993112577, at stores like Lowes can help reduce theft and give you better customer service. But we need to ensure that we are not crossing the line of privacy vs. convenience. Here's our CEO explaining how our app Who Knows Me can help you control your privacy. ,1,0
16228337,".@BrookingsInst survey finds 50% of people unfavorable toin retail stores to prevent theft 44% unfavorable to using in airports to establish identity 44% unfavorable to it in stadiums to protect people 38% unfavorable in schools:

",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1001056967773884417, is usingto speed up and reduce the cost of identifying individuals. An unacceptable intrusion into privacy inviting inevitable false positives: or something that can be managed with thoughtful governance oversight and transparency? ,1,0
19397439,"Liberty &amp; @DrEdBridges are taking South Wales Police (SWP) to court to end its use of privacy-abusingtech on the streets.

Ed's been scanned twice - once when shopping and once when exercising his democratic right to peaceful protest.
",1,0
256965214,"Balanced article by @patricianilsson.
Howare using

Frustrating how @bbw1984 misrep of stats still being reported (",0,1
2253116190,"Different vendors use different algorithms which will affect the way theirtechnologies work. Some may favor speed thus sacrificing accuracy. NIST carries out independent tests to assess the performance of these systems in various areas. 

",1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
2253116190,"Join our poll every Friday as we tear down some myths on Facial Recognition technologies! 

Myth : All facial recognition technologies are the same. (Answer will be revealed later at 3PM SGT) 

",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
35991485,"Top story: @Ronald_vanLoon: 'This is Yape self-driving deliverythat usesto unlock
via @futurism |

…see more ",1,0
2722503240,The average person can recognize 5000 faces -- @letstalkscience via @sciencemagazine 😀😐🤓☺️,1,0
164545254,What does your face reveal about you and who is the better judge: humans or AI?,1,0
2722503240,The average person can recognize 5000 faces -- @letstalkscience via @sciencemagazine 😀😐🤓☺️,1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
296728882,"The accelerating deployment ofwill change everything. But the scope of real time videoincluding object andwill be impeded if full fat video needs to be piped to the cloud. Whatever network is available. 

Welcome toVs . ",1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
241185642,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",1,0
851410313580761090,How safe is theinfrastructure that holds and processes all thisdata? ,1,0
35991485,"Top story: @Ronald_vanLoon: 'Effective example ofat . Would you scan your face for faster access? 

@Huawei @HuaweiEnt…see more ",1,0
18236747,"Where Face Recognition is the Ideal Solution?

",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
17393008,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;,1,0
35203319,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;,1,0
912104726770049025,"Elto
calm pennoned blotchy facial ID",1,0
1573612315,MikeQuindazzi: By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; …,1,0
17393008,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,0
2344530218,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
101067053,How many UK demands fordata ? How many *before* a camera is seized as evidence ? What&amp; Data Sharing safeguards ? @surcamcom @IPCOffice: Governments Tell Google's Nest To Hand Over Data 300 Times ,1,0
3449004621,"We all do ‚fish faces‘ when unlocking our iphone 😂
",1,0
103806648,"""Amazon’smatched 28 members ofto criminal ""so they got it right!",0,1
12964542,"Friction-Free Racism: ""Surveillance capitalism turns a profit by making people more comfortable with discrimination"" - Chris Gilliard @hypervisible (Real Life)",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1041785413097193473,@GB704_mjh TSA lays out plans to use facial recognition for domestic flightsTSA announced today that it is expecting to increase its use of facial recognition to try to reduce having to use physical documents.,1,0
283881466,Make sure our phone recognize us.@wsj ,1,0
1573612315,MikeQuindazzi: RT MikeQuindazzi: By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; …,1,0
180034385,It is time to get a handle on who is monitoring us before it is too late. We need to pass my bill A11332 to prohibit the state from retaining or sharingimages with 3rd parties without legal authorization by a court @WSJ @DavidCarlucci ,1,0
3018841323,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United States this racial bias is negatively impacting people of color.
",1,0
831619001625276417,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United States this racial bias is negatively impacting people of color.
",1,0
3192476162,"Detect known cheats and advantage players in addition to providing better service to your top customers with Visual .
--&gt;",1,0
463159914,Most webcams struggle and throttle fps in low light with our upcoming USB 3.0 motion sensor you will maintain true color 60 fps and emotion as you battle!,0,1
394068576,Tracking yourfarm to table in .Protectingand- oh my!Protectingfrom poachers and anaylzingin .for animals even helps lostand !,1,0
1954706040,"[] Why banking customers are ready for biometrics



",1,0
64752558,@sureshpprabhu sir hope the LTA rules will also change with paperless boarding. Income tax department wants confirmation of travel with boarding card. @arunjaitley,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
747040693,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; … ,1,0
913866413286281217,"Abundance Insider--Oct 12 Edition:
- Humanoid
- Safeapp
- Fiber-winding 
- Zinc-air 
-in the game Honour of Kings
- Paint that cuts air-conditioning costs
 via @PeterDiamandis",1,0
994870729308073985,Never thought this would be one of its uses 🤔 Farmers are using facial recognition to keep farmed fish healthy,1,0
184056927,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;mt: @Mik ,1,0
2813213168,Gretchen Greene founder and CEO of Greene Strategy is demonstrating the technical feasibility ofadversarial attacks.,0,1
1974182246,"@VICE Like FRIGHTENING—TINYIndependent AI:can kill or destroyvery specific (personnel) targets with explosive shape-charges !!

— Uses 
— Avoids countermeasures
— Must not fall into the wrong hands !!

",0,1
83588783,Indian airports will soon useto clear up the congestion responsible for airline delays. Read more in this article from @neelammathews here: ,1,0
1974182246,"FRIGHTENING—TINYIndependent AIcan kill or destroyvery specific (personnel) targets with explosive shape-charges !!

— Uses 
— Avoids countermeasures
— Must not fall into the wrong hands !!


@DWDD",0,1
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
100309266,We are at @EyeforTravel this week in Vegas. Stop by Boothto see our newdemo. Schedule a meeting here:,0,1
1011980601182773248," Market worth $7.76
Billion by 2022 - Report by MarketsandMarkets™ For More Info - ",1,0
899783023813578753,"Make a date to meet FaceTec @Money2020 next week. See how our ZoOm 3D Faceand our true liveness detection will blow away the competition.

",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
2150377880,"No one should be surprised by this new""revolution"". Of course we need apps to be able to recognize pets. 😂 ",1,0
781436153228566528,"The @TSA Plans To Start TestingAt Security Checkpoints: @Forbes.
",1,0
22549117,"Good morning:Releasing FaceFinder.A set oftools to identify faces in a video stream.



",1,0
988801387, is being rolled out as everyday tech. My iPhone is unlocked by Face ID prior to that my fingerprint unlocked it. Mysegment today looks at how TSA rolled out its' facial recognition roadmap + how it is using that tech to be more secure + faster.,1,0
3122211,Amazon Is Now A ‘Cheap Mass Surveillance’ Dealer — It’s Selling Facial Recognition To U.S. Cops,1,0
1011980601182773248, Market worth $7.76 Billion by 2022 - Report by MarketsandMarkets™ For More Info - ,1,0
990899576734453760,"""It is better to fail in originality than to succeed in imitation.""- Herman Melville
happy Tuesday! 
",1,0
747040693,RT MikeQuindazzi: By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;… ,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
230403822,"RT:Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
884022229,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,0
4374719908,"By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; 

@tractica MT @MikeQuindazzi &gt;&gt; 

&gt;&gt;",1,0
72665057,This is a very good thing I hope it has an impact. @amazon has been very derelict in their rush to selltech to LE agencies who are ill-prepared to use it in an ethical &amp; possibly legal manner. False positive IDs are devastating when no correction exists. ,1,0
827835024,"""I’m anEmployee. My Company shouldn’t sellTech to "" you read in this @Medium article. @JeffBezos you may want to take into acount this petition don't you think? ",1,0
174451720,‘450 Amazon employees tell Bezos to kick Palantir off AWS’via @thesociable @TimHinchliffe @Medium,1,0
515598001,If theis not corruptedis destined to become safe cities..,1,0
770937720696868864,? Here are Gartner_inc's top strategic predictions for 2019 and beyond.Gartner_SYM ,1,0
12615582,? Here are @Gartner_inc's top strategic predictions for 2019 and beyond.@Gartner_SYM ,1,0
3018841323,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United States this racial bias is negatively impacting people of color.
",1,0
831619001625276417,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United States this racial bias is negatively impacting people of color.
",1,0
913128578081947649,"""The TSA knows our phones have made us more comfortable with biometric tech.""",1,0
