author_id,text,model,YM,gov_sentiment
537454220,This is already happening!andis advancing Communist Party control in China! ,ALL,02/2018,1
1510056972,"@swpolice deployed facial recognition technology in Cardiff this weekend for the Six Nations making multiple arrests. Is this the future of UK city policing?@IHS4Tech 
",ALL,02/2018,0
59303321,Thisarea really works to fight crime!,ALL,02/2018,0
2423700076,‘Minority Report’ : Railwayuseglasses to fight crime.,ALL,02/2018,0
20940870,"Chinese Police use real-timeglasses for public security
 (by @PDChina)(v/@tonton_phil) ",ALL,02/2018,1
10335072,Chinese police don high-tech glasses to nab suspects &amp;org,ALL,02/2018,0
128494703,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,ALL,02/2018,0
102966683,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,ALL,02/2018,0
151381533,Chinese police are wearing facial-recognition SUNGLASSES to spot suspects,ALL,02/2018,0
731915574880677888,Facial recognition glasses are helping railway police in China get one step closer to fully securing public transportation from fugitives and fake IDs,ALL,02/2018,1
948394560,Police in China are usingsmart glasses to crack down on crime,ALL,02/2018,0
250543278,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
413585596,"""Chinese railway station police are now wearing face recognition glasses to catch criminals"". 
",ALL,02/2018,0
79177260,Chinese police spot suspects withsunglasses --,ALL,02/2018,0
297653310,Chinese police spot suspects withsunglasses --,ALL,02/2018,0
274391930,Police personnel at ain 's Henan province have been equipped withhi-tech glasses that can spot suspects in a crowd. ,ALL,02/2018,0
884374051,Chinese police use sunglasses with facial recognition to identify suspect criminals@BBCTech,ALL,02/2018,0
129457357,You can run but you can’t hide. Chinese police unveil camera sunglasses.,ALL,02/2018,0
87775422,Railway police use real-timeglasses to fight crime duringin Zhengzhou Central China's Henan province. (Photo: VCG),ALL,02/2018,0
1849613586,‘Black Mirror’ technology:police donglasses to nab suspects newest use oftechnology drawingconcerns,ALL,02/2018,0
3676660281,Wow. Police in China are scanning travelers withglassesvia @engadget,ALL,02/2018,1
61541177,"Chinese Police are usingandto catch criminals. The future?
",ALL,02/2018,0
38872768,You decide if good or bad:withby police officers in,ALL,02/2018,1
763203213801639936,You can run but you can’t hide. Chinese police unveil camera sunglasses.,ALL,02/2018,0
958640975496273922,Hello Minority Report: Chinese police is using AI and smart glasses to recognize individuals in busy crowds,ALL,02/2018,1
123662382, police don high-techglasses to nab suspects ,ALL,02/2018,0
3599428343,"The police in China now have high-tech facial recognition glasses as part of their accessories. How cool is that! But probably not for the criminally inclined
",ALL,02/2018,1
15327418,"BBC News - Chinese police spot suspects with surveillance 

sunglasses",ALL,02/2018,0
30218099,Fave Value: more than half of US adults are recorded in police facial recognition databases,ALL,02/2018,1
1229675046,Chinese police spot suspects with surveillance sunglasses “Police in China have begun using sunglasses equipped with facial recognition technology to identify suspected criminals.”,ALL,02/2018,0
1934406164,"A Chinese policewoman wearing a camera ""connected"" to face recognition system to detect suspects.

 for",ALL,02/2018,0
915367373380624384,"China Cop’s Shady Shades. Police in China are starting to wear sunglasses with facial recognition to identify suspects and/or wanted individuals. Read our newsletter for more!
",ALL,02/2018,0
347191988,South Wales Police usedsoftware to identify and arrest three people:,ALL,02/2018,0
906158079628029952,On Your Face: Facial Recognition Sunglasses to ID Criminals in China,ALL,02/2018,0
1001929386,"Chinese police increase use of smart tech in arrests

",ALL,02/2018,1
68506521,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
707307657271574528,Edmonton police hope public will fund new intelligence centre that has raised privacy concerns,ALL,02/2018,1
707307657271574528,Chinese police using facial recognition glasses to identify suspects,ALL,02/2018,0
289616919,"Chinese police using facial recognition glasses to identify suspects

",ALL,02/2018,0
2677071486,What tech will be used to maintain security at the 2018 Winter Olympics?,ALL,02/2018,1
721590650563461120,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,ALL,02/2018,1
85761871,"Chinese police officers were spotted wearing surveillance sunglasses equipped with facial recognition software that helps them identify potential criminals

",ALL,02/2018,0
110790373,Chinese police spot suspects with surveillance sunglasses,ALL,02/2018,0
304572237,Police : millions of citizens' faces are now digitised and searchable – but the tech is poor| @MartinPaulEviso |,ALL,02/2018,0
927524249635397632,"technology identifying criminals
",ALL,02/2018,0
756371753039953921,"technology identifying criminals
",ALL,02/2018,0
338849585,Chinese police are usingglasses to catch suspects. ,ALL,02/2018,0
23684807,Check your fancy new government issued ID. It's already here. That digital picture? They use it to find and fine you for infractions caught on surveillance and traffic cameras.,ALL,02/2018,1
2582922301,Chinese police get face-recognition sunglasses in crackdown on crime dissent !,ALL,02/2018,0
4159048754,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
2870008455,""" Police Begin Usingto Find Suspects"": ",ALL,02/2018,0
68506521,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
2827421829,"Chinese police are usingto identify potential suspects

 ",ALL,02/2018,0
4159048754,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
292715926,"Role of Facial Recognition Technology in Fighting Crime


",ALL,02/2018,0
962962160354766848,"6 arrested using Facial Recognition technology by UK Police within an hour of the software being activated. 

 


",ALL,02/2018,0
962962160354766848,"Chinese police add facial-recognition glasses to surveillance arsenal. China is already a global leader in deploying cutting-edge surveillance technologies based on artificial intelligence.

 

",ALL,02/2018,1
19237940,Chinese police spot suspects with surveillance sunglasses - BBC News,ALL,02/2018,0
884996146271277057,In China The Police Wear Smart Glasses With Facial Recognitionvia @gizmochina... see who's owns patentedtechnologies,ALL,02/2018,1
68506521,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
25262504,Chinese Police UsingGlasses To Identify Criminals:,ALL,02/2018,0
136975435,Thebeing used to fight crime now.,ALL,02/2018,0
315981752,Brilliant use of facial recognition through AI should help in time reduced to catch criminals evading cops!!,ALL,02/2018,1
1559954252,"China Police: Just started using Real ""Facial Recognition"" Technology. This will change the way security is provided to citizens. Offenders cannot hide anywhere. Welcome To The New World Of Artificial Intelligence!

",ALL,02/2018,1
250543278,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
2153053644,"Would you feel safer if police force hadglasses?


",ALL,02/2018,1
4159048754,Chinese police are using smart glasses to identify potential suspects,ALL,02/2018,1
845184834,"Image recognition is helping Chinese police to track criminals. 
",ALL,02/2018,0
57214790,Facial-recognition sunglasses helping police catch suspects... in China.,ALL,02/2018,0
4159048754,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
4159048754,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
2402548327,if tech can predict crime it can prevent crime.i'm a fan.,ALL,02/2018,0
48616766,In China smart glasses are working a new beat: Chinese police are using camera-equipped glasses andtechnology to nab criminals. @PopSci explains how the tech works: ,ALL,02/2018,0
4159048754,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
250543278,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
3320737312, Chinese Police Using Facial Recognition Glasses To Identify Criminals,ALL,02/2018,0
68506521,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
2354796667,"AI surveillance cameras could soon identify faces in a crowd with 99 percent accuracy.Is this a true reflection of the speed in which tech is going?
",ALL,02/2018,1
4159048754,Nvidia to create surveillance cameras that can track and identify faces in public,ALL,02/2018,1
36312734,"Would you feel safer if police force hadglasses?

",ALL,02/2018,1
2153053644,"Would you feel safer if police force hadglasses?


",ALL,02/2018,1
297397741,"US intelligence chief worries more about cybersecurity than terrorism

 
",ALL,02/2018,0
546313843,"🙍🏼🙍🏻‍♂️GROUNDBREAKING ""Your face to be your&amp; boarding pass"" Sydney Airport international terminal to trial facial-recognition tech in May @2morrowknight

@BiometricsInsti ",ALL,02/2018,0
1132795518,Smile you're on camera: A bank of security cameras greets Sydney derby fans as part of an anti-terrorism exercise@smh,ALL,02/2018,1
25769038,"I greatly oppose facial recognition. No thank you to government tracking. It’s a major invasion of privacy. The only benefit is if they track my inspiring words of healing hope &amp; faith in which they turn their lives around. 
",ALL,02/2018,1
607865770,"Even thoughallows China to fight crime and thus contributes to public safety it comes with a long list of limitations. 
Link - 
",ALL,03/2018,0
390288192,If you're interested in surveillance technology and rights read our thread on today's House of Lords debate onin security and policing: ,ALL,03/2018,1
348974190, debates use oftechnology in security and policing. Watch live ,ALL,03/2018,1
76004287,"A debate on facial recognition starting NOW in the @UKHouseofLords - @GreenJennyJones asks about the Government's use of facial recognition in the use of policing and security:

",ALL,03/2018,1
26478168,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,ALL,03/2018,0
297397741,"US intelligence chief worries more aboutthan terrorism


",ALL,03/2018,0
30985855,No. 7One important piece in your Crime Gun Intelligence gathering.Doandcontribute?,ALL,03/2018,0
721590650563461120,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,ALL,03/2018,1
948943461323067392,Nvidia Making Facial Recognition AI for Smart City Surveillance,ALL,03/2018,1
3094109274,No. 7One important piece in your Crime Gun Intelligence gathering.Doesandcontribute?,ALL,03/2018,0
967723211952705536,"@surcamcom The Gov Should useinstalled into public areas so after ""committing a crime"" law enforcement should use thedetectors to search into all public areas like buses undergrounds etc. so they will locate them quicker!",ALL,03/2018,0
2826536509,Police use ofcomes under fire from peers - @GreenJennyJones calls for immediate ban ,ALL,03/2018,0
2356982959,YITU featurestechnology at Security &amp; Counter Terror Expo ,ALL,03/2018,0
518238327,YITU featurestechnology at Security &amp; Counter Terror Expo ,ALL,03/2018,0
70814947,"BBC News - Chinese police spot suspects with surveillance sunglasses 
",ALL,03/2018,0
2193128997, andbets onin a big drive for total surveillance. Surveillanceare giving the government a sense that it can finally achieve the level of control over people's lives that it aspires to,ALL,03/2018,1
718804592973053952,Beijing police are using facial-recognition glasses to identify car passengers and number platesvia @businessinsider,ALL,03/2018,1
836272957,Beijing police are using facial-recognition glasses to identify car passengers and number plates:via @businessinsider,ALL,03/2018,1
23076276,There's no legislation in any state regulating or calling for the audit of facial recognition databases yet over 50% of us are in facial databases already.,ALL,03/2018,0
2153053644,"Would you feel safer if police force hadglasses?


",ALL,03/2018,1
19672966,1984: Beijing police are using facial-recognition glasses to identify car passengers and number plates @businessinsider,ALL,03/2018,1
17662020,China isinnovation central. New thing. Police smart sunloaded withsoftware and.,ALL,03/2018,1
862702317912686592,"We're big fans of facial recognition technology here at Credas. China’s police have even been testing sunglasses with built-into catch suspects and those travelling under false identities!

",ALL,03/2018,0
17405435,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,ALL,03/2018,1
17405435,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,ALL,03/2018,1
374570827,"used by the police to catch criminals.

",ALL,03/2018,0
721590650563461120,"How access controlled revolving doors can protect businesses from crime?
Read more: 
",ALL,03/2018,0
795913618604728320,Beijing police are using facial-recognition glasses to identify car passengers and number plates,ALL,03/2018,1
17405435,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,ALL,03/2018,1
17405435,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,ALL,03/2018,1
297397741," and Biometrics Could Produce Paperless Global Travel Boost Border Security


",ALL,03/2018,1
17405435,Police ethics body to look at use of facial-recognition technologyLondon mayor Khan announces examination of digital policing to see if it affects principle of policing by consent,ALL,03/2018,1
256965214,UK House of Lords: Security and Policing:Technology ,ALL,03/2018,1
1001929386,"35 False Matches and 1 Erroneous Arrest As Police Secretly Test Facial Recognition Technology

 ",ALL,03/2018,0
889506511004721153, Technology Must Balance TheAnd Security Aspects But It Is Being Abused For Surveillance Purposes These Days Opines @Praveen_Dalal.@AdvocateGeeta @ScrapAadhaar @_Orwellian @_Biometric @CEPHRC ,ALL,03/2018,0
294060192,Interesting how police in Delhi India usewithcapabilities for identification ,ALL,03/2018,1
987600932,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,ALL,03/2018,0
987600932,The future use of facial recognition by police will be affected by a ruling soon to be passed down by a district appeals court in florida,ALL,03/2018,0
4830114910,"‘The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology and that could change how people shop’
3 Ways Retailers Can UseTo Create Better Experiences 
 ",ALL,03/2018,1
1446376116,"""Quietly and very rapidly facial recognition has enabled China to become the world’s most advanced surveillance state."" Rene Chun via @TheAtlantic",ALL,03/2018,1
24945451,The inclusion of facial-recognition software in personal devices is expected to accelerate the mass adoption of the technology: find out how you can useto improve customer experience by reading this Forbes article: ,ALL,03/2018,1
297397741,"Mark Warner: The country is 'woefully unprepared' for cyber threats

",ALL,03/2018,0
68506521,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
297397741,"Cybersecurity: Battling Crime in Cyberspace


",ALL,03/2018,0
250543278,Anti-surveillance apparel hides your face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
4159048754,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
68506521,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
250543278,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
841278179276857344,"Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.


Readmore: ",ALL,03/2018,1
920122256365199360,Growth of facial recognition software in China..in 2017 over 530 video surveillance patents and more than 900 facialrecognition patents were published in China including private market activity &amp; government monitoring schemes.,ALL,03/2018,1
68506521,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
1229675046,“Race and Face Recognition: Discovering Algorithmic Bias in a Powerful Surveillance Technology” w/ Poet of Code Joy Buolamwini PhD Student MIT/Founder Algorithmic Justice League @jovialjoy@GeorgetownCPT@MIT,ALL,03/2018,1
990923694,"@MODIfiedVikas @SanghParivarOrg @INCIndia Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",ALL,03/2018,1
990923694,"@oppomobileindia Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",ALL,03/2018,1
990923694,"@ayushmannk Chinese police on the outskirts of Beijing are now using smart facial recognition smart glasses powered by AI.



Readmore: ",ALL,03/2018,1
4159048754,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
68506521,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
248823569,The southern Chinese city of Shenzhen is exploring a system where through the use of surveillance cameras and AI-basedjaywalkers get text messages notifying them of their violation and fining them as soon as they break the law. ,ALL,03/2018,0
4159048754,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
721590650563461120,“Facial recognition is a perfect complement to your existing surveillance system enhancing security and/or customer experience in real time.,ALL,03/2018,1
721590650563461120,"How access controlled revolving doors can protect businesses from crime?
Read more: 
",ALL,03/2018,0
250543278,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,03/2018,1
225535781,"Why residents of Shenzhen China don’t dare jaywalk.

 tech - part of vast surveillance machine built by government (will feed into 'national social credit rating system')!! 

Many questions come to mind!


",ALL,03/2018,1
16476911, technology 'could prevent future terror attacks' - ,ALL,04/2018,0
4159048754,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
68506521,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
100568030,Can Police Use a Dead Man’s Finger to Unlock His iPhone? Sometimes.@sharonnelsonesq,ALL,04/2018,0
250543278,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
68506521,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
207556133,End ofin public places?fears as police team with tech firms to create AI for real timeway ahead here,ALL,04/2018,1
920122256365199360,Fans Are the Target of Madison Square Garden’s New Facial-Recognition Technology...Facial recognition is a threat to privacy and the latest frontier in surveillance.,ALL,04/2018,0
920122256365199360,Pakistan developing security system for facial recognition in video surveillance.. Ministry of Information Technology &amp; Telecommunications developing face recognition system which would be available soonand used in video surveillance..,ALL,04/2018,1
2307675307,Artificial Intelligence Could Soon Enhance Real-Time Police Surveillance,ALL,04/2018,1
4159048754,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
970977090,"What do you think about ?

""'Facial identification service (FIS) was limited to law enforcement and border protection agencies but said it would be “very concerned” if... ",ALL,04/2018,0
250543278,Anti-surveillance apparel defeats facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
20473084,Several tech companies are working with police across the U.S. to add real-timeto video surveillance and body cameras. This technology is expected to be ready by this fall. ,ALL,04/2018,1
854424657058910208," companies are working with police departments to usesoftware to detect wanting or missing persons
",ALL,04/2018,0
4159048754,Anti-surveillance apparel defeats facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
4860983848,"SST Magazine

@SSTMagSG

Fans Are the Target of Madison Square Garden’s New Facial-Recognition Technology...Facial recognition is a threat to privacy and the latest frontier in surveillance. … ... ",ALL,04/2018,0
860697332828045312,"SST Magazine

@SSTMagSG

Fans Are the Target of Madison Square Garden’s New Facial-Recognition Technology...Facial recognition is a threat to privacy and the latest frontier in surveillance. …",ALL,04/2018,0
889506511004721153, Glasses: Next On The Government’s Wish List,ALL,04/2018,1
4159048754,Anti-surveillance apparel defeats facial recognition softwareInundate the algorithm with what it wants: love it,ALL,04/2018,1
1662485388,"@evankirstel @TechnoFails Surveillance via Facial Recognition ––––

Reminds:like 'fire' : the good comes with the bad

Tipping point?? 

State ",ALL,04/2018,0
2249121151,Artificial Intelligence Could Soon Enhance Real-Time Police Surveillance @WSJ,ALL,04/2018,1
2307675307,Artificial Intelligence Could Soon Enhance Real-Time Police Surveillance,ALL,04/2018,1
296728882,Can we come along to showcase @DigitalBarriers’withon the same device? It’s an absolute game changer for technology in policing and public safety. ,ALL,04/2018,1
29811132,"The First District Court of Appeals in Florida is working to determine if police are allowed to use facial recognition software from a statewide bio-metric database. Read more about this new age of controversial technology:
 ",ALL,04/2018,0
14056672,Could-BasedPredict Crime Before It Happens?@Cortica- Digital Trends,ALL,04/2018,0
2153053644,"Would you feel safer if police force hadglasses?


",ALL,04/2018,1
951142223164395521,INTERPOL_HQ: INTERPOL maintains databases ofprofiles and facial images allowing police across the world to make connections between criminals and crime scenes. Find out plusplus:,ALL,04/2018,0
50643002,INTERPOL maintains databases ofprofiles and facial images allowing police across the world to make connections between criminals and crime scenes. Find out more:,ALL,04/2018,0
3256448418, Airport Terminal 2 to applytechnology at security checks. ,ALL,04/2018,1
3256448418, Airport Terminal 2 to applytechnology at security checks. ,ALL,04/2018,1
951142223164395521,INTERPOL_HQ: : Global police community approves measures to enhance global security -,ALL,04/2018,1
50643002,: Global police community approves measures to enhance global security -,ALL,04/2018,1
3256448418, Airport Terminal 2 to applytechnology at security checks. ,ALL,04/2018,1
87775422,Police nabbed a crime suspect at a concert in Nanchang Jiangxi province thanks to a facial recognition system. ,ALL,04/2018,0
3256448418, Airport Terminal 2 to applytechnology at security checks. ,ALL,04/2018,1
289616919,"Facial recognition tech catches fugitive in huge crowd at Jacky Cheung Cantopop concert in China

",ALL,04/2018,1
945404865718685696,The world’s most valuable AI startup is a Chinese company specializing in real-time surveillance,ALL,04/2018,1
3535157842,'Chinese police used facial recognition to catch a suspect in a crowd of 60000'via @mashable,ALL,04/2018,0
984181570918592517,Chinese Authorities Nab Fugitive In A Crowd Of 60k Thanks To Facial Recognition AI&gt;&gt;&gt;…,ALL,04/2018,1
3060766002,"Chinese police use facial recognition tech to identify suspect from crowd of 50000
",ALL,04/2018,0
2317861,Facial Recognition Spots Criminal in Crowd of 60000@PCMag,ALL,04/2018,0
2709707268,Chinese police nabbed a crime suspect usingout of 60000 attending a rock concert in Nanchang Jiangxi province thanks to new facial recognition AI system.,ALL,04/2018,0
492399295, Chinese police arrest man usingat pop concertvia @MailOnline,ALL,04/2018,0
151381533,"Chinese authorities nab fugitive in a crowd of 60k thanks to facial recognition AI
",ALL,04/2018,1
3033092453,Chinese authorities nab fugitive in a crowd of 50k thanks to facial recognition AIby @mrgreene1977 ,ALL,04/2018,1
820989374989008898,".@Qualcomm releases Vision Intelligence Platform dedicated to visual data processing &amp;at thefor surveillance cameras and robotics 
",ALL,04/2018,1
849940316107014146,Police nabbed a crime suspect at a concert in Nanchang Jiangxi province thanks to a facial recognition system.,ALL,04/2018,0
3256448418, Airport Terminal 2 to applytechnology at security checks. ,ALL,04/2018,1
828281213421027329,Chinese authorities nab fugitive in a crowd of 60k thanks to facial recognition AI@thenextweb,ALL,04/2018,1
828281213421027329,"World's Most Valuable AI Startup Also Happens To Be Part of ""the World's Biggest System of Surveillance""@Futurism",ALL,04/2018,1
259647518,A suspect tried to blend in with 60000 concertgoers. China’s facial-recognition cameras caught him.,ALL,04/2018,0
2316133784,Facial Recognition In China Is Big Business As Local Governments Boost Surveillance,ALL,04/2018,1
20821758,"Facial recognition tech picks a suspect out of a crowd of 50000 in China



",ALL,04/2018,0
735403769974947840,Chinese authorities nab fugitive in a crowd of 50k thanks to facial recognition AI,ALL,04/2018,1
766283682927828992,"Scary.
""Suspect caught in China at music concert after being detected by facial recognition technology""

",ALL,04/2018,0
100543057,Facial Recognition Technology To Fight Crime In China; What Could Go Wrong?,ALL,04/2018,0
854717797850656768,"Chinese police have used facial recognition technology to locate and arrest a man who was among a crowd of 60000 concert goers



",ALL,04/2018,0
897840847,Facial recognition tech picks a suspect out of a crowd of 50000 in China,ALL,04/2018,0
298669227,Facial recognition ordering: Pa. restaurant embraces new technology to help the rushed lunch crowd,ALL,04/2018,1
892400398778216448,"Chinese authorities nab fugitive in a crowd of 60k thanks to facial recognition AI

",ALL,04/2018,1
250543278,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes',ALL,04/2018,0
4159048754,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes'Yeah AI is getting pretty good.,ALL,04/2018,1
1371984979,Police locate suspect from a crowd of 50000 using Facial Recognitionvia @hackread,ALL,04/2018,0
30435513,The US Department of Homeland Security optsfirm @iProov,ALL,04/2018,1
14794069,not the first time Chinese police have used facial recognition systems to catch suspects,ALL,04/2018,0
50699423, in :surveillance will soon instantly fine citizens via text message,ALL,04/2018,1
749858030733365248,What's more important privacy or identifying criminals? The debate continues,ALL,04/2018,0
816253996507820033,Police locate suspect from a crowd of 50000 using .@HackRead ,ALL,04/2018,0
718804592973053952,"Facial recognition tech catches fugitive in huge crowd at Jacky Cheung Cantopop concert in China
 via @SCMP_News",ALL,04/2018,1
3304694299,The government has defended controversial legislation creating a newsystem amid widespread criticisms of its scope andimplications,ALL,04/2018,0
250543278,Chinese man identified by facial recognition out of concert crowd of 60000: arrested by police for 'economic crimes'AI is getting pretty good.,ALL,04/2018,1
516642056,"""Army researchers have developed an artificial intelligence and machine learning technique that produces a visible face image from a thermal image of a person's face captured in low-light or nighttime conditions.""",ALL,04/2018,1
280187894,"Using facial recognition at airports for check-in could be the safe and secure way to move customers quickly through the airport process. Take a look:

",ALL,04/2018,1
4096727242,Is this amazing tech or just super creepy? A man wanted by police was arrested at a music concert after facial recognition technology spotted him in a crowd of 50000 people...,ALL,04/2018,1
